cod_ibge,municipio,sexo,idade,populacao
2306702,Jaguaretama - CE,Total,5 a 9 anos,1073.0
2306702,Jaguaretama - CE,Total,10 a 14 anos,1148.0
2306702,Jaguaretama - CE,Total,15 a 19 anos,1228.0
2306702,Jaguaretama - CE,Total,20 a 24 anos,1264.0
2306702,Jaguaretama - CE,Total,25 a 29 anos,1349.0
2306702,Jaguaretama - CE,Total,30 a 34 anos,1209.0
2306702,Jaguaretama - CE,Total,35 a 39 anos,1194.0
2306702,Jaguaretama - CE,Total,40 a 44 anos,1165.0
2306702,Jaguaretama - CE,Total,45 a 49 anos,1111.0
2306702,Jaguaretama - CE,Total,50 a 54 anos,960.0
2306702,Jaguaretama - CE,Total,55 a 59 anos,1048.0
2306702,Jaguaretama - CE,Total,60 a 64 anos,942.0
2306702,Jaguaretama - CE,Total,65 a 69 anos,808.0
2306702,Jaguaretama - CE,Total,70 a 74 anos,574.0
2306702,Jaguaretama - CE,Total,75 a 79 anos,389.0
2306702,Jaguaretama - CE,Total,80 a 84 anos,274.0
2306702,Jaguaretama - CE,Total,85 a 89 anos,176.0
2306702,Jaguaretama - CE,Total,90 a 94 anos,84.0
2306702,Jaguaretama - CE,Total,95 a 99 anos,30.0
2306702,Jaguaretama - CE,Total,100 anos ou mais,4.0
2306801,Jaguaribara - CE,Total,Total,10356.0
2306801,Jaguaribara - CE,Total,0 a 4 anos,680.0
2306801,Jaguaribara - CE,Total,5 a 9 anos,711.0
2306801,Jaguaribara - CE,Total,10 a 14 anos,764.0
2306801,Jaguaribara - CE,Total,15 a 19 anos,754.0
2306801,Jaguaribara - CE,Total,20 a 24 anos,750.0
2306801,Jaguaribara - CE,Total,25 a 29 anos,739.0
2306801,Jaguaribara - CE,Total,30 a 34 anos,808.0
2306801,Jaguaribara - CE,Total,35 a 39 anos,825.0
2306801,Jaguaribara - CE,Total,40 a 44 anos,716.0
2306801,Jaguaribara - CE,Total,45 a 49 anos,653.0
2306801,Jaguaribara - CE,Total,50 a 54 anos,595.0
2306801,Jaguaribara - CE,Total,55 a 59 anos,603.0
2306801,Jaguaribara - CE,Total,60 a 64 anos,443.0
2306801,Jaguaribara - CE,Total,65 a 69 anos,406.0
2306801,Jaguaribara - CE,Total,70 a 74 anos,365.0
2306801,Jaguaribara - CE,Total,75 a 79 anos,237.0
2306801,Jaguaribara - CE,Total,80 a 84 anos,136.0
2306801,Jaguaribara - CE,Total,85 a 89 anos,104.0
2306801,Jaguaribara - CE,Total,90 a 94 anos,48.0
2306801,Jaguaribara - CE,Total,95 a 99 anos,13.0
2306801,Jaguaribara - CE,Total,100 anos ou mais,6.0
2306900,Jaguaribe - CE,Total,Total,33726.0
2306900,Jaguaribe - CE,Total,0 a 4 anos,2006.0
2306900,Jaguaribe - CE,Total,5 a 9 anos,2249.0
2306900,Jaguaribe - CE,Total,10 a 14 anos,2248.0
2306900,Jaguaribe - CE,Total,15 a 19 anos,2368.0
2306900,Jaguaribe - CE,Total,20 a 24 anos,2443.0
2306900,Jaguaribe - CE,Total,25 a 29 anos,2317.0
2306900,Jaguaribe - CE,Total,30 a 34 anos,2425.0
2306900,Jaguaribe - CE,Total,35 a 39 anos,2680.0
2306900,Jaguaribe - CE,Total,40 a 44 anos,2424.0
2306900,Jaguaribe - CE,Total,45 a 49 anos,2278.0
2306900,Jaguaribe - CE,Total,50 a 54 anos,1955.0
2306900,Jaguaribe - CE,Total,55 a 59 anos,2088.0
2306900,Jaguaribe - CE,Total,60 a 64 anos,1754.0
2306900,Jaguaribe - CE,Total,65 a 69 anos,1387.0
2306900,Jaguaribe - CE,Total,70 a 74 anos,1181.0
2306900,Jaguaribe - CE,Total,75 a 79 anos,772.0
2306900,Jaguaribe - CE,Total,80 a 84 anos,581.0
2306900,Jaguaribe - CE,Total,85 a 89 anos,338.0
2306900,Jaguaribe - CE,Total,90 a 94 anos,153.0
2306900,Jaguaribe - CE,Total,95 a 99 anos,60.0
2306900,Jaguaribe - CE,Total,100 anos ou mais,19.0
2307007,Jaguaruana - CE,Total,Total,31701.0
2307007,Jaguaruana - CE,Total,0 a 4 anos,1833.0
2307007,Jaguaruana - CE,Total,5 a 9 anos,2110.0
2307007,Jaguaruana - CE,Total,10 a 14 anos,2118.0
2307007,Jaguaruana - CE,Total,15 a 19 anos,2171.0
2307007,Jaguaruana - CE,Total,20 a 24 anos,2377.0
2307007,Jaguaruana - CE,Total,25 a 29 anos,2547.0
2307007,Jaguaruana - CE,Total,30 a 34 anos,2589.0
2307007,Jaguaruana - CE,Total,35 a 39 anos,2630.0
2307007,Jaguaruana - CE,Total,40 a 44 anos,2435.0
2307007,Jaguaruana - CE,Total,45 a 49 anos,2150.0
2307007,Jaguaruana - CE,Total,50 a 54 anos,2002.0
2307007,Jaguaruana - CE,Total,55 a 59 anos,1877.0
2307007,Jaguaruana - CE,Total,60 a 64 anos,1416.0
2307007,Jaguaruana - CE,Total,65 a 69 anos,1117.0
2307007,Jaguaruana - CE,Total,70 a 74 anos,947.0
2307007,Jaguaruana - CE,Total,75 a 79 anos,651.0
2307007,Jaguaruana - CE,Total,80 a 84 anos,390.0
2307007,Jaguaruana - CE,Total,85 a 89 anos,168.0
2307007,Jaguaruana - CE,Total,90 a 94 anos,109.0
2307007,Jaguaruana - CE,Total,95 a 99 anos,54.0
2307007,Jaguaruana - CE,Total,100 anos ou mais,10.0
2307106,Jardim - CE,Total,Total,27411.0
2307106,Jardim - CE,Total,0 a 4 anos,1887.0
2307106,Jardim - CE,Total,5 a 9 anos,2108.0
2307106,Jardim - CE,Total,10 a 14 anos,2239.0
2307106,Jardim - CE,Total,15 a 19 anos,2329.0
2307106,Jardim - CE,Total,20 a 24 anos,2257.0
2307106,Jardim - CE,Total,25 a 29 anos,1932.0
2307106,Jardim - CE,Total,30 a 34 anos,2041.0
2307106,Jardim - CE,Total,35 a 39 anos,1948.0
2307106,Jardim - CE,Total,40 a 44 anos,2084.0
2307106,Jardim - CE,Total,45 a 49 anos,1675.0
2307106,Jardim - CE,Total,50 a 54 anos,1369.0
2307106,Jardim - CE,Total,55 a 59 anos,1282.0
2307106,Jardim - CE,Total,60 a 64 anos,1003.0
2307106,Jardim - CE,Total,65 a 69 anos,945.0
2307106,Jardim - CE,Total,70 a 74 anos,813.0
2307106,Jardim - CE,Total,75 a 79 anos,642.0
2307106,Jardim - CE,Total,80 a 84 anos,457.0
2307106,Jardim - CE,Total,85 a 89 anos,253.0
2307106,Jardim - CE,Total,90 a 94 anos,101.0
2307106,Jardim - CE,Total,95 a 99 anos,37.0
2307106,Jardim - CE,Total,100 anos ou mais,9.0
2307205,Jati - CE,Total,Total,7861.0
2307205,Jati - CE,Total,0 a 4 anos,561.0
2307205,Jati - CE,Total,5 a 9 anos,589.0
2307205,Jati - CE,Total,10 a 14 anos,579.0
2307205,Jati - CE,Total,15 a 19 anos,596.0
2307205,Jati - CE,Total,20 a 24 anos,564.0
2307205,Jati - CE,Total,25 a 29 anos,572.0
2307205,Jati - CE,Total,30 a 34 anos,546.0
2307205,Jati - CE,Total,35 a 39 anos,571.0
2307205,Jati - CE,Total,40 a 44 anos,553.0
2307205,Jati - CE,Total,45 a 49 anos,491.0
2307205,Jati - CE,Total,50 a 54 anos,446.0
2307205,Jati - CE,Total,55 a 59 anos,426.0
2307205,Jati - CE,Total,60 a 64 anos,367.0
2307205,Jati - CE,Total,65 a 69 anos,271.0
2307205,Jati - CE,Total,70 a 74 anos,245.0
2307205,Jati - CE,Total,75 a 79 anos,194.0
2307205,Jati - CE,Total,80 a 84 anos,140.0
2307205,Jati - CE,Total,85 a 89 anos,95.0
2307205,Jati - CE,Total,90 a 94 anos,28.0
2307205,Jati - CE,Total,95 a 99 anos,18.0
2307205,Jati - CE,Total,100 anos ou mais,9.0
2307254,Jijoca de Jericoacoara - CE,Total,Total,25555.0
2307254,Jijoca de Jericoacoara - CE,Total,0 a 4 anos,2053.0
2307254,Jijoca de Jericoacoara - CE,Total,5 a 9 anos,1984.0
2307254,Jijoca de Jericoacoara - CE,Total,10 a 14 anos,1893.0
2307254,Jijoca de Jericoacoara - CE,Total,15 a 19 anos,2032.0
2307254,Jijoca de Jericoacoara - CE,Total,20 a 24 anos,2442.0
2307254,Jijoca de Jericoacoara - CE,Total,25 a 29 anos,2642.0
2307254,Jijoca de Jericoacoara - CE,Total,30 a 34 anos,2343.0
2307254,Jijoca de Jericoacoara - CE,Total,35 a 39 anos,2172.0
2307254,Jijoca de Jericoacoara - CE,Total,40 a 44 anos,1918.0
2307254,Jijoca de Jericoacoara - CE,Total,45 a 49 anos,1502.0
2307254,Jijoca de Jericoacoara - CE,Total,50 a 54 anos,1279.0
2307254,Jijoca de Jericoacoara - CE,Total,55 a 59 anos,969.0
2307254,Jijoca de Jericoacoara - CE,Total,60 a 64 anos,708.0
2307254,Jijoca de Jericoacoara - CE,Total,65 a 69 anos,545.0
2307254,Jijoca de Jericoacoara - CE,Total,70 a 74 anos,434.0
2307254,Jijoca de Jericoacoara - CE,Total,75 a 79 anos,301.0
2307254,Jijoca de Jericoacoara - CE,Total,80 a 84 anos,187.0
2307254,Jijoca de Jericoacoara - CE,Total,85 a 89 anos,98.0
2307254,Jijoca de Jericoacoara - CE,Total,90 a 94 anos,41.0
2307254,Jijoca de Jericoacoara - CE,Total,95 a 99 anos,8.0
2307254,Jijoca de Jericoacoara - CE,Total,100 anos ou mais,4.0
2307304,Juazeiro do Norte - CE,Total,Total,286120.0
2307304,Juazeiro do Norte - CE,Total,0 a 4 anos,20018.0
2307304,Juazeiro do Norte - CE,Total,5 a 9 anos,20632.0
2307304,Juazeiro do Norte - CE,Total,10 a 14 anos,20588.0
2307304,Juazeiro do Norte - CE,Total,15 a 19 anos,21593.0
2307304,Juazeiro do Norte - CE,Total,20 a 24 anos,25645.0
2307304,Juazeiro do Norte - CE,Total,25 a 29 anos,25884.0
2307304,Juazeiro do Norte - CE,Total,30 a 34 anos,24729.0
2307304,Juazeiro do Norte - CE,Total,35 a 39 anos,23239.0
2307304,Juazeiro do Norte - CE,Total,40 a 44 anos,22020.0
2307304,Juazeiro do Norte - CE,Total,45 a 49 anos,17791.0
2307304,Juazeiro do Norte - CE,Total,50 a 54 anos,15124.0
2307304,Juazeiro do Norte - CE,Total,55 a 59 anos,12974.0
2307304,Juazeiro do Norte - CE,Total,60 a 64 anos,10205.0
2307304,Juazeiro do Norte - CE,Total,65 a 69 anos,8074.0
2307304,Juazeiro do Norte - CE,Total,70 a 74 anos,6731.0
2307304,Juazeiro do Norte - CE,Total,75 a 79 anos,4689.0
2307304,Juazeiro do Norte - CE,Total,80 a 84 anos,3364.0
2307304,Juazeiro do Norte - CE,Total,85 a 89 anos,1790.0
2307304,Juazeiro do Norte - CE,Total,90 a 94 anos,768.0
2307304,Juazeiro do Norte - CE,Total,95 a 99 anos,197.0
2307304,Juazeiro do Norte - CE,Total,100 anos ou mais,65.0
2307403,Jucás - CE,Total,Total,23922.0
2307403,Jucás - CE,Total,0 a 4 anos,1652.0
2307403,Jucás - CE,Total,5 a 9 anos,1663.0
2307403,Jucás - CE,Total,10 a 14 anos,1861.0
2307403,Jucás - CE,Total,15 a 19 anos,1754.0
2307403,Jucás - CE,Total,20 a 24 anos,1746.0
2307403,Jucás - CE,Total,25 a 29 anos,1714.0
2307403,Jucás - CE,Total,30 a 34 anos,1613.0
2307403,Jucás - CE,Total,35 a 39 anos,1699.0
2307403,Jucás - CE,Total,40 a 44 anos,1641.0
2307403,Jucás - CE,Total,45 a 49 anos,1449.0
2307403,Jucás - CE,Total,50 a 54 anos,1344.0
2307403,Jucás - CE,Total,55 a 59 anos,1356.0
2307403,Jucás - CE,Total,60 a 64 anos,1173.0
2307403,Jucás - CE,Total,65 a 69 anos,949.0
2307403,Jucás - CE,Total,70 a 74 anos,829.0
2307403,Jucás - CE,Total,75 a 79 anos,637.0
2307403,Jucás - CE,Total,80 a 84 anos,472.0
2307403,Jucás - CE,Total,85 a 89 anos,241.0
2307403,Jucás - CE,Total,90 a 94 anos,98.0
2307403,Jucás - CE,Total,95 a 99 anos,21.0
2307403,Jucás - CE,Total,100 anos ou mais,10.0
2307502,Lavras da Mangabeira - CE,Total,Total,30802.0
2307502,Lavras da Mangabeira - CE,Total,0 a 4 anos,1886.0
2307502,Lavras da Mangabeira - CE,Total,5 a 9 anos,1948.0
2307502,Lavras da Mangabeira - CE,Total,10 a 14 anos,2088.0
2307502,Lavras da Mangabeira - CE,Total,15 a 19 anos,2262.0
2307502,Lavras da Mangabeira - CE,Total,20 a 24 anos,2437.0
2307502,Lavras da Mangabeira - CE,Total,25 a 29 anos,2203.0
2307502,Lavras da Mangabeira - CE,Total,30 a 34 anos,2155.0
2307502,Lavras da Mangabeira - CE,Total,35 a 39 anos,2184.0
2307502,Lavras da Mangabeira - CE,Total,40 a 44 anos,2251.0
2307502,Lavras da Mangabeira - CE,Total,45 a 49 anos,1907.0
2307502,Lavras da Mangabeira - CE,Total,50 a 54 anos,1761.0
2307502,Lavras da Mangabeira - CE,Total,55 a 59 anos,1857.0
2307502,Lavras da Mangabeira - CE,Total,60 a 64 anos,1540.0
2307502,Lavras da Mangabeira - CE,Total,65 a 69 anos,1323.0
2307502,Lavras da Mangabeira - CE,Total,70 a 74 anos,1091.0
2307502,Lavras da Mangabeira - CE,Total,75 a 79 anos,766.0
2307502,Lavras da Mangabeira - CE,Total,80 a 84 anos,602.0
2307502,Lavras da Mangabeira - CE,Total,85 a 89 anos,330.0
2307502,Lavras da Mangabeira - CE,Total,90 a 94 anos,160.0
2307502,Lavras da Mangabeira - CE,Total,95 a 99 anos,36.0
2307502,Lavras da Mangabeira - CE,Total,100 anos ou mais,15.0
2307601,Limoeiro do Norte - CE,Total,Total,59560.0
2307601,Limoeiro do Norte - CE,Total,0 a 4 anos,3526.0
2307601,Limoeiro do Norte - CE,Total,5 a 9 anos,3853.0
2307601,Limoeiro do Norte - CE,Total,10 a 14 anos,3971.0
2307601,Limoeiro do Norte - CE,Total,15 a 19 anos,3982.0
2307601,Limoeiro do Norte - CE,Total,20 a 24 anos,4522.0
2307601,Limoeiro do Norte - CE,Total,25 a 29 anos,4671.0
2307601,Limoeiro do Norte - CE,Total,30 a 34 anos,4661.0
2307601,Limoeiro do Norte - CE,Total,35 a 39 anos,4817.0
2307601,Limoeiro do Norte - CE,Total,40 a 44 anos,4451.0
2307601,Limoeiro do Norte - CE,Total,45 a 49 anos,4145.0
2307601,Limoeiro do Norte - CE,Total,50 a 54 anos,3874.0
2307601,Limoeiro do Norte - CE,Total,55 a 59 anos,3684.0
2307601,Limoeiro do Norte - CE,Total,60 a 64 anos,2800.0
2307601,Limoeiro do Norte - CE,Total,65 a 69 anos,2151.0
2307601,Limoeiro do Norte - CE,Total,70 a 74 anos,1803.0
2307601,Limoeiro do Norte - CE,Total,75 a 79 anos,1222.0
2307601,Limoeiro do Norte - CE,Total,80 a 84 anos,739.0
2307601,Limoeiro do Norte - CE,Total,85 a 89 anos,423.0
2307601,Limoeiro do Norte - CE,Total,90 a 94 anos,185.0
2307601,Limoeiro do Norte - CE,Total,95 a 99 anos,69.0
2307601,Limoeiro do Norte - CE,Total,100 anos ou mais,11.0
2307635,Madalena - CE,Total,Total,16896.0
2307635,Madalena - CE,Total,0 a 4 anos,1166.0
2307635,Madalena - CE,Total,5 a 9 anos,1207.0
2307635,Madalena - CE,Total,10 a 14 anos,1263.0
2307635,Madalena - CE,Total,15 a 19 anos,1477.0
2307635,Madalena - CE,Total,20 a 24 anos,1384.0
2307635,Madalena - CE,Total,25 a 29 anos,1377.0
2307635,Madalena - CE,Total,30 a 34 anos,1213.0
2307635,Madalena - CE,Total,35 a 39 anos,1131.0
2307635,Madalena - CE,Total,40 a 44 anos,1109.0
2307635,Madalena - CE,Total,45 a 49 anos,1020.0
2307635,Madalena - CE,Total,50 a 54 anos,955.0
2307635,Madalena - CE,Total,55 a 59 anos,910.0
2307635,Madalena - CE,Total,60 a 64 anos,745.0
2307635,Madalena - CE,Total,65 a 69 anos,584.0
2307635,Madalena - CE,Total,70 a 74 anos,511.0
2307635,Madalena - CE,Total,75 a 79 anos,333.0
2307635,Madalena - CE,Total,80 a 84 anos,284.0
2307635,Madalena - CE,Total,85 a 89 anos,137.0
2307635,Madalena - CE,Total,90 a 94 anos,66.0
2307635,Madalena - CE,Total,95 a 99 anos,21.0
2307635,Madalena - CE,Total,100 anos ou mais,3.0
2307650,Maracanaú - CE,Total,Total,234509.0
2307650,Maracanaú - CE,Total,0 a 4 anos,16209.0
2307650,Maracanaú - CE,Total,5 a 9 anos,17567.0
2307650,Maracanaú - CE,Total,10 a 14 anos,16640.0
2307650,Maracanaú - CE,Total,15 a 19 anos,16804.0
2307650,Maracanaú - CE,Total,20 a 24 anos,19033.0
2307650,Maracanaú - CE,Total,25 a 29 anos,20342.0
2307650,Maracanaú - CE,Total,30 a 34 anos,20254.0
2307650,Maracanaú - CE,Total,35 a 39 anos,20482.0
2307650,Maracanaú - CE,Total,40 a 44 anos,18693.0
2307650,Maracanaú - CE,Total,45 a 49 anos,15081.0
2307650,Maracanaú - CE,Total,50 a 54 anos,13672.0
2307650,Maracanaú - CE,Total,55 a 59 anos,12185.0
2307650,Maracanaú - CE,Total,60 a 64 anos,9287.0
2307650,Maracanaú - CE,Total,65 a 69 anos,6941.0
2307650,Maracanaú - CE,Total,70 a 74 anos,4790.0
2307650,Maracanaú - CE,Total,75 a 79 anos,3015.0
2307650,Maracanaú - CE,Total,80 a 84 anos,1825.0
2307650,Maracanaú - CE,Total,85 a 89 anos,1048.0
2307650,Maracanaú - CE,Total,90 a 94 anos,445.0
2307650,Maracanaú - CE,Total,95 a 99 anos,170.0
2307650,Maracanaú - CE,Total,100 anos ou mais,26.0
2307700,Maranguape - CE,Total,Total,105093.0
2307700,Maranguape - CE,Total,0 a 4 anos,6837.0
2307700,Maranguape - CE,Total,5 a 9 anos,7478.0
2307700,Maranguape - CE,Total,10 a 14 anos,7195.0
2307700,Maranguape - CE,Total,15 a 19 anos,7486.0
2307700,Maranguape - CE,Total,20 a 24 anos,8220.0
2307700,Maranguape - CE,Total,25 a 29 anos,8938.0
2307700,Maranguape - CE,Total,30 a 34 anos,9094.0
2307700,Maranguape - CE,Total,35 a 39 anos,8731.0
2307700,Maranguape - CE,Total,40 a 44 anos,8274.0
2307700,Maranguape - CE,Total,45 a 49 anos,6773.0
2307700,Maranguape - CE,Total,50 a 54 anos,6331.0
2307700,Maranguape - CE,Total,55 a 59 anos,5684.0
2307700,Maranguape - CE,Total,60 a 64 anos,4320.0
2307700,Maranguape - CE,Total,65 a 69 anos,3181.0
2307700,Maranguape - CE,Total,70 a 74 anos,2400.0
2307700,Maranguape - CE,Total,75 a 79 anos,1755.0
2307700,Maranguape - CE,Total,80 a 84 anos,1292.0
2307700,Maranguape - CE,Total,85 a 89 anos,650.0
2307700,Maranguape - CE,Total,90 a 94 anos,332.0
2307700,Maranguape - CE,Total,95 a 99 anos,96.0
2307700,Maranguape - CE,Total,100 anos ou mais,26.0
2307809,Marco - CE,Total,Total,25799.0
2307809,Marco - CE,Total,0 a 4 anos,1875.0
2307809,Marco - CE,Total,5 a 9 anos,1923.0
2307809,Marco - CE,Total,10 a 14 anos,1951.0
2307809,Marco - CE,Total,15 a 19 anos,2276.0
2307809,Marco - CE,Total,20 a 24 anos,2489.0
2307809,Marco - CE,Total,25 a 29 anos,2258.0
2307809,Marco - CE,Total,30 a 34 anos,2282.0
2307809,Marco - CE,Total,35 a 39 anos,2168.0
2307809,Marco - CE,Total,40 a 44 anos,1853.0
2307809,Marco - CE,Total,45 a 49 anos,1474.0
2307809,Marco - CE,Total,50 a 54 anos,1497.0
2307809,Marco - CE,Total,55 a 59 anos,1077.0
2307809,Marco - CE,Total,60 a 64 anos,853.0
2307809,Marco - CE,Total,65 a 69 anos,514.0
2307809,Marco - CE,Total,70 a 74 anos,499.0
2307809,Marco - CE,Total,75 a 79 anos,387.0
2307809,Marco - CE,Total,80 a 84 anos,242.0
2307809,Marco - CE,Total,85 a 89 anos,113.0
2307809,Marco - CE,Total,90 a 94 anos,46.0
2307809,Marco - CE,Total,95 a 99 anos,18.0
2307809,Marco - CE,Total,100 anos ou mais,4.0
2307908,Martinópole - CE,Total,Total,10846.0
2307908,Martinópole - CE,Total,0 a 4 anos,831.0
2307908,Martinópole - CE,Total,5 a 9 anos,741.0
2307908,Martinópole - CE,Total,10 a 14 anos,829.0
2307908,Martinópole - CE,Total,15 a 19 anos,985.0
2307908,Martinópole - CE,Total,20 a 24 anos,964.0
2307908,Martinópole - CE,Total,25 a 29 anos,1042.0
2307908,Martinópole - CE,Total,30 a 34 anos,832.0
2307908,Martinópole - CE,Total,35 a 39 anos,771.0
2307908,Martinópole - CE,Total,40 a 44 anos,718.0
2307908,Martinópole - CE,Total,45 a 49 anos,640.0
2307908,Martinópole - CE,Total,50 a 54 anos,563.0
2307908,Martinópole - CE,Total,55 a 59 anos,531.0
2307908,Martinópole - CE,Total,60 a 64 anos,348.0
2307908,Martinópole - CE,Total,65 a 69 anos,291.0
2307908,Martinópole - CE,Total,70 a 74 anos,304.0
2307908,Martinópole - CE,Total,75 a 79 anos,205.0
2307908,Martinópole - CE,Total,80 a 84 anos,134.0
2307908,Martinópole - CE,Total,85 a 89 anos,67.0
2307908,Martinópole - CE,Total,90 a 94 anos,35.0
2307908,Martinópole - CE,Total,95 a 99 anos,9.0
2307908,Martinópole - CE,Total,100 anos ou mais,6.0
2308005,Massapê - CE,Total,Total,37697.0
2308005,Massapê - CE,Total,0 a 4 anos,2876.0
2308005,Massapê - CE,Total,5 a 9 anos,2719.0
2308005,Massapê - CE,Total,10 a 14 anos,2834.0
2308005,Massapê - CE,Total,15 a 19 anos,3072.0
2308005,Massapê - CE,Total,20 a 24 anos,3451.0
2308005,Massapê - CE,Total,25 a 29 anos,3327.0
2308005,Massapê - CE,Total,30 a 34 anos,3054.0
2308005,Massapê - CE,Total,35 a 39 anos,2829.0
2308005,Massapê - CE,Total,40 a 44 anos,2562.0
2308005,Massapê - CE,Total,45 a 49 anos,2305.0
2308005,Massapê - CE,Total,50 a 54 anos,2045.0
2308005,Massapê - CE,Total,55 a 59 anos,1869.0
2308005,Massapê - CE,Total,60 a 64 anos,1347.0
2308005,Massapê - CE,Total,65 a 69 anos,998.0
2308005,Massapê - CE,Total,70 a 74 anos,965.0
2308005,Massapê - CE,Total,75 a 79 anos,581.0
2308005,Massapê - CE,Total,80 a 84 anos,435.0
2308005,Massapê - CE,Total,85 a 89 anos,261.0
2308005,Massapê - CE,Total,90 a 94 anos,119.0
2308005,Massapê - CE,Total,95 a 99 anos,42.0
2308005,Massapê - CE,Total,100 anos ou mais,6.0
2308104,Mauriti - CE,Total,Total,45561.0
2308104,Mauriti - CE,Total,0 a 4 anos,3235.0
2308104,Mauriti - CE,Total,5 a 9 anos,3303.0
2308104,Mauriti - CE,Total,10 a 14 anos,3580.0
2308104,Mauriti - CE,Total,15 a 19 anos,3524.0
2308104,Mauriti - CE,Total,20 a 24 anos,3690.0
2308104,Mauriti - CE,Total,25 a 29 anos,3646.0
2308104,Mauriti - CE,Total,30 a 34 anos,3437.0
2308104,Mauriti - CE,Total,35 a 39 anos,3332.0
2308104,Mauriti - CE,Total,40 a 44 anos,3307.0
2308104,Mauriti - CE,Total,45 a 49 anos,2920.0
2308104,Mauriti - CE,Total,50 a 54 anos,2499.0
2308104,Mauriti - CE,Total,55 a 59 anos,2280.0
2308104,Mauriti - CE,Total,60 a 64 anos,1904.0
2308104,Mauriti - CE,Total,65 a 69 anos,1473.0
2308104,Mauriti - CE,Total,70 a 74 anos,1288.0
2308104,Mauriti - CE,Total,75 a 79 anos,911.0
2308104,Mauriti - CE,Total,80 a 84 anos,661.0
2308104,Mauriti - CE,Total,85 a 89 anos,377.0
2308104,Mauriti - CE,Total,90 a 94 anos,132.0
2308104,Mauriti - CE,Total,95 a 99 anos,54.0
2308104,Mauriti - CE,Total,100 anos ou mais,8.0
2308203,Meruoca - CE,Total,Total,15157.0
2308203,Meruoca - CE,Total,0 a 4 anos,1046.0
2308203,Meruoca - CE,Total,5 a 9 anos,1120.0
2308203,Meruoca - CE,Total,10 a 14 anos,1137.0
2308203,Meruoca - CE,Total,15 a 19 anos,1148.0
2308203,Meruoca - CE,Total,20 a 24 anos,1228.0
2308203,Meruoca - CE,Total,25 a 29 anos,1287.0
2308203,Meruoca - CE,Total,30 a 34 anos,1226.0
2308203,Meruoca - CE,Total,35 a 39 anos,1241.0
2308203,Meruoca - CE,Total,40 a 44 anos,996.0
2308203,Meruoca - CE,Total,45 a 49 anos,844.0
2308203,Meruoca - CE,Total,50 a 54 anos,780.0
2308203,Meruoca - CE,Total,55 a 59 anos,791.0
2308203,Meruoca - CE,Total,60 a 64 anos,605.0
2308203,Meruoca - CE,Total,65 a 69 anos,496.0
2308203,Meruoca - CE,Total,70 a 74 anos,469.0
2308203,Meruoca - CE,Total,75 a 79 anos,279.0
2308203,Meruoca - CE,Total,80 a 84 anos,206.0
2308203,Meruoca - CE,Total,85 a 89 anos,143.0
2308203,Meruoca - CE,Total,90 a 94 anos,77.0
2308203,Meruoca - CE,Total,95 a 99 anos,33.0
2308203,Meruoca - CE,Total,100 anos ou mais,5.0
2308302,Milagres - CE,Total,Total,25900.0
2308302,Milagres - CE,Total,0 a 4 anos,1530.0
2308302,Milagres - CE,Total,5 a 9 anos,1692.0
2308302,Milagres - CE,Total,10 a 14 anos,1954.0
2308302,Milagres - CE,Total,15 a 19 anos,1968.0
2308302,Milagres - CE,Total,20 a 24 anos,2012.0
2308302,Milagres - CE,Total,25 a 29 anos,1863.0
2308302,Milagres - CE,Total,30 a 34 anos,1894.0
2308302,Milagres - CE,Total,35 a 39 anos,1911.0
2308302,Milagres - CE,Total,40 a 44 anos,1922.0
2308302,Milagres - CE,Total,45 a 49 anos,1771.0
2308302,Milagres - CE,Total,50 a 54 anos,1537.0
2308302,Milagres - CE,Total,55 a 59 anos,1475.0
2308302,Milagres - CE,Total,60 a 64 anos,1168.0
2308302,Milagres - CE,Total,65 a 69 anos,926.0
2308302,Milagres - CE,Total,70 a 74 anos,796.0
2308302,Milagres - CE,Total,75 a 79 anos,584.0
2308302,Milagres - CE,Total,80 a 84 anos,494.0
2308302,Milagres - CE,Total,85 a 89 anos,250.0
2308302,Milagres - CE,Total,90 a 94 anos,114.0
2308302,Milagres - CE,Total,95 a 99 anos,34.0
2308302,Milagres - CE,Total,100 anos ou mais,5.0
2308351,Milhã - CE,Total,Total,14123.0
2308351,Milhã - CE,Total,0 a 4 anos,856.0
2308351,Milhã - CE,Total,5 a 9 anos,839.0
2308351,Milhã - CE,Total,10 a 14 anos,889.0
2308351,Milhã - CE,Total,15 a 19 anos,993.0
2308351,Milhã - CE,Total,20 a 24 anos,1111.0
2308351,Milhã - CE,Total,25 a 29 anos,1157.0
2308351,Milhã - CE,Total,30 a 34 anos,1008.0
2308351,Milhã - CE,Total,35 a 39 anos,1005.0
2308351,Milhã - CE,Total,40 a 44 anos,986.0
2308351,Milhã - CE,Total,45 a 49 anos,900.0
2308351,Milhã - CE,Total,50 a 54 anos,869.0
2308351,Milhã - CE,Total,55 a 59 anos,914.0
2308351,Milhã - CE,Total,60 a 64 anos,698.0
2308351,Milhã - CE,Total,65 a 69 anos,541.0
2308351,Milhã - CE,Total,70 a 74 anos,488.0
2308351,Milhã - CE,Total,75 a 79 anos,373.0
2308351,Milhã - CE,Total,80 a 84 anos,278.0
2308351,Milhã - CE,Total,85 a 89 anos,139.0
2308351,Milhã - CE,Total,90 a 94 anos,51.0
2308351,Milhã - CE,Total,95 a 99 anos,22.0
2308351,Milhã - CE,Total,100 anos ou mais,6.0
