cod_ibge,municipio,sexo,idade,populacao
2303931,Choró - CE,Total,60 a 64 anos,562.0
2303931,Choró - CE,Total,65 a 69 anos,449.0
2303931,Choró - CE,Total,70 a 74 anos,370.0
2303931,Choró - CE,Total,75 a 79 anos,242.0
2303931,Choró - CE,Total,80 a 84 anos,195.0
2303931,Choró - CE,Total,85 a 89 anos,109.0
2303931,Choró - CE,Total,90 a 94 anos,45.0
2303931,Choró - CE,Total,95 a 99 anos,18.0
2303931,Choró - CE,Total,100 anos ou mais,1.0
2303956,Chorozinho - CE,Total,Total,20163.0
2303956,Chorozinho - CE,Total,0 a 4 anos,1330.0
2303956,Chorozinho - CE,Total,5 a 9 anos,1464.0
2303956,Chorozinho - CE,Total,10 a 14 anos,1441.0
2303956,Chorozinho - CE,Total,15 a 19 anos,1499.0
2303956,Chorozinho - CE,Total,20 a 24 anos,1574.0
2303956,Chorozinho - CE,Total,25 a 29 anos,1722.0
2303956,Chorozinho - CE,Total,30 a 34 anos,1595.0
2303956,Chorozinho - CE,Total,35 a 39 anos,1563.0
2303956,Chorozinho - CE,Total,40 a 44 anos,1445.0
2303956,Chorozinho - CE,Total,45 a 49 anos,1420.0
2303956,Chorozinho - CE,Total,50 a 54 anos,1210.0
2303956,Chorozinho - CE,Total,55 a 59 anos,1169.0
2303956,Chorozinho - CE,Total,60 a 64 anos,832.0
2303956,Chorozinho - CE,Total,65 a 69 anos,611.0
2303956,Chorozinho - CE,Total,70 a 74 anos,481.0
2303956,Chorozinho - CE,Total,75 a 79 anos,334.0
2303956,Chorozinho - CE,Total,80 a 84 anos,251.0
2303956,Chorozinho - CE,Total,85 a 89 anos,138.0
2303956,Chorozinho - CE,Total,90 a 94 anos,57.0
2303956,Chorozinho - CE,Total,95 a 99 anos,23.0
2303956,Chorozinho - CE,Total,100 anos ou mais,4.0
2304004,Coreaú - CE,Total,Total,20953.0
2304004,Coreaú - CE,Total,0 a 4 anos,1544.0
2304004,Coreaú - CE,Total,5 a 9 anos,1578.0
2304004,Coreaú - CE,Total,10 a 14 anos,1508.0
2304004,Coreaú - CE,Total,15 a 19 anos,1637.0
2304004,Coreaú - CE,Total,20 a 24 anos,1933.0
2304004,Coreaú - CE,Total,25 a 29 anos,1658.0
2304004,Coreaú - CE,Total,30 a 34 anos,1654.0
2304004,Coreaú - CE,Total,35 a 39 anos,1516.0
2304004,Coreaú - CE,Total,40 a 44 anos,1380.0
2304004,Coreaú - CE,Total,45 a 49 anos,1311.0
2304004,Coreaú - CE,Total,50 a 54 anos,1152.0
2304004,Coreaú - CE,Total,55 a 59 anos,1090.0
2304004,Coreaú - CE,Total,60 a 64 anos,837.0
2304004,Coreaú - CE,Total,65 a 69 anos,644.0
2304004,Coreaú - CE,Total,70 a 74 anos,635.0
2304004,Coreaú - CE,Total,75 a 79 anos,396.0
2304004,Coreaú - CE,Total,80 a 84 anos,267.0
2304004,Coreaú - CE,Total,85 a 89 anos,137.0
2304004,Coreaú - CE,Total,90 a 94 anos,55.0
2304004,Coreaú - CE,Total,95 a 99 anos,18.0
2304004,Coreaú - CE,Total,100 anos ou mais,3.0
2304103,Crateús - CE,Total,Total,76390.0
2304103,Crateús - CE,Total,0 a 4 anos,4853.0
2304103,Crateús - CE,Total,5 a 9 anos,4975.0
2304103,Crateús - CE,Total,10 a 14 anos,5173.0
2304103,Crateús - CE,Total,15 a 19 anos,5580.0
2304103,Crateús - CE,Total,20 a 24 anos,5916.0
2304103,Crateús - CE,Total,25 a 29 anos,5758.0
2304103,Crateús - CE,Total,30 a 34 anos,5494.0
2304103,Crateús - CE,Total,35 a 39 anos,5275.0
2304103,Crateús - CE,Total,40 a 44 anos,5652.0
2304103,Crateús - CE,Total,45 a 49 anos,4945.0
2304103,Crateús - CE,Total,50 a 54 anos,4761.0
2304103,Crateús - CE,Total,55 a 59 anos,4566.0
2304103,Crateús - CE,Total,60 a 64 anos,3743.0
2304103,Crateús - CE,Total,65 a 69 anos,2891.0
2304103,Crateús - CE,Total,70 a 74 anos,2506.0
2304103,Crateús - CE,Total,75 a 79 anos,1793.0
2304103,Crateús - CE,Total,80 a 84 anos,1304.0
2304103,Crateús - CE,Total,85 a 89 anos,715.0
2304103,Crateús - CE,Total,90 a 94 anos,344.0
2304103,Crateús - CE,Total,95 a 99 anos,125.0
2304103,Crateús - CE,Total,100 anos ou mais,21.0
2304202,Crato - CE,Total,Total,131050.0
2304202,Crato - CE,Total,0 a 4 anos,8809.0
2304202,Crato - CE,Total,5 a 9 anos,9292.0
2304202,Crato - CE,Total,10 a 14 anos,9534.0
2304202,Crato - CE,Total,15 a 19 anos,9710.0
2304202,Crato - CE,Total,20 a 24 anos,11046.0
2304202,Crato - CE,Total,25 a 29 anos,10536.0
2304202,Crato - CE,Total,30 a 34 anos,10327.0
2304202,Crato - CE,Total,35 a 39 anos,10201.0
2304202,Crato - CE,Total,40 a 44 anos,9934.0
2304202,Crato - CE,Total,45 a 49 anos,8263.0
2304202,Crato - CE,Total,50 a 54 anos,7354.0
2304202,Crato - CE,Total,55 a 59 anos,6832.0
2304202,Crato - CE,Total,60 a 64 anos,5494.0
2304202,Crato - CE,Total,65 a 69 anos,4309.0
2304202,Crato - CE,Total,70 a 74 anos,3488.0
2304202,Crato - CE,Total,75 a 79 anos,2448.0
2304202,Crato - CE,Total,80 a 84 anos,1822.0
2304202,Crato - CE,Total,85 a 89 anos,1016.0
2304202,Crato - CE,Total,90 a 94 anos,465.0
2304202,Crato - CE,Total,95 a 99 anos,133.0
2304202,Crato - CE,Total,100 anos ou mais,37.0
2304236,Croatá - CE,Total,Total,17481.0
2304236,Croatá - CE,Total,0 a 4 anos,1195.0
2304236,Croatá - CE,Total,5 a 9 anos,1214.0
2304236,Croatá - CE,Total,10 a 14 anos,1291.0
2304236,Croatá - CE,Total,15 a 19 anos,1449.0
2304236,Croatá - CE,Total,20 a 24 anos,1347.0
2304236,Croatá - CE,Total,25 a 29 anos,1228.0
2304236,Croatá - CE,Total,30 a 34 anos,1194.0
2304236,Croatá - CE,Total,35 a 39 anos,1284.0
2304236,Croatá - CE,Total,40 a 44 anos,1194.0
2304236,Croatá - CE,Total,45 a 49 anos,1092.0
2304236,Croatá - CE,Total,50 a 54 anos,1029.0
2304236,Croatá - CE,Total,55 a 59 anos,1029.0
2304236,Croatá - CE,Total,60 a 64 anos,777.0
2304236,Croatá - CE,Total,65 a 69 anos,643.0
2304236,Croatá - CE,Total,70 a 74 anos,555.0
2304236,Croatá - CE,Total,75 a 79 anos,406.0
2304236,Croatá - CE,Total,80 a 84 anos,315.0
2304236,Croatá - CE,Total,85 a 89 anos,132.0
2304236,Croatá - CE,Total,90 a 94 anos,77.0
2304236,Croatá - CE,Total,95 a 99 anos,21.0
2304236,Croatá - CE,Total,100 anos ou mais,9.0
2304251,Cruz - CE,Total,Total,29761.0
2304251,Cruz - CE,Total,0 a 4 anos,2264.0
2304251,Cruz - CE,Total,5 a 9 anos,2249.0
2304251,Cruz - CE,Total,10 a 14 anos,2109.0
2304251,Cruz - CE,Total,15 a 19 anos,2198.0
2304251,Cruz - CE,Total,20 a 24 anos,2332.0
2304251,Cruz - CE,Total,25 a 29 anos,2519.0
2304251,Cruz - CE,Total,30 a 34 anos,2520.0
2304251,Cruz - CE,Total,35 a 39 anos,2533.0
2304251,Cruz - CE,Total,40 a 44 anos,2316.0
2304251,Cruz - CE,Total,45 a 49 anos,1861.0
2304251,Cruz - CE,Total,50 a 54 anos,1580.0
2304251,Cruz - CE,Total,55 a 59 anos,1439.0
2304251,Cruz - CE,Total,60 a 64 anos,1087.0
2304251,Cruz - CE,Total,65 a 69 anos,896.0
2304251,Cruz - CE,Total,70 a 74 anos,738.0
2304251,Cruz - CE,Total,75 a 79 anos,522.0
2304251,Cruz - CE,Total,80 a 84 anos,345.0
2304251,Cruz - CE,Total,85 a 89 anos,164.0
2304251,Cruz - CE,Total,90 a 94 anos,56.0
2304251,Cruz - CE,Total,95 a 99 anos,23.0
2304251,Cruz - CE,Total,100 anos ou mais,10.0
2304269,Deputado Irapuan Pinheiro - CE,Total,Total,8932.0
2304269,Deputado Irapuan Pinheiro - CE,Total,0 a 4 anos,531.0
2304269,Deputado Irapuan Pinheiro - CE,Total,5 a 9 anos,458.0
2304269,Deputado Irapuan Pinheiro - CE,Total,10 a 14 anos,643.0
2304269,Deputado Irapuan Pinheiro - CE,Total,15 a 19 anos,586.0
2304269,Deputado Irapuan Pinheiro - CE,Total,20 a 24 anos,614.0
2304269,Deputado Irapuan Pinheiro - CE,Total,25 a 29 anos,620.0
2304269,Deputado Irapuan Pinheiro - CE,Total,30 a 34 anos,596.0
2304269,Deputado Irapuan Pinheiro - CE,Total,35 a 39 anos,581.0
2304269,Deputado Irapuan Pinheiro - CE,Total,40 a 44 anos,650.0
2304269,Deputado Irapuan Pinheiro - CE,Total,45 a 49 anos,653.0
2304269,Deputado Irapuan Pinheiro - CE,Total,50 a 54 anos,611.0
2304269,Deputado Irapuan Pinheiro - CE,Total,55 a 59 anos,575.0
2304269,Deputado Irapuan Pinheiro - CE,Total,60 a 64 anos,481.0
2304269,Deputado Irapuan Pinheiro - CE,Total,65 a 69 anos,404.0
2304269,Deputado Irapuan Pinheiro - CE,Total,70 a 74 anos,351.0
2304269,Deputado Irapuan Pinheiro - CE,Total,75 a 79 anos,246.0
2304269,Deputado Irapuan Pinheiro - CE,Total,80 a 84 anos,184.0
2304269,Deputado Irapuan Pinheiro - CE,Total,85 a 89 anos,99.0
2304269,Deputado Irapuan Pinheiro - CE,Total,90 a 94 anos,35.0
2304269,Deputado Irapuan Pinheiro - CE,Total,95 a 99 anos,13.0
2304269,Deputado Irapuan Pinheiro - CE,Total,100 anos ou mais,1.0
2304277,Ereré - CE,Total,Total,6474.0
2304277,Ereré - CE,Total,0 a 4 anos,410.0
2304277,Ereré - CE,Total,5 a 9 anos,459.0
2304277,Ereré - CE,Total,10 a 14 anos,426.0
2304277,Ereré - CE,Total,15 a 19 anos,457.0
2304277,Ereré - CE,Total,20 a 24 anos,448.0
2304277,Ereré - CE,Total,25 a 29 anos,424.0
2304277,Ereré - CE,Total,30 a 34 anos,505.0
2304277,Ereré - CE,Total,35 a 39 anos,503.0
2304277,Ereré - CE,Total,40 a 44 anos,462.0
2304277,Ereré - CE,Total,45 a 49 anos,438.0
2304277,Ereré - CE,Total,50 a 54 anos,392.0
2304277,Ereré - CE,Total,55 a 59 anos,366.0
2304277,Ereré - CE,Total,60 a 64 anos,321.0
2304277,Ereré - CE,Total,65 a 69 anos,266.0
2304277,Ereré - CE,Total,70 a 74 anos,229.0
2304277,Ereré - CE,Total,75 a 79 anos,161.0
2304277,Ereré - CE,Total,80 a 84 anos,103.0
2304277,Ereré - CE,Total,85 a 89 anos,62.0
2304277,Ereré - CE,Total,90 a 94 anos,29.0
2304277,Ereré - CE,Total,95 a 99 anos,9.0
2304277,Ereré - CE,Total,100 anos ou mais,4.0
2304285,Eusébio - CE,Total,Total,74170.0
2304285,Eusébio - CE,Total,0 a 4 anos,4700.0
2304285,Eusébio - CE,Total,5 a 9 anos,6177.0
2304285,Eusébio - CE,Total,10 a 14 anos,5641.0
2304285,Eusébio - CE,Total,15 a 19 anos,4700.0
2304285,Eusébio - CE,Total,20 a 24 anos,4624.0
2304285,Eusébio - CE,Total,25 a 29 anos,5616.0
2304285,Eusébio - CE,Total,30 a 34 anos,7688.0
2304285,Eusébio - CE,Total,35 a 39 anos,9137.0
2304285,Eusébio - CE,Total,40 a 44 anos,7363.0
2304285,Eusébio - CE,Total,45 a 49 anos,5207.0
2304285,Eusébio - CE,Total,50 a 54 anos,3813.0
2304285,Eusébio - CE,Total,55 a 59 anos,3038.0
2304285,Eusébio - CE,Total,60 a 64 anos,2242.0
2304285,Eusébio - CE,Total,65 a 69 anos,1547.0
2304285,Eusébio - CE,Total,70 a 74 anos,1157.0
2304285,Eusébio - CE,Total,75 a 79 anos,665.0
2304285,Eusébio - CE,Total,80 a 84 anos,433.0
2304285,Eusébio - CE,Total,85 a 89 anos,244.0
2304285,Eusébio - CE,Total,90 a 94 anos,123.0
2304285,Eusébio - CE,Total,95 a 99 anos,42.0
2304285,Eusébio - CE,Total,100 anos ou mais,13.0
2304301,Farias Brito - CE,Total,Total,18217.0
2304301,Farias Brito - CE,Total,0 a 4 anos,1146.0
2304301,Farias Brito - CE,Total,5 a 9 anos,1168.0
2304301,Farias Brito - CE,Total,10 a 14 anos,1365.0
2304301,Farias Brito - CE,Total,15 a 19 anos,1418.0
2304301,Farias Brito - CE,Total,20 a 24 anos,1369.0
2304301,Farias Brito - CE,Total,25 a 29 anos,1270.0
2304301,Farias Brito - CE,Total,30 a 34 anos,1297.0
2304301,Farias Brito - CE,Total,35 a 39 anos,1285.0
2304301,Farias Brito - CE,Total,40 a 44 anos,1298.0
2304301,Farias Brito - CE,Total,45 a 49 anos,1114.0
2304301,Farias Brito - CE,Total,50 a 54 anos,1086.0
2304301,Farias Brito - CE,Total,55 a 59 anos,989.0
2304301,Farias Brito - CE,Total,60 a 64 anos,841.0
2304301,Farias Brito - CE,Total,65 a 69 anos,682.0
2304301,Farias Brito - CE,Total,70 a 74 anos,668.0
2304301,Farias Brito - CE,Total,75 a 79 anos,544.0
2304301,Farias Brito - CE,Total,80 a 84 anos,379.0
2304301,Farias Brito - CE,Total,85 a 89 anos,181.0
2304301,Farias Brito - CE,Total,90 a 94 anos,85.0
2304301,Farias Brito - CE,Total,95 a 99 anos,27.0
2304301,Farias Brito - CE,Total,100 anos ou mais,5.0
2304350,Forquilha - CE,Total,Total,24173.0
2304350,Forquilha - CE,Total,0 a 4 anos,1652.0
2304350,Forquilha - CE,Total,5 a 9 anos,1690.0
2304350,Forquilha - CE,Total,10 a 14 anos,1706.0
2304350,Forquilha - CE,Total,15 a 19 anos,1885.0
2304350,Forquilha - CE,Total,20 a 24 anos,2098.0
2304350,Forquilha - CE,Total,25 a 29 anos,2033.0
2304350,Forquilha - CE,Total,30 a 34 anos,1986.0
2304350,Forquilha - CE,Total,35 a 39 anos,1923.0
2304350,Forquilha - CE,Total,40 a 44 anos,1660.0
2304350,Forquilha - CE,Total,45 a 49 anos,1459.0
2304350,Forquilha - CE,Total,50 a 54 anos,1373.0
2304350,Forquilha - CE,Total,55 a 59 anos,1320.0
2304350,Forquilha - CE,Total,60 a 64 anos,1011.0
2304350,Forquilha - CE,Total,65 a 69 anos,718.0
2304350,Forquilha - CE,Total,70 a 74 anos,660.0
2304350,Forquilha - CE,Total,75 a 79 anos,395.0
2304350,Forquilha - CE,Total,80 a 84 anos,347.0
2304350,Forquilha - CE,Total,85 a 89 anos,143.0
2304350,Forquilha - CE,Total,90 a 94 anos,76.0
2304350,Forquilha - CE,Total,95 a 99 anos,33.0
2304350,Forquilha - CE,Total,100 anos ou mais,5.0
2304400,Fortaleza - CE,Total,Total,2428708.0
2304400,Fortaleza - CE,Total,0 a 4 anos,138704.0
2304400,Fortaleza - CE,Total,5 a 9 anos,155660.0
2304400,Fortaleza - CE,Total,10 a 14 anos,154376.0
2304400,Fortaleza - CE,Total,15 a 19 anos,165546.0
2304400,Fortaleza - CE,Total,20 a 24 anos,189360.0
2304400,Fortaleza - CE,Total,25 a 29 anos,201977.0
2304400,Fortaleza - CE,Total,30 a 34 anos,197115.0
2304400,Fortaleza - CE,Total,35 a 39 anos,201946.0
2304400,Fortaleza - CE,Total,40 a 44 anos,194267.0
2304400,Fortaleza - CE,Total,45 a 49 anos,163156.0
2304400,Fortaleza - CE,Total,50 a 54 anos,156480.0
2304400,Fortaleza - CE,Total,55 a 59 anos,144145.0
2304400,Fortaleza - CE,Total,60 a 64 anos,114541.0
2304400,Fortaleza - CE,Total,65 a 69 anos,87773.0
2304400,Fortaleza - CE,Total,70 a 74 anos,66304.0
2304400,Fortaleza - CE,Total,75 a 79 anos,42675.0
2304400,Fortaleza - CE,Total,80 a 84 anos,28776.0
2304400,Fortaleza - CE,Total,85 a 89 anos,15752.0
2304400,Fortaleza - CE,Total,90 a 94 anos,7258.0
2304400,Fortaleza - CE,Total,95 a 99 anos,2463.0
2304400,Fortaleza - CE,Total,100 anos ou mais,434.0
2304459,Fortim - CE,Total,Total,17294.0
2304459,Fortim - CE,Total,0 a 4 anos,1081.0
2304459,Fortim - CE,Total,5 a 9 anos,1118.0
2304459,Fortim - CE,Total,10 a 14 anos,1134.0
2304459,Fortim - CE,Total,15 a 19 anos,1324.0
2304459,Fortim - CE,Total,20 a 24 anos,1296.0
2304459,Fortim - CE,Total,25 a 29 anos,1443.0
2304459,Fortim - CE,Total,30 a 34 anos,1361.0
2304459,Fortim - CE,Total,35 a 39 anos,1375.0
2304459,Fortim - CE,Total,40 a 44 anos,1339.0
2304459,Fortim - CE,Total,45 a 49 anos,1229.0
2304459,Fortim - CE,Total,50 a 54 anos,1063.0
2304459,Fortim - CE,Total,55 a 59 anos,917.0
2304459,Fortim - CE,Total,60 a 64 anos,749.0
2304459,Fortim - CE,Total,65 a 69 anos,593.0
2304459,Fortim - CE,Total,70 a 74 anos,543.0
2304459,Fortim - CE,Total,75 a 79 anos,333.0
2304459,Fortim - CE,Total,80 a 84 anos,200.0
2304459,Fortim - CE,Total,85 a 89 anos,129.0
2304459,Fortim - CE,Total,90 a 94 anos,48.0
2304459,Fortim - CE,Total,95 a 99 anos,17.0
2304459,Fortim - CE,Total,100 anos ou mais,2.0
2304509,Frecheirinha - CE,Total,Total,15657.0
2304509,Frecheirinha - CE,Total,0 a 4 anos,1199.0
2304509,Frecheirinha - CE,Total,5 a 9 anos,1261.0
2304509,Frecheirinha - CE,Total,10 a 14 anos,1148.0
2304509,Frecheirinha - CE,Total,15 a 19 anos,1177.0
2304509,Frecheirinha - CE,Total,20 a 24 anos,1441.0
2304509,Frecheirinha - CE,Total,25 a 29 anos,1549.0
2304509,Frecheirinha - CE,Total,30 a 34 anos,1310.0
2304509,Frecheirinha - CE,Total,35 a 39 anos,1156.0
2304509,Frecheirinha - CE,Total,40 a 44 anos,1036.0
2304509,Frecheirinha - CE,Total,45 a 49 anos,901.0
2304509,Frecheirinha - CE,Total,50 a 54 anos,768.0
2304509,Frecheirinha - CE,Total,55 a 59 anos,723.0
2304509,Frecheirinha - CE,Total,60 a 64 anos,565.0
2304509,Frecheirinha - CE,Total,65 a 69 anos,458.0
2304509,Frecheirinha - CE,Total,70 a 74 anos,403.0
2304509,Frecheirinha - CE,Total,75 a 79 anos,239.0
2304509,Frecheirinha - CE,Total,80 a 84 anos,190.0
2304509,Frecheirinha - CE,Total,85 a 89 anos,82.0
2304509,Frecheirinha - CE,Total,90 a 94 anos,36.0
2304509,Frecheirinha - CE,Total,95 a 99 anos,13.0
2304509,Frecheirinha - CE,Total,100 anos ou mais,2.0
2304608,General Sampaio - CE,Total,Total,6734.0
2304608,General Sampaio - CE,Total,0 a 4 anos,508.0
2304608,General Sampaio - CE,Total,5 a 9 anos,471.0
2304608,General Sampaio - CE,Total,10 a 14 anos,597.0
2304608,General Sampaio - CE,Total,15 a 19 anos,554.0
2304608,General Sampaio - CE,Total,20 a 24 anos,530.0
2304608,General Sampaio - CE,Total,25 a 29 anos,541.0
2304608,General Sampaio - CE,Total,30 a 34 anos,487.0
2304608,General Sampaio - CE,Total,35 a 39 anos,471.0
2304608,General Sampaio - CE,Total,40 a 44 anos,476.0
2304608,General Sampaio - CE,Total,45 a 49 anos,413.0
2304608,General Sampaio - CE,Total,50 a 54 anos,360.0
2304608,General Sampaio - CE,Total,55 a 59 anos,338.0
2304608,General Sampaio - CE,Total,60 a 64 anos,239.0
2304608,General Sampaio - CE,Total,65 a 69 anos,247.0
2304608,General Sampaio - CE,Total,70 a 74 anos,191.0
2304608,General Sampaio - CE,Total,75 a 79 anos,145.0
2304608,General Sampaio - CE,Total,80 a 84 anos,91.0
2304608,General Sampaio - CE,Total,85 a 89 anos,41.0
2304608,General Sampaio - CE,Total,90 a 94 anos,22.0
2304608,General Sampaio - CE,Total,95 a 99 anos,10.0
2304608,General Sampaio - CE,Total,100 anos ou mais,2.0
2304657,Graça - CE,Total,Total,13801.0
2304657,Graça - CE,Total,0 a 4 anos,910.0
2304657,Graça - CE,Total,5 a 9 anos,978.0
2304657,Graça - CE,Total,10 a 14 anos,1106.0
2304657,Graça - CE,Total,15 a 19 anos,1083.0
2304657,Graça - CE,Total,20 a 24 anos,1034.0
2304657,Graça - CE,Total,25 a 29 anos,957.0
2304657,Graça - CE,Total,30 a 34 anos,871.0
2304657,Graça - CE,Total,35 a 39 anos,1034.0
2304657,Graça - CE,Total,40 a 44 anos,987.0
2304657,Graça - CE,Total,45 a 49 anos,872.0
2304657,Graça - CE,Total,50 a 54 anos,837.0
2304657,Graça - CE,Total,55 a 59 anos,818.0
2304657,Graça - CE,Total,60 a 64 anos,617.0
2304657,Graça - CE,Total,65 a 69 anos,524.0
2304657,Graça - CE,Total,70 a 74 anos,465.0
2304657,Graça - CE,Total,75 a 79 anos,319.0
2304657,Graça - CE,Total,80 a 84 anos,233.0
2304657,Graça - CE,Total,85 a 89 anos,84.0
2304657,Graça - CE,Total,90 a 94 anos,54.0
2304657,Graça - CE,Total,95 a 99 anos,16.0
2304657,Graça - CE,Total,100 anos ou mais,2.0
2304707,Granja - CE,Total,Total,53344.0
2304707,Granja - CE,Total,0 a 4 anos,3835.0
2304707,Granja - CE,Total,5 a 9 anos,3955.0
2304707,Granja - CE,Total,10 a 14 anos,4231.0
2304707,Granja - CE,Total,15 a 19 anos,4829.0
2304707,Granja - CE,Total,20 a 24 anos,4821.0
2304707,Granja - CE,Total,25 a 29 anos,4521.0
2304707,Granja - CE,Total,30 a 34 anos,4021.0
2304707,Granja - CE,Total,35 a 39 anos,3886.0
2304707,Granja - CE,Total,40 a 44 anos,3696.0
2304707,Granja - CE,Total,45 a 49 anos,3251.0
2304707,Granja - CE,Total,50 a 54 anos,2742.0
2304707,Granja - CE,Total,55 a 59 anos,2486.0
2304707,Granja - CE,Total,60 a 64 anos,1884.0
2304707,Granja - CE,Total,65 a 69 anos,1611.0
2304707,Granja - CE,Total,70 a 74 anos,1453.0
2304707,Granja - CE,Total,75 a 79 anos,1042.0
2304707,Granja - CE,Total,80 a 84 anos,616.0
2304707,Granja - CE,Total,85 a 89 anos,288.0
2304707,Granja - CE,Total,90 a 94 anos,111.0
2304707,Granja - CE,Total,95 a 99 anos,48.0
2304707,Granja - CE,Total,100 anos ou mais,17.0
2304806,Granjeiro - CE,Total,Total,4841.0
2304806,Granjeiro - CE,Total,0 a 4 anos,322.0
2304806,Granjeiro - CE,Total,5 a 9 anos,330.0
2304806,Granjeiro - CE,Total,10 a 14 anos,364.0
2304806,Granjeiro - CE,Total,15 a 19 anos,407.0
2304806,Granjeiro - CE,Total,20 a 24 anos,394.0
2304806,Granjeiro - CE,Total,25 a 29 anos,353.0
2304806,Granjeiro - CE,Total,30 a 34 anos,326.0
2304806,Granjeiro - CE,Total,35 a 39 anos,380.0
2304806,Granjeiro - CE,Total,40 a 44 anos,340.0
2304806,Granjeiro - CE,Total,45 a 49 anos,303.0
2304806,Granjeiro - CE,Total,50 a 54 anos,269.0
2304806,Granjeiro - CE,Total,55 a 59 anos,235.0
2304806,Granjeiro - CE,Total,60 a 64 anos,235.0
2304806,Granjeiro - CE,Total,65 a 69 anos,169.0
2304806,Granjeiro - CE,Total,70 a 74 anos,162.0
2304806,Granjeiro - CE,Total,75 a 79 anos,93.0
2304806,Granjeiro - CE,Total,80 a 84 anos,87.0
2304806,Granjeiro - CE,Total,85 a 89 anos,46.0
2304806,Granjeiro - CE,Total,90 a 94 anos,19.0
2304806,Granjeiro - CE,Total,95 a 99 anos,6.0
2304806,Granjeiro - CE,Total,100 anos ou mais,1.0
2304905,Groaíras - CE,Total,Total,10910.0
2304905,Groaíras - CE,Total,0 a 4 anos,668.0
2304905,Groaíras - CE,Total,5 a 9 anos,701.0
2304905,Groaíras - CE,Total,10 a 14 anos,701.0
2304905,Groaíras - CE,Total,15 a 19 anos,767.0
2304905,Groaíras - CE,Total,20 a 24 anos,880.0
2304905,Groaíras - CE,Total,25 a 29 anos,884.0
2304905,Groaíras - CE,Total,30 a 34 anos,891.0
2304905,Groaíras - CE,Total,35 a 39 anos,782.0
2304905,Groaíras - CE,Total,40 a 44 anos,732.0
2304905,Groaíras - CE,Total,45 a 49 anos,676.0
2304905,Groaíras - CE,Total,50 a 54 anos,650.0
2304905,Groaíras - CE,Total,55 a 59 anos,758.0
2304905,Groaíras - CE,Total,60 a 64 anos,478.0
2304905,Groaíras - CE,Total,65 a 69 anos,408.0
2304905,Groaíras - CE,Total,70 a 74 anos,349.0
2304905,Groaíras - CE,Total,75 a 79 anos,235.0
2304905,Groaíras - CE,Total,80 a 84 anos,185.0
2304905,Groaíras - CE,Total,85 a 89 anos,93.0
2304905,Groaíras - CE,Total,90 a 94 anos,52.0
2304905,Groaíras - CE,Total,95 a 99 anos,18.0
2304905,Groaíras - CE,Total,100 anos ou mais,2.0
2304954,Guaiúba - CE,Total,Total,24325.0
2304954,Guaiúba - CE,Total,0 a 4 anos,1709.0
2304954,Guaiúba - CE,Total,5 a 9 anos,1836.0
2304954,Guaiúba - CE,Total,10 a 14 anos,1866.0
2304954,Guaiúba - CE,Total,15 a 19 anos,1870.0
2304954,Guaiúba - CE,Total,20 a 24 anos,2040.0
2304954,Guaiúba - CE,Total,25 a 29 anos,2101.0
2304954,Guaiúba - CE,Total,30 a 34 anos,1975.0
2304954,Guaiúba - CE,Total,35 a 39 anos,1896.0
2304954,Guaiúba - CE,Total,40 a 44 anos,1858.0
2304954,Guaiúba - CE,Total,45 a 49 anos,1552.0
2304954,Guaiúba - CE,Total,50 a 54 anos,1343.0
2304954,Guaiúba - CE,Total,55 a 59 anos,1186.0
2304954,Guaiúba - CE,Total,60 a 64 anos,942.0
2304954,Guaiúba - CE,Total,65 a 69 anos,702.0
2304954,Guaiúba - CE,Total,70 a 74 anos,545.0
2304954,Guaiúba - CE,Total,75 a 79 anos,376.0
2304954,Guaiúba - CE,Total,80 a 84 anos,301.0
2304954,Guaiúba - CE,Total,85 a 89 anos,137.0
2304954,Guaiúba - CE,Total,90 a 94 anos,64.0
2304954,Guaiúba - CE,Total,95 a 99 anos,22.0
2304954,Guaiúba - CE,Total,100 anos ou mais,4.0
2305001,Guaraciaba do Norte - CE,Total,Total,42053.0
2305001,Guaraciaba do Norte - CE,Total,0 a 4 anos,3183.0
2305001,Guaraciaba do Norte - CE,Total,5 a 9 anos,3167.0
2305001,Guaraciaba do Norte - CE,Total,10 a 14 anos,3221.0
2305001,Guaraciaba do Norte - CE,Total,15 a 19 anos,3510.0
2305001,Guaraciaba do Norte - CE,Total,20 a 24 anos,3455.0
2305001,Guaraciaba do Norte - CE,Total,25 a 29 anos,3252.0
2305001,Guaraciaba do Norte - CE,Total,30 a 34 anos,2866.0
2305001,Guaraciaba do Norte - CE,Total,35 a 39 anos,3034.0
2305001,Guaraciaba do Norte - CE,Total,40 a 44 anos,2892.0
2305001,Guaraciaba do Norte - CE,Total,45 a 49 anos,2519.0
2305001,Guaraciaba do Norte - CE,Total,50 a 54 anos,2221.0
2305001,Guaraciaba do Norte - CE,Total,55 a 59 anos,2204.0
2305001,Guaraciaba do Norte - CE,Total,60 a 64 anos,1796.0
2305001,Guaraciaba do Norte - CE,Total,65 a 69 anos,1485.0
2305001,Guaraciaba do Norte - CE,Total,70 a 74 anos,1228.0
2305001,Guaraciaba do Norte - CE,Total,75 a 79 anos,840.0
2305001,Guaraciaba do Norte - CE,Total,80 a 84 anos,585.0
2305001,Guaraciaba do Norte - CE,Total,85 a 89 anos,349.0
2305001,Guaraciaba do Norte - CE,Total,90 a 94 anos,169.0
