cod_ibge,municipio,ano,idade_mae,nascimentos
2304202,Crato - CE,2018,25 a 29 anos,511.0
2304202,Crato - CE,2018,30 a 34 anos,441.0
2304202,Crato - CE,2018,35 a 39 anos,244.0
2304202,Crato - CE,2018,40 a 44 anos,61.0
2304202,Crato - CE,2018,45 a 49 anos,3.0
2304202,Crato - CE,2018,50 anos ou mais,
2304202,Crato - CE,2018,Ignorada,2.0
2304202,Crato - CE,2019,Total,2109.0
2304202,Crato - CE,2019,Menos de 15 anos,19.0
2304202,Crato - CE,2019,15 a 19 anos,305.0
2304202,Crato - CE,2019,20 a 24 anos,499.0
2304202,Crato - CE,2019,25 a 29 anos,525.0
2304202,Crato - CE,2019,30 a 34 anos,442.0
2304202,Crato - CE,2019,35 a 39 anos,244.0
2304202,Crato - CE,2019,40 a 44 anos,72.0
2304202,Crato - CE,2019,45 a 49 anos,2.0
2304202,Crato - CE,2019,50 anos ou mais,
2304202,Crato - CE,2019,Ignorada,1.0
2304236,Croatá - CE,2014,Total,223.0
2304236,Croatá - CE,2014,Menos de 15 anos,3.0
2304236,Croatá - CE,2014,15 a 19 anos,47.0
2304236,Croatá - CE,2014,20 a 24 anos,60.0
2304236,Croatá - CE,2014,25 a 29 anos,49.0
2304236,Croatá - CE,2014,30 a 34 anos,38.0
2304236,Croatá - CE,2014,35 a 39 anos,19.0
2304236,Croatá - CE,2014,40 a 44 anos,4.0
2304236,Croatá - CE,2014,45 a 49 anos,3.0
2304236,Croatá - CE,2014,50 anos ou mais,
2304236,Croatá - CE,2014,Ignorada,
2304236,Croatá - CE,2015,Total,239.0
2304236,Croatá - CE,2015,Menos de 15 anos,3.0
2304236,Croatá - CE,2015,15 a 19 anos,54.0
2304236,Croatá - CE,2015,20 a 24 anos,42.0
2304236,Croatá - CE,2015,25 a 29 anos,57.0
2304236,Croatá - CE,2015,30 a 34 anos,41.0
2304236,Croatá - CE,2015,35 a 39 anos,27.0
2304236,Croatá - CE,2015,40 a 44 anos,11.0
2304236,Croatá - CE,2015,45 a 49 anos,4.0
2304236,Croatá - CE,2015,50 anos ou mais,
2304236,Croatá - CE,2015,Ignorada,
2304236,Croatá - CE,2016,Total,187.0
2304236,Croatá - CE,2016,Menos de 15 anos,2.0
2304236,Croatá - CE,2016,15 a 19 anos,35.0
2304236,Croatá - CE,2016,20 a 24 anos,43.0
2304236,Croatá - CE,2016,25 a 29 anos,42.0
2304236,Croatá - CE,2016,30 a 34 anos,29.0
2304236,Croatá - CE,2016,35 a 39 anos,24.0
2304236,Croatá - CE,2016,40 a 44 anos,10.0
2304236,Croatá - CE,2016,45 a 49 anos,2.0
2304236,Croatá - CE,2016,50 anos ou mais,
2304236,Croatá - CE,2016,Ignorada,
2304236,Croatá - CE,2017,Total,186.0
2304236,Croatá - CE,2017,Menos de 15 anos,1.0
2304236,Croatá - CE,2017,15 a 19 anos,39.0
2304236,Croatá - CE,2017,20 a 24 anos,39.0
2304236,Croatá - CE,2017,25 a 29 anos,44.0
2304236,Croatá - CE,2017,30 a 34 anos,34.0
2304236,Croatá - CE,2017,35 a 39 anos,24.0
2304236,Croatá - CE,2017,40 a 44 anos,5.0
2304236,Croatá - CE,2017,45 a 49 anos,
2304236,Croatá - CE,2017,50 anos ou mais,
2304236,Croatá - CE,2017,Ignorada,
2304236,Croatá - CE,2018,Total,219.0
2304236,Croatá - CE,2018,Menos de 15 anos,1.0
2304236,Croatá - CE,2018,15 a 19 anos,45.0
2304236,Croatá - CE,2018,20 a 24 anos,63.0
2304236,Croatá - CE,2018,25 a 29 anos,45.0
2304236,Croatá - CE,2018,30 a 34 anos,45.0
2304236,Croatá - CE,2018,35 a 39 anos,15.0
2304236,Croatá - CE,2018,40 a 44 anos,5.0
2304236,Croatá - CE,2018,45 a 49 anos,
2304236,Croatá - CE,2018,50 anos ou mais,
2304236,Croatá - CE,2018,Ignorada,
2304236,Croatá - CE,2019,Total,275.0
2304236,Croatá - CE,2019,Menos de 15 anos,2.0
2304236,Croatá - CE,2019,15 a 19 anos,47.0
2304236,Croatá - CE,2019,20 a 24 anos,58.0
2304236,Croatá - CE,2019,25 a 29 anos,55.0
2304236,Croatá - CE,2019,30 a 34 anos,63.0
2304236,Croatá - CE,2019,35 a 39 anos,34.0
2304236,Croatá - CE,2019,40 a 44 anos,13.0
2304236,Croatá - CE,2019,45 a 49 anos,3.0
2304236,Croatá - CE,2019,50 anos ou mais,
2304236,Croatá - CE,2019,Ignorada,
2304251,Cruz - CE,2014,Total,329.0
2304251,Cruz - CE,2014,Menos de 15 anos,1.0
2304251,Cruz - CE,2014,15 a 19 anos,66.0
2304251,Cruz - CE,2014,20 a 24 anos,92.0
2304251,Cruz - CE,2014,25 a 29 anos,76.0
2304251,Cruz - CE,2014,30 a 34 anos,54.0
2304251,Cruz - CE,2014,35 a 39 anos,30.0
2304251,Cruz - CE,2014,40 a 44 anos,9.0
2304251,Cruz - CE,2014,45 a 49 anos,1.0
2304251,Cruz - CE,2014,50 anos ou mais,
2304251,Cruz - CE,2014,Ignorada,
2304251,Cruz - CE,2015,Total,373.0
2304251,Cruz - CE,2015,Menos de 15 anos,4.0
2304251,Cruz - CE,2015,15 a 19 anos,56.0
2304251,Cruz - CE,2015,20 a 24 anos,95.0
2304251,Cruz - CE,2015,25 a 29 anos,92.0
2304251,Cruz - CE,2015,30 a 34 anos,85.0
2304251,Cruz - CE,2015,35 a 39 anos,33.0
2304251,Cruz - CE,2015,40 a 44 anos,8.0
2304251,Cruz - CE,2015,45 a 49 anos,
2304251,Cruz - CE,2015,50 anos ou mais,
2304251,Cruz - CE,2015,Ignorada,
2304251,Cruz - CE,2016,Total,399.0
2304251,Cruz - CE,2016,Menos de 15 anos,4.0
2304251,Cruz - CE,2016,15 a 19 anos,57.0
2304251,Cruz - CE,2016,20 a 24 anos,103.0
2304251,Cruz - CE,2016,25 a 29 anos,113.0
2304251,Cruz - CE,2016,30 a 34 anos,82.0
2304251,Cruz - CE,2016,35 a 39 anos,32.0
2304251,Cruz - CE,2016,40 a 44 anos,8.0
2304251,Cruz - CE,2016,45 a 49 anos,
2304251,Cruz - CE,2016,50 anos ou mais,
2304251,Cruz - CE,2016,Ignorada,
2304251,Cruz - CE,2017,Total,401.0
2304251,Cruz - CE,2017,Menos de 15 anos,3.0
2304251,Cruz - CE,2017,15 a 19 anos,59.0
2304251,Cruz - CE,2017,20 a 24 anos,109.0
2304251,Cruz - CE,2017,25 a 29 anos,110.0
2304251,Cruz - CE,2017,30 a 34 anos,68.0
2304251,Cruz - CE,2017,35 a 39 anos,46.0
2304251,Cruz - CE,2017,40 a 44 anos,6.0
2304251,Cruz - CE,2017,45 a 49 anos,
2304251,Cruz - CE,2017,50 anos ou mais,
2304251,Cruz - CE,2017,Ignorada,
2304251,Cruz - CE,2018,Total,464.0
2304251,Cruz - CE,2018,Menos de 15 anos,2.0
2304251,Cruz - CE,2018,15 a 19 anos,68.0
2304251,Cruz - CE,2018,20 a 24 anos,129.0
2304251,Cruz - CE,2018,25 a 29 anos,112.0
2304251,Cruz - CE,2018,30 a 34 anos,91.0
2304251,Cruz - CE,2018,35 a 39 anos,50.0
2304251,Cruz - CE,2018,40 a 44 anos,11.0
2304251,Cruz - CE,2018,45 a 49 anos,1.0
2304251,Cruz - CE,2018,50 anos ou mais,
2304251,Cruz - CE,2018,Ignorada,
2304251,Cruz - CE,2019,Total,476.0
2304251,Cruz - CE,2019,Menos de 15 anos,3.0
2304251,Cruz - CE,2019,15 a 19 anos,62.0
2304251,Cruz - CE,2019,20 a 24 anos,116.0
2304251,Cruz - CE,2019,25 a 29 anos,103.0
2304251,Cruz - CE,2019,30 a 34 anos,109.0
2304251,Cruz - CE,2019,35 a 39 anos,62.0
2304251,Cruz - CE,2019,40 a 44 anos,20.0
2304251,Cruz - CE,2019,45 a 49 anos,1.0
2304251,Cruz - CE,2019,50 anos ou mais,
2304251,Cruz - CE,2019,Ignorada,
2304269,Deputado Irapuan Pinheiro - CE,2014,Total,83.0
2304269,Deputado Irapuan Pinheiro - CE,2014,Menos de 15 anos,
2304269,Deputado Irapuan Pinheiro - CE,2014,15 a 19 anos,16.0
2304269,Deputado Irapuan Pinheiro - CE,2014,20 a 24 anos,19.0
2304269,Deputado Irapuan Pinheiro - CE,2014,25 a 29 anos,25.0
2304269,Deputado Irapuan Pinheiro - CE,2014,30 a 34 anos,15.0
2304269,Deputado Irapuan Pinheiro - CE,2014,35 a 39 anos,5.0
2304269,Deputado Irapuan Pinheiro - CE,2014,40 a 44 anos,3.0
2304269,Deputado Irapuan Pinheiro - CE,2014,45 a 49 anos,
2304269,Deputado Irapuan Pinheiro - CE,2014,50 anos ou mais,
2304269,Deputado Irapuan Pinheiro - CE,2014,Ignorada,
2304269,Deputado Irapuan Pinheiro - CE,2015,Total,88.0
2304269,Deputado Irapuan Pinheiro - CE,2015,Menos de 15 anos,4.0
2304269,Deputado Irapuan Pinheiro - CE,2015,15 a 19 anos,15.0
2304269,Deputado Irapuan Pinheiro - CE,2015,20 a 24 anos,26.0
2304269,Deputado Irapuan Pinheiro - CE,2015,25 a 29 anos,21.0
2304269,Deputado Irapuan Pinheiro - CE,2015,30 a 34 anos,11.0
2304269,Deputado Irapuan Pinheiro - CE,2015,35 a 39 anos,9.0
2304269,Deputado Irapuan Pinheiro - CE,2015,40 a 44 anos,2.0
2304269,Deputado Irapuan Pinheiro - CE,2015,45 a 49 anos,
2304269,Deputado Irapuan Pinheiro - CE,2015,50 anos ou mais,
2304269,Deputado Irapuan Pinheiro - CE,2015,Ignorada,
2304269,Deputado Irapuan Pinheiro - CE,2016,Total,76.0
2304269,Deputado Irapuan Pinheiro - CE,2016,Menos de 15 anos,1.0
2304269,Deputado Irapuan Pinheiro - CE,2016,15 a 19 anos,8.0
2304269,Deputado Irapuan Pinheiro - CE,2016,20 a 24 anos,21.0
2304269,Deputado Irapuan Pinheiro - CE,2016,25 a 29 anos,21.0
2304269,Deputado Irapuan Pinheiro - CE,2016,30 a 34 anos,13.0
2304269,Deputado Irapuan Pinheiro - CE,2016,35 a 39 anos,10.0
2304269,Deputado Irapuan Pinheiro - CE,2016,40 a 44 anos,2.0
2304269,Deputado Irapuan Pinheiro - CE,2016,45 a 49 anos,
2304269,Deputado Irapuan Pinheiro - CE,2016,50 anos ou mais,
2304269,Deputado Irapuan Pinheiro - CE,2016,Ignorada,
2304269,Deputado Irapuan Pinheiro - CE,2017,Total,85.0
2304269,Deputado Irapuan Pinheiro - CE,2017,Menos de 15 anos,
2304269,Deputado Irapuan Pinheiro - CE,2017,15 a 19 anos,16.0
2304269,Deputado Irapuan Pinheiro - CE,2017,20 a 24 anos,22.0
2304269,Deputado Irapuan Pinheiro - CE,2017,25 a 29 anos,17.0
2304269,Deputado Irapuan Pinheiro - CE,2017,30 a 34 anos,19.0
2304269,Deputado Irapuan Pinheiro - CE,2017,35 a 39 anos,10.0
2304269,Deputado Irapuan Pinheiro - CE,2017,40 a 44 anos,1.0
2304269,Deputado Irapuan Pinheiro - CE,2017,45 a 49 anos,
2304269,Deputado Irapuan Pinheiro - CE,2017,50 anos ou mais,
2304269,Deputado Irapuan Pinheiro - CE,2017,Ignorada,
2304269,Deputado Irapuan Pinheiro - CE,2018,Total,98.0
2304269,Deputado Irapuan Pinheiro - CE,2018,Menos de 15 anos,2.0
2304269,Deputado Irapuan Pinheiro - CE,2018,15 a 19 anos,13.0
2304269,Deputado Irapuan Pinheiro - CE,2018,20 a 24 anos,20.0
2304269,Deputado Irapuan Pinheiro - CE,2018,25 a 29 anos,23.0
2304269,Deputado Irapuan Pinheiro - CE,2018,30 a 34 anos,24.0
2304269,Deputado Irapuan Pinheiro - CE,2018,35 a 39 anos,13.0
2304269,Deputado Irapuan Pinheiro - CE,2018,40 a 44 anos,3.0
2304269,Deputado Irapuan Pinheiro - CE,2018,45 a 49 anos,
2304269,Deputado Irapuan Pinheiro - CE,2018,50 anos ou mais,
2304269,Deputado Irapuan Pinheiro - CE,2018,Ignorada,
2304269,Deputado Irapuan Pinheiro - CE,2019,Total,86.0
2304269,Deputado Irapuan Pinheiro - CE,2019,Menos de 15 anos,
2304269,Deputado Irapuan Pinheiro - CE,2019,15 a 19 anos,18.0
2304269,Deputado Irapuan Pinheiro - CE,2019,20 a 24 anos,15.0
2304269,Deputado Irapuan Pinheiro - CE,2019,25 a 29 anos,20.0
2304269,Deputado Irapuan Pinheiro - CE,2019,30 a 34 anos,21.0
2304269,Deputado Irapuan Pinheiro - CE,2019,35 a 39 anos,11.0
2304269,Deputado Irapuan Pinheiro - CE,2019,40 a 44 anos,1.0
2304269,Deputado Irapuan Pinheiro - CE,2019,45 a 49 anos,
2304269,Deputado Irapuan Pinheiro - CE,2019,50 anos ou mais,
2304269,Deputado Irapuan Pinheiro - CE,2019,Ignorada,
2304277,Ereré - CE,2014,Total,91.0
2304277,Ereré - CE,2014,Menos de 15 anos,
2304277,Ereré - CE,2014,15 a 19 anos,21.0
2304277,Ereré - CE,2014,20 a 24 anos,18.0
2304277,Ereré - CE,2014,25 a 29 anos,29.0
2304277,Ereré - CE,2014,30 a 34 anos,15.0
2304277,Ereré - CE,2014,35 a 39 anos,6.0
2304277,Ereré - CE,2014,40 a 44 anos,2.0
2304277,Ereré - CE,2014,45 a 49 anos,
2304277,Ereré - CE,2014,50 anos ou mais,
2304277,Ereré - CE,2014,Ignorada,
2304277,Ereré - CE,2015,Total,80.0
2304277,Ereré - CE,2015,Menos de 15 anos,
2304277,Ereré - CE,2015,15 a 19 anos,17.0
2304277,Ereré - CE,2015,20 a 24 anos,23.0
2304277,Ereré - CE,2015,25 a 29 anos,17.0
2304277,Ereré - CE,2015,30 a 34 anos,13.0
2304277,Ereré - CE,2015,35 a 39 anos,7.0
2304277,Ereré - CE,2015,40 a 44 anos,2.0
2304277,Ereré - CE,2015,45 a 49 anos,
2304277,Ereré - CE,2015,50 anos ou mais,1.0
2304277,Ereré - CE,2015,Ignorada,
2304277,Ereré - CE,2016,Total,76.0
2304277,Ereré - CE,2016,Menos de 15 anos,
2304277,Ereré - CE,2016,15 a 19 anos,11.0
2304277,Ereré - CE,2016,20 a 24 anos,20.0
2304277,Ereré - CE,2016,25 a 29 anos,25.0
2304277,Ereré - CE,2016,30 a 34 anos,13.0
2304277,Ereré - CE,2016,35 a 39 anos,7.0
2304277,Ereré - CE,2016,40 a 44 anos,
2304277,Ereré - CE,2016,45 a 49 anos,
2304277,Ereré - CE,2016,50 anos ou mais,
2304277,Ereré - CE,2016,Ignorada,
2304277,Ereré - CE,2017,Total,68.0
2304277,Ereré - CE,2017,Menos de 15 anos,
2304277,Ereré - CE,2017,15 a 19 anos,5.0
2304277,Ereré - CE,2017,20 a 24 anos,25.0
2304277,Ereré - CE,2017,25 a 29 anos,18.0
2304277,Ereré - CE,2017,30 a 34 anos,10.0
2304277,Ereré - CE,2017,35 a 39 anos,7.0
2304277,Ereré - CE,2017,40 a 44 anos,3.0
2304277,Ereré - CE,2017,45 a 49 anos,
2304277,Ereré - CE,2017,50 anos ou mais,
2304277,Ereré - CE,2017,Ignorada,
2304277,Ereré - CE,2018,Total,100.0
2304277,Ereré - CE,2018,Menos de 15 anos,1.0
2304277,Ereré - CE,2018,15 a 19 anos,16.0
2304277,Ereré - CE,2018,20 a 24 anos,13.0
2304277,Ereré - CE,2018,25 a 29 anos,30.0
2304277,Ereré - CE,2018,30 a 34 anos,24.0
2304277,Ereré - CE,2018,35 a 39 anos,11.0
2304277,Ereré - CE,2018,40 a 44 anos,4.0
2304277,Ereré - CE,2018,45 a 49 anos,
2304277,Ereré - CE,2018,50 anos ou mais,
2304277,Ereré - CE,2018,Ignorada,1.0
2304277,Ereré - CE,2019,Total,74.0
2304277,Ereré - CE,2019,Menos de 15 anos,1.0
2304277,Ereré - CE,2019,15 a 19 anos,12.0
2304277,Ereré - CE,2019,20 a 24 anos,15.0
2304277,Ereré - CE,2019,25 a 29 anos,23.0
2304277,Ereré - CE,2019,30 a 34 anos,18.0
2304277,Ereré - CE,2019,35 a 39 anos,3.0
2304277,Ereré - CE,2019,40 a 44 anos,2.0
2304277,Ereré - CE,2019,45 a 49 anos,
2304277,Ereré - CE,2019,50 anos ou mais,
2304277,Ereré - CE,2019,Ignorada,
2304285,Eusébio - CE,2014,Total,950.0
2304285,Eusébio - CE,2014,Menos de 15 anos,9.0
2304285,Eusébio - CE,2014,15 a 19 anos,165.0
2304285,Eusébio - CE,2014,20 a 24 anos,243.0
2304285,Eusébio - CE,2014,25 a 29 anos,241.0
2304285,Eusébio - CE,2014,30 a 34 anos,178.0
2304285,Eusébio - CE,2014,35 a 39 anos,92.0
2304285,Eusébio - CE,2014,40 a 44 anos,13.0
2304285,Eusébio - CE,2014,45 a 49 anos,4.0
2304285,Eusébio - CE,2014,50 anos ou mais,1.0
2304285,Eusébio - CE,2014,Ignorada,4.0
2304285,Eusébio - CE,2015,Total,1190.0
2304285,Eusébio - CE,2015,Menos de 15 anos,8.0
2304285,Eusébio - CE,2015,15 a 19 anos,214.0
2304285,Eusébio - CE,2015,20 a 24 anos,298.0
2304285,Eusébio - CE,2015,25 a 29 anos,307.0
2304285,Eusébio - CE,2015,30 a 34 anos,231.0
2304285,Eusébio - CE,2015,35 a 39 anos,111.0
2304285,Eusébio - CE,2015,40 a 44 anos,18.0
2304285,Eusébio - CE,2015,45 a 49 anos,2.0
2304285,Eusébio - CE,2015,50 anos ou mais,
2304285,Eusébio - CE,2015,Ignorada,1.0
2304285,Eusébio - CE,2016,Total,1207.0
2304285,Eusébio - CE,2016,Menos de 15 anos,7.0
2304285,Eusébio - CE,2016,15 a 19 anos,189.0
2304285,Eusébio - CE,2016,20 a 24 anos,319.0
2304285,Eusébio - CE,2016,25 a 29 anos,278.0
2304285,Eusébio - CE,2016,30 a 34 anos,267.0
2304285,Eusébio - CE,2016,35 a 39 anos,120.0
2304285,Eusébio - CE,2016,40 a 44 anos,24.0
2304285,Eusébio - CE,2016,45 a 49 anos,2.0
2304285,Eusébio - CE,2016,50 anos ou mais,
2304285,Eusébio - CE,2016,Ignorada,1.0
2304285,Eusébio - CE,2017,Total,1279.0
2304285,Eusébio - CE,2017,Menos de 15 anos,16.0
2304285,Eusébio - CE,2017,15 a 19 anos,193.0
2304285,Eusébio - CE,2017,20 a 24 anos,341.0
2304285,Eusébio - CE,2017,25 a 29 anos,304.0
2304285,Eusébio - CE,2017,30 a 34 anos,268.0
2304285,Eusébio - CE,2017,35 a 39 anos,127.0
2304285,Eusébio - CE,2017,40 a 44 anos,26.0
2304285,Eusébio - CE,2017,45 a 49 anos,2.0
2304285,Eusébio - CE,2017,50 anos ou mais,1.0
2304285,Eusébio - CE,2017,Ignorada,1.0
2304285,Eusébio - CE,2018,Total,1349.0
2304285,Eusébio - CE,2018,Menos de 15 anos,16.0
2304285,Eusébio - CE,2018,15 a 19 anos,171.0
2304285,Eusébio - CE,2018,20 a 24 anos,330.0
2304285,Eusébio - CE,2018,25 a 29 anos,302.0
2304285,Eusébio - CE,2018,30 a 34 anos,312.0
2304285,Eusébio - CE,2018,35 a 39 anos,179.0
2304285,Eusébio - CE,2018,40 a 44 anos,38.0
2304285,Eusébio - CE,2018,45 a 49 anos,1.0
2304285,Eusébio - CE,2018,50 anos ou mais,
2304285,Eusébio - CE,2018,Ignorada,
2304285,Eusébio - CE,2019,Total,1332.0
2304285,Eusébio - CE,2019,Menos de 15 anos,4.0
2304285,Eusébio - CE,2019,15 a 19 anos,152.0
2304285,Eusébio - CE,2019,20 a 24 anos,300.0
2304285,Eusébio - CE,2019,25 a 29 anos,343.0
2304285,Eusébio - CE,2019,30 a 34 anos,305.0
2304285,Eusébio - CE,2019,35 a 39 anos,191.0
2304285,Eusébio - CE,2019,40 a 44 anos,33.0
2304285,Eusébio - CE,2019,45 a 49 anos,2.0
2304285,Eusébio - CE,2019,50 anos ou mais,1.0
2304285,Eusébio - CE,2019,Ignorada,1.0
2304301,Farias Brito - CE,2014,Total,241.0
2304301,Farias Brito - CE,2014,Menos de 15 anos,3.0
2304301,Farias Brito - CE,2014,15 a 19 anos,52.0
2304301,Farias Brito - CE,2014,20 a 24 anos,65.0
2304301,Farias Brito - CE,2014,25 a 29 anos,66.0
2304301,Farias Brito - CE,2014,30 a 34 anos,33.0
2304301,Farias Brito - CE,2014,35 a 39 anos,17.0
2304301,Farias Brito - CE,2014,40 a 44 anos,4.0
2304301,Farias Brito - CE,2014,45 a 49 anos,1.0
2304301,Farias Brito - CE,2014,50 anos ou mais,
2304301,Farias Brito - CE,2014,Ignorada,
2304301,Farias Brito - CE,2015,Total,289.0
2304301,Farias Brito - CE,2015,Menos de 15 anos,1.0
2304301,Farias Brito - CE,2015,15 a 19 anos,50.0
2304301,Farias Brito - CE,2015,20 a 24 anos,82.0
2304301,Farias Brito - CE,2015,25 a 29 anos,67.0
2304301,Farias Brito - CE,2015,30 a 34 anos,60.0
2304301,Farias Brito - CE,2015,35 a 39 anos,19.0
2304301,Farias Brito - CE,2015,40 a 44 anos,10.0
2304301,Farias Brito - CE,2015,45 a 49 anos,
2304301,Farias Brito - CE,2015,50 anos ou mais,
2304301,Farias Brito - CE,2015,Ignorada,
2304301,Farias Brito - CE,2016,Total,206.0
2304301,Farias Brito - CE,2016,Menos de 15 anos,2.0
2304301,Farias Brito - CE,2016,15 a 19 anos,49.0
2304301,Farias Brito - CE,2016,20 a 24 anos,64.0
2304301,Farias Brito - CE,2016,25 a 29 anos,43.0
2304301,Farias Brito - CE,2016,30 a 34 anos,24.0
2304301,Farias Brito - CE,2016,35 a 39 anos,16.0
2304301,Farias Brito - CE,2016,40 a 44 anos,5.0
2304301,Farias Brito - CE,2016,45 a 49 anos,3.0
2304301,Farias Brito - CE,2016,50 anos ou mais,
2304301,Farias Brito - CE,2016,Ignorada,
2304301,Farias Brito - CE,2017,Total,258.0
2304301,Farias Brito - CE,2017,Menos de 15 anos,2.0
2304301,Farias Brito - CE,2017,15 a 19 anos,51.0
2304301,Farias Brito - CE,2017,20 a 24 anos,69.0
2304301,Farias Brito - CE,2017,25 a 29 anos,54.0
2304301,Farias Brito - CE,2017,30 a 34 anos,47.0
2304301,Farias Brito - CE,2017,35 a 39 anos,30.0
2304301,Farias Brito - CE,2017,40 a 44 anos,5.0
2304301,Farias Brito - CE,2017,45 a 49 anos,
2304301,Farias Brito - CE,2017,50 anos ou mais,
2304301,Farias Brito - CE,2017,Ignorada,
2304301,Farias Brito - CE,2018,Total,275.0
2304301,Farias Brito - CE,2018,Menos de 15 anos,1.0
2304301,Farias Brito - CE,2018,15 a 19 anos,43.0
2304301,Farias Brito - CE,2018,20 a 24 anos,73.0
2304301,Farias Brito - CE,2018,25 a 29 anos,66.0
2304301,Farias Brito - CE,2018,30 a 34 anos,60.0
2304301,Farias Brito - CE,2018,35 a 39 anos,26.0
2304301,Farias Brito - CE,2018,40 a 44 anos,6.0
2304301,Farias Brito - CE,2018,45 a 49 anos,
2304301,Farias Brito - CE,2018,50 anos ou mais,
2304301,Farias Brito - CE,2018,Ignorada,
2304301,Farias Brito - CE,2019,Total,259.0
2304301,Farias Brito - CE,2019,Menos de 15 anos,2.0
2304301,Farias Brito - CE,2019,15 a 19 anos,49.0
2304301,Farias Brito - CE,2019,20 a 24 anos,67.0
2304301,Farias Brito - CE,2019,25 a 29 anos,58.0
2304301,Farias Brito - CE,2019,30 a 34 anos,53.0
2304301,Farias Brito - CE,2019,35 a 39 anos,16.0
2304301,Farias Brito - CE,2019,40 a 44 anos,11.0
2304301,Farias Brito - CE,2019,45 a 49 anos,3.0
2304301,Farias Brito - CE,2019,50 anos ou mais,
2304301,Farias Brito - CE,2019,Ignorada,
2304350,Forquilha - CE,2014,Total,320.0
2304350,Forquilha - CE,2014,Menos de 15 anos,4.0
2304350,Forquilha - CE,2014,15 a 19 anos,55.0
2304350,Forquilha - CE,2014,20 a 24 anos,94.0
2304350,Forquilha - CE,2014,25 a 29 anos,87.0
2304350,Forquilha - CE,2014,30 a 34 anos,45.0
2304350,Forquilha - CE,2014,35 a 39 anos,24.0
2304350,Forquilha - CE,2014,40 a 44 anos,10.0
2304350,Forquilha - CE,2014,45 a 49 anos,1.0
2304350,Forquilha - CE,2014,50 anos ou mais,
2304350,Forquilha - CE,2014,Ignorada,
2304350,Forquilha - CE,2015,Total,331.0
2304350,Forquilha - CE,2015,Menos de 15 anos,4.0
2304350,Forquilha - CE,2015,15 a 19 anos,77.0
2304350,Forquilha - CE,2015,20 a 24 anos,74.0
2304350,Forquilha - CE,2015,25 a 29 anos,75.0
2304350,Forquilha - CE,2015,30 a 34 anos,60.0
2304350,Forquilha - CE,2015,35 a 39 anos,31.0
2304350,Forquilha - CE,2015,40 a 44 anos,9.0
2304350,Forquilha - CE,2015,45 a 49 anos,1.0
2304350,Forquilha - CE,2015,50 anos ou mais,
2304350,Forquilha - CE,2015,Ignorada,
2304350,Forquilha - CE,2016,Total,311.0
2304350,Forquilha - CE,2016,Menos de 15 anos,4.0
2304350,Forquilha - CE,2016,15 a 19 anos,42.0
2304350,Forquilha - CE,2016,20 a 24 anos,93.0
2304350,Forquilha - CE,2016,25 a 29 anos,86.0
2304350,Forquilha - CE,2016,30 a 34 anos,56.0
2304350,Forquilha - CE,2016,35 a 39 anos,27.0
2304350,Forquilha - CE,2016,40 a 44 anos,3.0
2304350,Forquilha - CE,2016,45 a 49 anos,
2304350,Forquilha - CE,2016,50 anos ou mais,
2304350,Forquilha - CE,2016,Ignorada,
2304350,Forquilha - CE,2017,Total,315.0
2304350,Forquilha - CE,2017,Menos de 15 anos,2.0
2304350,Forquilha - CE,2017,15 a 19 anos,62.0
2304350,Forquilha - CE,2017,20 a 24 anos,105.0
2304350,Forquilha - CE,2017,25 a 29 anos,61.0
2304350,Forquilha - CE,2017,30 a 34 anos,53.0
2304350,Forquilha - CE,2017,35 a 39 anos,28.0
2304350,Forquilha - CE,2017,40 a 44 anos,4.0
2304350,Forquilha - CE,2017,45 a 49 anos,
2304350,Forquilha - CE,2017,50 anos ou mais,
2304350,Forquilha - CE,2017,Ignorada,
2304350,Forquilha - CE,2018,Total,327.0
2304350,Forquilha - CE,2018,Menos de 15 anos,3.0
2304350,Forquilha - CE,2018,15 a 19 anos,52.0
2304350,Forquilha - CE,2018,20 a 24 anos,79.0
2304350,Forquilha - CE,2018,25 a 29 anos,73.0
2304350,Forquilha - CE,2018,30 a 34 anos,76.0
2304350,Forquilha - CE,2018,35 a 39 anos,35.0
2304350,Forquilha - CE,2018,40 a 44 anos,8.0
2304350,Forquilha - CE,2018,45 a 49 anos,1.0
2304350,Forquilha - CE,2018,50 anos ou mais,
2304350,Forquilha - CE,2018,Ignorada,
2304350,Forquilha - CE,2019,Total,323.0
2304350,Forquilha - CE,2019,Menos de 15 anos,2.0
2304350,Forquilha - CE,2019,15 a 19 anos,42.0
2304350,Forquilha - CE,2019,20 a 24 anos,77.0
2304350,Forquilha - CE,2019,25 a 29 anos,82.0
2304350,Forquilha - CE,2019,30 a 34 anos,75.0
2304350,Forquilha - CE,2019,35 a 39 anos,36.0
2304350,Forquilha - CE,2019,40 a 44 anos,7.0
2304350,Forquilha - CE,2019,45 a 49 anos,2.0
2304350,Forquilha - CE,2019,50 anos ou mais,
2304350,Forquilha - CE,2019,Ignorada,
2304400,Fortaleza - CE,2014,Total,37027.0
2304400,Fortaleza - CE,2014,Menos de 15 anos,272.0
2304400,Fortaleza - CE,2014,15 a 19 anos,5698.0
2304400,Fortaleza - CE,2014,20 a 24 anos,8705.0
2304400,Fortaleza - CE,2014,25 a 29 anos,9559.0
2304400,Fortaleza - CE,2014,30 a 34 anos,7757.0
2304400,Fortaleza - CE,2014,35 a 39 anos,3810.0
