NC;NN;D1C;D1N;D2C;D2N;D3C;D3N;D4C;D4N;D5C;D5N;D6C;D6N;D7C;D7N;D8C;D8N;MC;MN;V
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2014;2014;0;Total;0;Total;104539;Ignorado;5959;10 a 14 anos;0;Total;45;Pessoas;2
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2014;2014;0;Total;0;Total;104539;Ignorado;5966;15 a 19 anos;0;Total;45;Pessoas;10
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2014;2014;0;Total;0;Total;104539;Ignorado;5967;20 a 24 anos;0;Total;45;Pessoas;6
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2014;2014;0;Total;0;Total;104539;Ignorado;5968;25 a 29 anos;0;Total;45;Pessoas;7
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2014;2014;0;Total;0;Total;104539;Ignorado;5969;30 a 34 anos;0;Total;45;Pessoas;8
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2014;2014;0;Total;0;Total;104539;Ignorado;5970;35 a 39 anos;0;Total;45;Pessoas;6
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2014;2014;0;Total;0;Total;104539;Ignorado;5971;40 a 44 anos;0;Total;45;Pessoas;9
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2014;2014;0;Total;0;Total;104539;Ignorado;5972;45 a 49 anos;0;Total;45;Pessoas;8
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2014;2014;0;Total;0;Total;104539;Ignorado;5973;50 a 54 anos;0;Total;45;Pessoas;13
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2014;2014;0;Total;0;Total;104539;Ignorado;5974;55 a 59 anos;0;Total;45;Pessoas;8
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2014;2014;0;Total;0;Total;104539;Ignorado;5975;60 a 64 anos;0;Total;45;Pessoas;7
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2014;2014;0;Total;0;Total;104539;Ignorado;5976;65 a 69 anos;0;Total;45;Pessoas;18
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2014;2014;0;Total;0;Total;104539;Ignorado;5977;70 a 74 anos;0;Total;45;Pessoas;15
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2014;2014;0;Total;0;Total;104539;Ignorado;5978;75 a 79 anos;0;Total;45;Pessoas;23
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2014;2014;0;Total;0;Total;104539;Ignorado;5979;80 a 84 anos;0;Total;45;Pessoas;23
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2014;2014;0;Total;0;Total;104539;Ignorado;5980;85 anos ou mais;0;Total;45;Pessoas;41
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2014;2014;0;Total;0;Total;104539;Ignorado;5997;Idade ignorada;0;Total;45;Pessoas;75
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2015;2015;0;Total;0;Total;0;Total;0;Total;0;Total;45;Pessoas;1226594
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2015;2015;0;Total;0;Total;0;Total;5922;Menos de 1 ano;0;Total;45;Pessoas;31045
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2015;2015;0;Total;0;Total;0;Total;5948;1 a 4 anos;0;Total;45;Pessoas;5282
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2015;2015;0;Total;0;Total;0;Total;5953;5 a 9 anos;0;Total;45;Pessoas;3092
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2015;2015;0;Total;0;Total;0;Total;5959;10 a 14 anos;0;Total;45;Pessoas;4646
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2015;2015;0;Total;0;Total;0;Total;5966;15 a 19 anos;0;Total;45;Pessoas;19980
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2015;2015;0;Total;0;Total;0;Total;5967;20 a 24 anos;0;Total;45;Pessoas;25902
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2015;2015;0;Total;0;Total;0;Total;5968;25 a 29 anos;0;Total;45;Pessoas;25831
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2015;2015;0;Total;0;Total;0;Total;5969;30 a 34 anos;0;Total;45;Pessoas;28840
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2015;2015;0;Total;0;Total;0;Total;5970;35 a 39 anos;0;Total;45;Pessoas;32885
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2015;2015;0;Total;0;Total;0;Total;5971;40 a 44 anos;0;Total;45;Pessoas;38285
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2015;2015;0;Total;0;Total;0;Total;5972;45 a 49 anos;0;Total;45;Pessoas;50098
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2015;2015;0;Total;0;Total;0;Total;5973;50 a 54 anos;0;Total;45;Pessoas;66774
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2015;2015;0;Total;0;Total;0;Total;5974;55 a 59 anos;0;Total;45;Pessoas;82389
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2015;2015;0;Total;0;Total;0;Total;5975;60 a 64 anos;0;Total;45;Pessoas;96835
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2015;2015;0;Total;0;Total;0;Total;5976;65 a 69 anos;0;Total;45;Pessoas;109026
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2015;2015;0;Total;0;Total;0;Total;5977;70 a 74 anos;0;Total;45;Pessoas;117272
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2015;2015;0;Total;0;Total;0;Total;5978;75 a 79 anos;0;Total;45;Pessoas;133379
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2015;2015;0;Total;0;Total;0;Total;5979;80 a 84 anos;0;Total;45;Pessoas;130781
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2015;2015;0;Total;0;Total;0;Total;5980;85 anos ou mais;0;Total;45;Pessoas;221814
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2015;2015;0;Total;0;Total;0;Total;5997;Idade ignorada;0;Total;45;Pessoas;2438
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2015;2015;0;Total;0;Total;4;Homens;0;Total;0;Total;45;Pessoas;687609
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2015;2015;0;Total;0;Total;4;Homens;5922;Menos de 1 ano;0;Total;45;Pessoas;17214
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2015;2015;0;Total;0;Total;4;Homens;5948;1 a 4 anos;0;Total;45;Pessoas;2878
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2015;2015;0;Total;0;Total;4;Homens;5953;5 a 9 anos;0;Total;45;Pessoas;1707
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2015;2015;0;Total;0;Total;4;Homens;5959;10 a 14 anos;0;Total;45;Pessoas;2896
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2015;2015;0;Total;0;Total;4;Homens;5966;15 a 19 anos;0;Total;45;Pessoas;16292
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2015;2015;0;Total;0;Total;4;Homens;5967;20 a 24 anos;0;Total;45;Pessoas;21421
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2015;2015;0;Total;0;Total;4;Homens;5968;25 a 29 anos;0;Total;45;Pessoas;20364
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2015;2015;0;Total;0;Total;4;Homens;5969;30 a 34 anos;0;Total;45;Pessoas;21229
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2015;2015;0;Total;0;Total;4;Homens;5970;35 a 39 anos;0;Total;45;Pessoas;22642
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2015;2015;0;Total;0;Total;4;Homens;5971;40 a 44 anos;0;Total;45;Pessoas;25339
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2015;2015;0;Total;0;Total;4;Homens;5972;45 a 49 anos;0;Total;45;Pessoas;32344
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2015;2015;0;Total;0;Total;4;Homens;5973;50 a 54 anos;0;Total;45;Pessoas;42246
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2015;2015;0;Total;0;Total;4;Homens;5974;55 a 59 anos;0;Total;45;Pessoas;51085
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2015;2015;0;Total;0;Total;4;Homens;5975;60 a 64 anos;0;Total;45;Pessoas;58797
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2015;2015;0;Total;0;Total;4;Homens;5976;65 a 69 anos;0;Total;45;Pessoas;64013
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2015;2015;0;Total;0;Total;4;Homens;5977;70 a 74 anos;0;Total;45;Pessoas;65759
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2015;2015;0;Total;0;Total;4;Homens;5978;75 a 79 anos;0;Total;45;Pessoas;69778
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2015;2015;0;Total;0;Total;4;Homens;5979;80 a 84 anos;0;Total;45;Pessoas;62298
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2015;2015;0;Total;0;Total;4;Homens;5980;85 anos ou mais;0;Total;45;Pessoas;87536
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2015;2015;0;Total;0;Total;4;Homens;5997;Idade ignorada;0;Total;45;Pessoas;1771
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2015;2015;0;Total;0;Total;5;Mulheres;0;Total;0;Total;45;Pessoas;538709
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2015;2015;0;Total;0;Total;5;Mulheres;5922;Menos de 1 ano;0;Total;45;Pessoas;13756
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2015;2015;0;Total;0;Total;5;Mulheres;5948;1 a 4 anos;0;Total;45;Pessoas;2402
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2015;2015;0;Total;0;Total;5;Mulheres;5953;5 a 9 anos;0;Total;45;Pessoas;1384
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2015;2015;0;Total;0;Total;5;Mulheres;5959;10 a 14 anos;0;Total;45;Pessoas;1748
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2015;2015;0;Total;0;Total;5;Mulheres;5966;15 a 19 anos;0;Total;45;Pessoas;3685
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2015;2015;0;Total;0;Total;5;Mulheres;5967;20 a 24 anos;0;Total;45;Pessoas;4475
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2015;2015;0;Total;0;Total;5;Mulheres;5968;25 a 29 anos;0;Total;45;Pessoas;5463
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2015;2015;0;Total;0;Total;5;Mulheres;5969;30 a 34 anos;0;Total;45;Pessoas;7607
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2015;2015;0;Total;0;Total;5;Mulheres;5970;35 a 39 anos;0;Total;45;Pessoas;10238
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2015;2015;0;Total;0;Total;5;Mulheres;5971;40 a 44 anos;0;Total;45;Pessoas;12943
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2015;2015;0;Total;0;Total;5;Mulheres;5972;45 a 49 anos;0;Total;45;Pessoas;17746
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2015;2015;0;Total;0;Total;5;Mulheres;5973;50 a 54 anos;0;Total;45;Pessoas;24520
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2015;2015;0;Total;0;Total;5;Mulheres;5974;55 a 59 anos;0;Total;45;Pessoas;31297
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2015;2015;0;Total;0;Total;5;Mulheres;5975;60 a 64 anos;0;Total;45;Pessoas;38031
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2015;2015;0;Total;0;Total;5;Mulheres;5976;65 a 69 anos;0;Total;45;Pessoas;45001
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2015;2015;0;Total;0;Total;5;Mulheres;5977;70 a 74 anos;0;Total;45;Pessoas;51506
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2015;2015;0;Total;0;Total;5;Mulheres;5978;75 a 79 anos;0;Total;45;Pessoas;63590
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2015;2015;0;Total;0;Total;5;Mulheres;5979;80 a 84 anos;0;Total;45;Pessoas;68476
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2015;2015;0;Total;0;Total;5;Mulheres;5980;85 anos ou mais;0;Total;45;Pessoas;134257
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2015;2015;0;Total;0;Total;5;Mulheres;5997;Idade ignorada;0;Total;45;Pessoas;584
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2015;2015;0;Total;0;Total;104539;Ignorado;0;Total;0;Total;45;Pessoas;276
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2015;2015;0;Total;0;Total;104539;Ignorado;5922;Menos de 1 ano;0;Total;45;Pessoas;75
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2015;2015;0;Total;0;Total;104539;Ignorado;5948;1 a 4 anos;0;Total;45;Pessoas;2
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2015;2015;0;Total;0;Total;104539;Ignorado;5953;5 a 9 anos;0;Total;45;Pessoas;1
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2015;2015;0;Total;0;Total;104539;Ignorado;5959;10 a 14 anos;0;Total;45;Pessoas;2
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2015;2015;0;Total;0;Total;104539;Ignorado;5966;15 a 19 anos;0;Total;45;Pessoas;3
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2015;2015;0;Total;0;Total;104539;Ignorado;5967;20 a 24 anos;0;Total;45;Pessoas;6
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2015;2015;0;Total;0;Total;104539;Ignorado;5968;25 a 29 anos;0;Total;45;Pessoas;4
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2015;2015;0;Total;0;Total;104539;Ignorado;5969;30 a 34 anos;0;Total;45;Pessoas;4
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2015;2015;0;Total;0;Total;104539;Ignorado;5970;35 a 39 anos;0;Total;45;Pessoas;5
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2015;2015;0;Total;0;Total;104539;Ignorado;5971;40 a 44 anos;0;Total;45;Pessoas;3
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2015;2015;0;Total;0;Total;104539;Ignorado;5972;45 a 49 anos;0;Total;45;Pessoas;8
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2015;2015;0;Total;0;Total;104539;Ignorado;5973;50 a 54 anos;0;Total;45;Pessoas;8
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2015;2015;0;Total;0;Total;104539;Ignorado;5974;55 a 59 anos;0;Total;45;Pessoas;7
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2015;2015;0;Total;0;Total;104539;Ignorado;5975;60 a 64 anos;0;Total;45;Pessoas;7
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2015;2015;0;Total;0;Total;104539;Ignorado;5976;65 a 69 anos;0;Total;45;Pessoas;12
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2015;2015;0;Total;0;Total;104539;Ignorado;5977;70 a 74 anos;0;Total;45;Pessoas;7
1;Brasil;1;Brasil;343;Número de óbitos ocorridos no ano;2015;2015;0;Total;0;Total;104539;Ignorado;5978;75 a 79 anos;0;Total;45;Pessoas;11
