NC;NN;D1C;D1N;D2C;D2N;D3C;D3N;D4C;D4N;D5C;D5N;D6C;D6N;MC;MN;V
Nível Territorial (Código);Nível Territorial;Brasil, Unidade da Federação e Município (Código);Brasil, Unidade da Federação e Município;Variável (Código);Variável;Ano (Código);Ano;Sexo (Código);Sexo;Idade (Código);Idade;Forma de declaração da idade (Código);Forma de declaração da idade;Unidade de Medida (Código);Unidade de Medida;Valor
6;Município;2302305;Bela Cruz - CE;93;População residente;2022;2022;5;Mulheres;93095;60 a 64 anos;113635;Total;45;Pessoas;662
6;Município;2302305;Bela Cruz - CE;93;População residente;2022;2022;5;Mulheres;93096;65 a 69 anos;113635;Total;45;Pessoas;515
6;Município;2302305;Bela Cruz - CE;93;População residente;2022;2022;5;Mulheres;93097;70 a 74 anos;113635;Total;45;Pessoas;499
6;Município;2302305;Bela Cruz - CE;93;População residente;2022;2022;5;Mulheres;93098;75 a 79 anos;113635;Total;45;Pessoas;322
6;Município;2302305;Bela Cruz - CE;93;População residente;2022;2022;5;Mulheres;49108;80 a 84 anos;113635;Total;45;Pessoas;220
6;Município;2302305;Bela Cruz - CE;93;População residente;2022;2022;5;Mulheres;49109;85 a 89 anos;113635;Total;45;Pessoas;105
6;Município;2302305;Bela Cruz - CE;93;População residente;2022;2022;5;Mulheres;60040;90 a 94 anos;113635;Total;45;Pessoas;50
6;Município;2302305;Bela Cruz - CE;93;População residente;2022;2022;5;Mulheres;60041;95 a 99 anos;113635;Total;45;Pessoas;17
6;Município;2302305;Bela Cruz - CE;93;População residente;2022;2022;5;Mulheres;6653;100 anos ou mais;113635;Total;45;Pessoas;3
6;Município;2302404;Boa Viagem - CE;93;População residente;2022;2022;6794;Total;100362;Total;113635;Total;45;Pessoas;50411
6;Município;2302404;Boa Viagem - CE;93;População residente;2022;2022;6794;Total;93070;0 a 4 anos;113635;Total;45;Pessoas;3414
6;Município;2302404;Boa Viagem - CE;93;População residente;2022;2022;6794;Total;93084;5 a 9 anos;113635;Total;45;Pessoas;3365
6;Município;2302404;Boa Viagem - CE;93;População residente;2022;2022;6794;Total;93085;10 a 14 anos;113635;Total;45;Pessoas;3677
6;Município;2302404;Boa Viagem - CE;93;População residente;2022;2022;6794;Total;93086;15 a 19 anos;113635;Total;45;Pessoas;4047
6;Município;2302404;Boa Viagem - CE;93;População residente;2022;2022;6794;Total;93087;20 a 24 anos;113635;Total;45;Pessoas;3846
6;Município;2302404;Boa Viagem - CE;93;População residente;2022;2022;6794;Total;93088;25 a 29 anos;113635;Total;45;Pessoas;3843
6;Município;2302404;Boa Viagem - CE;93;População residente;2022;2022;6794;Total;93089;30 a 34 anos;113635;Total;45;Pessoas;3503
6;Município;2302404;Boa Viagem - CE;93;População residente;2022;2022;6794;Total;93090;35 a 39 anos;113635;Total;45;Pessoas;3393
6;Município;2302404;Boa Viagem - CE;93;População residente;2022;2022;6794;Total;93091;40 a 44 anos;113635;Total;45;Pessoas;3226
6;Município;2302404;Boa Viagem - CE;93;População residente;2022;2022;6794;Total;93092;45 a 49 anos;113635;Total;45;Pessoas;3116
6;Município;2302404;Boa Viagem - CE;93;População residente;2022;2022;6794;Total;93093;50 a 54 anos;113635;Total;45;Pessoas;2998
6;Município;2302404;Boa Viagem - CE;93;População residente;2022;2022;6794;Total;93094;55 a 59 anos;113635;Total;45;Pessoas;2861
6;Município;2302404;Boa Viagem - CE;93;População residente;2022;2022;6794;Total;93095;60 a 64 anos;113635;Total;45;Pessoas;2341
6;Município;2302404;Boa Viagem - CE;93;População residente;2022;2022;6794;Total;93096;65 a 69 anos;113635;Total;45;Pessoas;2044
6;Município;2302404;Boa Viagem - CE;93;População residente;2022;2022;6794;Total;93097;70 a 74 anos;113635;Total;45;Pessoas;1732
6;Município;2302404;Boa Viagem - CE;93;População residente;2022;2022;6794;Total;93098;75 a 79 anos;113635;Total;45;Pessoas;1244
6;Município;2302404;Boa Viagem - CE;93;População residente;2022;2022;6794;Total;49108;80 a 84 anos;113635;Total;45;Pessoas;927
6;Município;2302404;Boa Viagem - CE;93;População residente;2022;2022;6794;Total;49109;85 a 89 anos;113635;Total;45;Pessoas;520
6;Município;2302404;Boa Viagem - CE;93;População residente;2022;2022;6794;Total;60040;90 a 94 anos;113635;Total;45;Pessoas;211
6;Município;2302404;Boa Viagem - CE;93;População residente;2022;2022;6794;Total;60041;95 a 99 anos;113635;Total;45;Pessoas;92
6;Município;2302404;Boa Viagem - CE;93;População residente;2022;2022;6794;Total;6653;100 anos ou mais;113635;Total;45;Pessoas;11
6;Município;2302404;Boa Viagem - CE;93;População residente;2022;2022;4;Homens;100362;Total;113635;Total;45;Pessoas;25022
6;Município;2302404;Boa Viagem - CE;93;População residente;2022;2022;4;Homens;93070;0 a 4 anos;113635;Total;45;Pessoas;1709
6;Município;2302404;Boa Viagem - CE;93;População residente;2022;2022;4;Homens;93084;5 a 9 anos;113635;Total;45;Pessoas;1693
6;Município;2302404;Boa Viagem - CE;93;População residente;2022;2022;4;Homens;93085;10 a 14 anos;113635;Total;45;Pessoas;1883
6;Município;2302404;Boa Viagem - CE;93;População residente;2022;2022;4;Homens;93086;15 a 19 anos;113635;Total;45;Pessoas;2079
6;Município;2302404;Boa Viagem - CE;93;População residente;2022;2022;4;Homens;93087;20 a 24 anos;113635;Total;45;Pessoas;1918
6;Município;2302404;Boa Viagem - CE;93;População residente;2022;2022;4;Homens;93088;25 a 29 anos;113635;Total;45;Pessoas;1886
6;Município;2302404;Boa Viagem - CE;93;População residente;2022;2022;4;Homens;93089;30 a 34 anos;113635;Total;45;Pessoas;1721
6;Município;2302404;Boa Viagem - CE;93;População residente;2022;2022;4;Homens;93090;35 a 39 anos;113635;Total;45;Pessoas;1649
6;Município;2302404;Boa Viagem - CE;93;População residente;2022;2022;4;Homens;93091;40 a 44 anos;113635;Total;45;Pessoas;1609
6;Município;2302404;Boa Viagem - CE;93;População residente;2022;2022;4;Homens;93092;45 a 49 anos;113635;Total;45;Pessoas;1538
6;Município;2302404;Boa Viagem - CE;93;População residente;2022;2022;4;Homens;93093;50 a 54 anos;113635;Total;45;Pessoas;1459
6;Município;2302404;Boa Viagem - CE;93;População residente;2022;2022;4;Homens;93094;55 a 59 anos;113635;Total;45;Pessoas;1440
6;Município;2302404;Boa Viagem - CE;93;População residente;2022;2022;4;Homens;93095;60 a 64 anos;113635;Total;45;Pessoas;1163
6;Município;2302404;Boa Viagem - CE;93;População residente;2022;2022;4;Homens;93096;65 a 69 anos;113635;Total;45;Pessoas;995
6;Município;2302404;Boa Viagem - CE;93;População residente;2022;2022;4;Homens;93097;70 a 74 anos;113635;Total;45;Pessoas;829
6;Município;2302404;Boa Viagem - CE;93;População residente;2022;2022;4;Homens;93098;75 a 79 anos;113635;Total;45;Pessoas;600
6;Município;2302404;Boa Viagem - CE;93;População residente;2022;2022;4;Homens;49108;80 a 84 anos;113635;Total;45;Pessoas;465
6;Município;2302404;Boa Viagem - CE;93;População residente;2022;2022;4;Homens;49109;85 a 89 anos;113635;Total;45;Pessoas;235
6;Município;2302404;Boa Viagem - CE;93;População residente;2022;2022;4;Homens;60040;90 a 94 anos;113635;Total;45;Pessoas;107
6;Município;2302404;Boa Viagem - CE;93;População residente;2022;2022;4;Homens;60041;95 a 99 anos;113635;Total;45;Pessoas;37
6;Município;2302404;Boa Viagem - CE;93;População residente;2022;2022;4;Homens;6653;100 anos ou mais;113635;Total;45;Pessoas;7
6;Município;2302404;Boa Viagem - CE;93;População residente;2022;2022;5;Mulheres;100362;Total;113635;Total;45;Pessoas;25389
6;Município;2302404;Boa Viagem - CE;93;População residente;2022;2022;5;Mulheres;93070;0 a 4 anos;113635;Total;45;Pessoas;1705
6;Município;2302404;Boa Viagem - CE;93;População residente;2022;2022;5;Mulheres;93084;5 a 9 anos;113635;Total;45;Pessoas;1672
6;Município;2302404;Boa Viagem - CE;93;População residente;2022;2022;5;Mulheres;93085;10 a 14 anos;113635;Total;45;Pessoas;1794
6;Município;2302404;Boa Viagem - CE;93;População residente;2022;2022;5;Mulheres;93086;15 a 19 anos;113635;Total;45;Pessoas;1968
6;Município;2302404;Boa Viagem - CE;93;População residente;2022;2022;5;Mulheres;93087;20 a 24 anos;113635;Total;45;Pessoas;1928
6;Município;2302404;Boa Viagem - CE;93;População residente;2022;2022;5;Mulheres;93088;25 a 29 anos;113635;Total;45;Pessoas;1957
6;Município;2302404;Boa Viagem - CE;93;População residente;2022;2022;5;Mulheres;93089;30 a 34 anos;113635;Total;45;Pessoas;1782
6;Município;2302404;Boa Viagem - CE;93;População residente;2022;2022;5;Mulheres;93090;35 a 39 anos;113635;Total;45;Pessoas;1744
6;Município;2302404;Boa Viagem - CE;93;População residente;2022;2022;5;Mulheres;93091;40 a 44 anos;113635;Total;45;Pessoas;1617
6;Município;2302404;Boa Viagem - CE;93;População residente;2022;2022;5;Mulheres;93092;45 a 49 anos;113635;Total;45;Pessoas;1578
6;Município;2302404;Boa Viagem - CE;93;População residente;2022;2022;5;Mulheres;93093;50 a 54 anos;113635;Total;45;Pessoas;1539
6;Município;2302404;Boa Viagem - CE;93;População residente;2022;2022;5;Mulheres;93094;55 a 59 anos;113635;Total;45;Pessoas;1421
6;Município;2302404;Boa Viagem - CE;93;População residente;2022;2022;5;Mulheres;93095;60 a 64 anos;113635;Total;45;Pessoas;1178
6;Município;2302404;Boa Viagem - CE;93;População residente;2022;2022;5;Mulheres;93096;65 a 69 anos;113635;Total;45;Pessoas;1049
6;Município;2302404;Boa Viagem - CE;93;População residente;2022;2022;5;Mulheres;93097;70 a 74 anos;113635;Total;45;Pessoas;903
6;Município;2302404;Boa Viagem - CE;93;População residente;2022;2022;5;Mulheres;93098;75 a 79 anos;113635;Total;45;Pessoas;644
6;Município;2302404;Boa Viagem - CE;93;População residente;2022;2022;5;Mulheres;49108;80 a 84 anos;113635;Total;45;Pessoas;462
6;Município;2302404;Boa Viagem - CE;93;População residente;2022;2022;5;Mulheres;49109;85 a 89 anos;113635;Total;45;Pessoas;285
6;Município;2302404;Boa Viagem - CE;93;População residente;2022;2022;5;Mulheres;60040;90 a 94 anos;113635;Total;45;Pessoas;104
6;Município;2302404;Boa Viagem - CE;93;População residente;2022;2022;5;Mulheres;60041;95 a 99 anos;113635;Total;45;Pessoas;55
6;Município;2302404;Boa Viagem - CE;93;População residente;2022;2022;5;Mulheres;6653;100 anos ou mais;113635;Total;45;Pessoas;4
6;Município;2302503;Brejo Santo - CE;93;População residente;2022;2022;6794;Total;100362;Total;113635;Total;45;Pessoas;51090
6;Município;2302503;Brejo Santo - CE;93;População residente;2022;2022;6794;Total;93070;0 a 4 anos;113635;Total;45;Pessoas;3373
6;Município;2302503;Brejo Santo - CE;93;População residente;2022;2022;6794;Total;93084;5 a 9 anos;113635;Total;45;Pessoas;3305
6;Município;2302503;Brejo Santo - CE;93;População residente;2022;2022;6794;Total;93085;10 a 14 anos;113635;Total;45;Pessoas;3285
6;Município;2302503;Brejo Santo - CE;93;População residente;2022;2022;6794;Total;93086;15 a 19 anos;113635;Total;45;Pessoas;3431
6;Município;2302503;Brejo Santo - CE;93;População residente;2022;2022;6794;Total;93087;20 a 24 anos;113635;Total;45;Pessoas;4512
6;Município;2302503;Brejo Santo - CE;93;População residente;2022;2022;6794;Total;93088;25 a 29 anos;113635;Total;45;Pessoas;4165
6;Município;2302503;Brejo Santo - CE;93;População residente;2022;2022;6794;Total;93089;30 a 34 anos;113635;Total;45;Pessoas;4527
6;Município;2302503;Brejo Santo - CE;93;População residente;2022;2022;6794;Total;93090;35 a 39 anos;113635;Total;45;Pessoas;4369
6;Município;2302503;Brejo Santo - CE;93;População residente;2022;2022;6794;Total;93091;40 a 44 anos;113635;Total;45;Pessoas;4125
6;Município;2302503;Brejo Santo - CE;93;População residente;2022;2022;6794;Total;93092;45 a 49 anos;113635;Total;45;Pessoas;3498
6;Município;2302503;Brejo Santo - CE;93;População residente;2022;2022;6794;Total;93093;50 a 54 anos;113635;Total;45;Pessoas;2659
6;Município;2302503;Brejo Santo - CE;93;População residente;2022;2022;6794;Total;93094;55 a 59 anos;113635;Total;45;Pessoas;2407
6;Município;2302503;Brejo Santo - CE;93;População residente;2022;2022;6794;Total;93095;60 a 64 anos;113635;Total;45;Pessoas;2102
6;Município;2302503;Brejo Santo - CE;93;População residente;2022;2022;6794;Total;93096;65 a 69 anos;113635;Total;45;Pessoas;1604
6;Município;2302503;Brejo Santo - CE;93;População residente;2022;2022;6794;Total;93097;70 a 74 anos;113635;Total;45;Pessoas;1439
6;Município;2302503;Brejo Santo - CE;93;População residente;2022;2022;6794;Total;93098;75 a 79 anos;113635;Total;45;Pessoas;967
6;Município;2302503;Brejo Santo - CE;93;População residente;2022;2022;6794;Total;49108;80 a 84 anos;113635;Total;45;Pessoas;741
6;Município;2302503;Brejo Santo - CE;93;População residente;2022;2022;6794;Total;49109;85 a 89 anos;113635;Total;45;Pessoas;377
6;Município;2302503;Brejo Santo - CE;93;População residente;2022;2022;6794;Total;60040;90 a 94 anos;113635;Total;45;Pessoas;142
6;Município;2302503;Brejo Santo - CE;93;População residente;2022;2022;6794;Total;60041;95 a 99 anos;113635;Total;45;Pessoas;46
6;Município;2302503;Brejo Santo - CE;93;População residente;2022;2022;6794;Total;6653;100 anos ou mais;113635;Total;45;Pessoas;16
6;Município;2302503;Brejo Santo - CE;93;População residente;2022;2022;4;Homens;100362;Total;113635;Total;45;Pessoas;24794
6;Município;2302503;Brejo Santo - CE;93;População residente;2022;2022;4;Homens;93070;0 a 4 anos;113635;Total;45;Pessoas;1681
6;Município;2302503;Brejo Santo - CE;93;População residente;2022;2022;4;Homens;93084;5 a 9 anos;113635;Total;45;Pessoas;1684
6;Município;2302503;Brejo Santo - CE;93;População residente;2022;2022;4;Homens;93085;10 a 14 anos;113635;Total;45;Pessoas;1684
6;Município;2302503;Brejo Santo - CE;93;População residente;2022;2022;4;Homens;93086;15 a 19 anos;113635;Total;45;Pessoas;1698
6;Município;2302503;Brejo Santo - CE;93;População residente;2022;2022;4;Homens;93087;20 a 24 anos;113635;Total;45;Pessoas;2302
6;Município;2302503;Brejo Santo - CE;93;População residente;2022;2022;4;Homens;93088;25 a 29 anos;113635;Total;45;Pessoas;2048
6;Município;2302503;Brejo Santo - CE;93;População residente;2022;2022;4;Homens;93089;30 a 34 anos;113635;Total;45;Pessoas;2232
6;Município;2302503;Brejo Santo - CE;93;População residente;2022;2022;4;Homens;93090;35 a 39 anos;113635;Total;45;Pessoas;2158
6;Município;2302503;Brejo Santo - CE;93;População residente;2022;2022;4;Homens;93091;40 a 44 anos;113635;Total;45;Pessoas;1948
6;Município;2302503;Brejo Santo - CE;93;População residente;2022;2022;4;Homens;93092;45 a 49 anos;113635;Total;45;Pessoas;1673
6;Município;2302503;Brejo Santo - CE;93;População residente;2022;2022;4;Homens;93093;50 a 54 anos;113635;Total;45;Pessoas;1273
6;Município;2302503;Brejo Santo - CE;93;População residente;2022;2022;4;Homens;93094;55 a 59 anos;113635;Total;45;Pessoas;1081
6;Município;2302503;Brejo Santo - CE;93;População residente;2022;2022;4;Homens;93095;60 a 64 anos;113635;Total;45;Pessoas;945
6;Município;2302503;Brejo Santo - CE;93;População residente;2022;2022;4;Homens;93096;65 a 69 anos;113635;Total;45;Pessoas;720
6;Município;2302503;Brejo Santo - CE;93;População residente;2022;2022;4;Homens;93097;70 a 74 anos;113635;Total;45;Pessoas;664
6;Município;2302503;Brejo Santo - CE;93;População residente;2022;2022;4;Homens;93098;75 a 79 anos;113635;Total;45;Pessoas;431
6;Município;2302503;Brejo Santo - CE;93;População residente;2022;2022;4;Homens;49108;80 a 84 anos;113635;Total;45;Pessoas;330
6;Município;2302503;Brejo Santo - CE;93;População residente;2022;2022;4;Homens;49109;85 a 89 anos;113635;Total;45;Pessoas;161
6;Município;2302503;Brejo Santo - CE;93;População residente;2022;2022;4;Homens;60040;90 a 94 anos;113635;Total;45;Pessoas;57
6;Município;2302503;Brejo Santo - CE;93;População residente;2022;2022;4;Homens;60041;95 a 99 anos;113635;Total;45;Pessoas;21
6;Município;2302503;Brejo Santo - CE;93;População residente;2022;2022;4;Homens;6653;100 anos ou mais;113635;Total;45;Pessoas;3
6;Município;2302503;Brejo Santo - CE;93;População residente;2022;2022;5;Mulheres;100362;Total;113635;Total;45;Pessoas;26296
6;Município;2302503;Brejo Santo - CE;93;População residente;2022;2022;5;Mulheres;93070;0 a 4 anos;113635;Total;45;Pessoas;1692
6;Município;2302503;Brejo Santo - CE;93;População residente;2022;2022;5;Mulheres;93084;5 a 9 anos;113635;Total;45;Pessoas;1621
6;Município;2302503;Brejo Santo - CE;93;População residente;2022;2022;5;Mulheres;93085;10 a 14 anos;113635;Total;45;Pessoas;1601
6;Município;2302503;Brejo Santo - CE;93;População residente;2022;2022;5;Mulheres;93086;15 a 19 anos;113635;Total;45;Pessoas;1733
6;Município;2302503;Brejo Santo - CE;93;População residente;2022;2022;5;Mulheres;93087;20 a 24 anos;113635;Total;45;Pessoas;2210
6;Município;2302503;Brejo Santo - CE;93;População residente;2022;2022;5;Mulheres;93088;25 a 29 anos;113635;Total;45;Pessoas;2117
6;Município;2302503;Brejo Santo - CE;93;População residente;2022;2022;5;Mulheres;93089;30 a 34 anos;113635;Total;45;Pessoas;2295
6;Município;2302503;Brejo Santo - CE;93;População residente;2022;2022;5;Mulheres;93090;35 a 39 anos;113635;Total;45;Pessoas;2211
6;Município;2302503;Brejo Santo - CE;93;População residente;2022;2022;5;Mulheres;93091;40 a 44 anos;113635;Total;45;Pessoas;2177
6;Município;2302503;Brejo Santo - CE;93;População residente;2022;2022;5;Mulheres;93092;45 a 49 anos;113635;Total;45;Pessoas;1825
6;Município;2302503;Brejo Santo - CE;93;População residente;2022;2022;5;Mulheres;93093;50 a 54 anos;113635;Total;45;Pessoas;1386
6;Município;2302503;Brejo Santo - CE;93;População residente;2022;2022;5;Mulheres;93094;55 a 59 anos;113635;Total;45;Pessoas;1326
6;Município;2302503;Brejo Santo - CE;93;População residente;2022;2022;5;Mulheres;93095;60 a 64 anos;113635;Total;45;Pessoas;1157
6;Município;2302503;Brejo Santo - CE;93;População residente;2022;2022;5;Mulheres;93096;65 a 69 anos;113635;Total;45;Pessoas;884
6;Município;2302503;Brejo Santo - CE;93;População residente;2022;2022;5;Mulheres;93097;70 a 74 anos;113635;Total;45;Pessoas;775
6;Município;2302503;Brejo Santo - CE;93;População residente;2022;2022;5;Mulheres;93098;75 a 79 anos;113635;Total;45;Pessoas;536
6;Município;2302503;Brejo Santo - CE;93;População residente;2022;2022;5;Mulheres;49108;80 a 84 anos;113635;Total;45;Pessoas;411
6;Município;2302503;Brejo Santo - CE;93;População residente;2022;2022;5;Mulheres;49109;85 a 89 anos;113635;Total;45;Pessoas;216
6;Município;2302503;Brejo Santo - CE;93;População residente;2022;2022;5;Mulheres;60040;90 a 94 anos;113635;Total;45;Pessoas;85
6;Município;2302503;Brejo Santo - CE;93;População residente;2022;2022;5;Mulheres;60041;95 a 99 anos;113635;Total;45;Pessoas;25
6;Município;2302503;Brejo Santo - CE;93;População residente;2022;2022;5;Mulheres;6653;100 anos ou mais;113635;Total;45;Pessoas;13
6;Município;2302602;Camocim - CE;93;População residente;2022;2022;6794;Total;100362;Total;113635;Total;45;Pessoas;62326
6;Município;2302602;Camocim - CE;93;População residente;2022;2022;6794;Total;93070;0 a 4 anos;113635;Total;45;Pessoas;4355
6;Município;2302602;Camocim - CE;93;População residente;2022;2022;6794;Total;93084;5 a 9 anos;113635;Total;45;Pessoas;4544
6;Município;2302602;Camocim - CE;93;População residente;2022;2022;6794;Total;93085;10 a 14 anos;113635;Total;45;Pessoas;4608
6;Município;2302602;Camocim - CE;93;População residente;2022;2022;6794;Total;93086;15 a 19 anos;113635;Total;45;Pessoas;5045
6;Município;2302602;Camocim - CE;93;População residente;2022;2022;6794;Total;93087;20 a 24 anos;113635;Total;45;Pessoas;5338
6;Município;2302602;Camocim - CE;93;População residente;2022;2022;6794;Total;93088;25 a 29 anos;113635;Total;45;Pessoas;5068
6;Município;2302602;Camocim - CE;93;População residente;2022;2022;6794;Total;93089;30 a 34 anos;113635;Total;45;Pessoas;5037
6;Município;2302602;Camocim - CE;93;População residente;2022;2022;6794;Total;93090;35 a 39 anos;113635;Total;45;Pessoas;4837
6;Município;2302602;Camocim - CE;93;População residente;2022;2022;6794;Total;93091;40 a 44 anos;113635;Total;45;Pessoas;4747
6;Município;2302602;Camocim - CE;93;População residente;2022;2022;6794;Total;93092;45 a 49 anos;113635;Total;45;Pessoas;4072
6;Município;2302602;Camocim - CE;93;População residente;2022;2022;6794;Total;93093;50 a 54 anos;113635;Total;45;Pessoas;3632
6;Município;2302602;Camocim - CE;93;População residente;2022;2022;6794;Total;93094;55 a 59 anos;113635;Total;45;Pessoas;3091
6;Município;2302602;Camocim - CE;93;População residente;2022;2022;6794;Total;93095;60 a 64 anos;113635;Total;45;Pessoas;2335
6;Município;2302602;Camocim - CE;93;População residente;2022;2022;6794;Total;93096;65 a 69 anos;113635;Total;45;Pessoas;1815
6;Município;2302602;Camocim - CE;93;População residente;2022;2022;6794;Total;93097;70 a 74 anos;113635;Total;45;Pessoas;1542
6;Município;2302602;Camocim - CE;93;População residente;2022;2022;6794;Total;93098;75 a 79 anos;113635;Total;45;Pessoas;1012
6;Município;2302602;Camocim - CE;93;População residente;2022;2022;6794;Total;49108;80 a 84 anos;113635;Total;45;Pessoas;712
6;Município;2302602;Camocim - CE;93;População residente;2022;2022;6794;Total;49109;85 a 89 anos;113635;Total;45;Pessoas;317
6;Município;2302602;Camocim - CE;93;População residente;2022;2022;6794;Total;60040;90 a 94 anos;113635;Total;45;Pessoas;158
6;Município;2302602;Camocim - CE;93;População residente;2022;2022;6794;Total;60041;95 a 99 anos;113635;Total;45;Pessoas;45
6;Município;2302602;Camocim - CE;93;População residente;2022;2022;6794;Total;6653;100 anos ou mais;113635;Total;45;Pessoas;16
6;Município;2302602;Camocim - CE;93;População residente;2022;2022;4;Homens;100362;Total;113635;Total;45;Pessoas;30301
6;Município;2302602;Camocim - CE;93;População residente;2022;2022;4;Homens;93070;0 a 4 anos;113635;Total;45;Pessoas;2200
6;Município;2302602;Camocim - CE;93;População residente;2022;2022;4;Homens;93084;5 a 9 anos;113635;Total;45;Pessoas;2315
6;Município;2302602;Camocim - CE;93;População residente;2022;2022;4;Homens;93085;10 a 14 anos;113635;Total;45;Pessoas;2339
6;Município;2302602;Camocim - CE;93;População residente;2022;2022;4;Homens;93086;15 a 19 anos;113635;Total;45;Pessoas;2562
6;Município;2302602;Camocim - CE;93;População residente;2022;2022;4;Homens;93087;20 a 24 anos;113635;Total;45;Pessoas;2684
6;Município;2302602;Camocim - CE;93;População residente;2022;2022;4;Homens;93088;25 a 29 anos;113635;Total;45;Pessoas;2480
6;Município;2302602;Camocim - CE;93;População residente;2022;2022;4;Homens;93089;30 a 34 anos;113635;Total;45;Pessoas;2389
6;Município;2302602;Camocim - CE;93;População residente;2022;2022;4;Homens;93090;35 a 39 anos;113635;Total;45;Pessoas;2286
6;Município;2302602;Camocim - CE;93;População residente;2022;2022;4;Homens;93091;40 a 44 anos;113635;Total;45;Pessoas;2288
6;Município;2302602;Camocim - CE;93;População residente;2022;2022;4;Homens;93092;45 a 49 anos;113635;Total;45;Pessoas;1915
6;Município;2302602;Camocim - CE;93;População residente;2022;2022;4;Homens;93093;50 a 54 anos;113635;Total;45;Pessoas;1721
6;Município;2302602;Camocim - CE;93;População residente;2022;2022;4;Homens;93094;55 a 59 anos;113635;Total;45;Pessoas;1471
6;Município;2302602;Camocim - CE;93;População residente;2022;2022;4;Homens;93095;60 a 64 anos;113635;Total;45;Pessoas;1085
6;Município;2302602;Camocim - CE;93;População residente;2022;2022;4;Homens;93096;65 a 69 anos;113635;Total;45;Pessoas;843
6;Município;2302602;Camocim - CE;93;População residente;2022;2022;4;Homens;93097;70 a 74 anos;113635;Total;45;Pessoas;719
6;Município;2302602;Camocim - CE;93;População residente;2022;2022;4;Homens;93098;75 a 79 anos;113635;Total;45;Pessoas;454
6;Município;2302602;Camocim - CE;93;População residente;2022;2022;4;Homens;49108;80 a 84 anos;113635;Total;45;Pessoas;337
6;Município;2302602;Camocim - CE;93;População residente;2022;2022;4;Homens;49109;85 a 89 anos;113635;Total;45;Pessoas;131
6;Município;2302602;Camocim - CE;93;População residente;2022;2022;4;Homens;60040;90 a 94 anos;113635;Total;45;Pessoas;54
6;Município;2302602;Camocim - CE;93;População residente;2022;2022;4;Homens;60041;95 a 99 anos;113635;Total;45;Pessoas;19
6;Município;2302602;Camocim - CE;93;População residente;2022;2022;4;Homens;6653;100 anos ou mais;113635;Total;45;Pessoas;9
6;Município;2302602;Camocim - CE;93;População residente;2022;2022;5;Mulheres;100362;Total;113635;Total;45;Pessoas;32025
6;Município;2302602;Camocim - CE;93;População residente;2022;2022;5;Mulheres;93070;0 a 4 anos;113635;Total;45;Pessoas;2155
6;Município;2302602;Camocim - CE;93;População residente;2022;2022;5;Mulheres;93084;5 a 9 anos;113635;Total;45;Pessoas;2229
6;Município;2302602;Camocim - CE;93;População residente;2022;2022;5;Mulheres;93085;10 a 14 anos;113635;Total;45;Pessoas;2269
6;Município;2302602;Camocim - CE;93;População residente;2022;2022;5;Mulheres;93086;15 a 19 anos;113635;Total;45;Pessoas;2483
6;Município;2302602;Camocim - CE;93;População residente;2022;2022;5;Mulheres;93087;20 a 24 anos;113635;Total;45;Pessoas;2654
6;Município;2302602;Camocim - CE;93;População residente;2022;2022;5;Mulheres;93088;25 a 29 anos;113635;Total;45;Pessoas;2588
6;Município;2302602;Camocim - CE;93;População residente;2022;2022;5;Mulheres;93089;30 a 34 anos;113635;Total;45;Pessoas;2648
6;Município;2302602;Camocim - CE;93;População residente;2022;2022;5;Mulheres;93090;35 a 39 anos;113635;Total;45;Pessoas;2551
6;Município;2302602;Camocim - CE;93;População residente;2022;2022;5;Mulheres;93091;40 a 44 anos;113635;Total;45;Pessoas;2459
6;Município;2302602;Camocim - CE;93;População residente;2022;2022;5;Mulheres;93092;45 a 49 anos;113635;Total;45;Pessoas;2157
6;Município;2302602;Camocim - CE;93;População residente;2022;2022;5;Mulheres;93093;50 a 54 anos;113635;Total;45;Pessoas;1911
6;Município;2302602;Camocim - CE;93;População residente;2022;2022;5;Mulheres;93094;55 a 59 anos;113635;Total;45;Pessoas;1620
6;Município;2302602;Camocim - CE;93;População residente;2022;2022;5;Mulheres;93095;60 a 64 anos;113635;Total;45;Pessoas;1250
6;Município;2302602;Camocim - CE;93;População residente;2022;2022;5;Mulheres;93096;65 a 69 anos;113635;Total;45;Pessoas;972
6;Município;2302602;Camocim - CE;93;População residente;2022;2022;5;Mulheres;93097;70 a 74 anos;113635;Total;45;Pessoas;823
6;Município;2302602;Camocim - CE;93;População residente;2022;2022;5;Mulheres;93098;75 a 79 anos;113635;Total;45;Pessoas;558
6;Município;2302602;Camocim - CE;93;População residente;2022;2022;5;Mulheres;49108;80 a 84 anos;113635;Total;45;Pessoas;375
6;Município;2302602;Camocim - CE;93;População residente;2022;2022;5;Mulheres;49109;85 a 89 anos;113635;Total;45;Pessoas;186
6;Município;2302602;Camocim - CE;93;População residente;2022;2022;5;Mulheres;60040;90 a 94 anos;113635;Total;45;Pessoas;104
6;Município;2302602;Camocim - CE;93;População residente;2022;2022;5;Mulheres;60041;95 a 99 anos;113635;Total;45;Pessoas;26
6;Município;2302602;Camocim - CE;93;População residente;2022;2022;5;Mulheres;6653;100 anos ou mais;113635;Total;45;Pessoas;7
6;Município;2302701;Campos Sales - CE;93;População residente;2022;2022;6794;Total;100362;Total;113635;Total;45;Pessoas;25135
