NC;NN;D1C;D1N;D2C;D2N;D3C;D3N;D4C;D4N;D5C;D5N;D6C;D6N;D7C;D7N;D8C;D8N;MC;MN;V
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2020;2020;0;Total;4;Homens;0;Total;0;Total;5412;50 anos ou mais;45;Pessoas;200
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2020;2020;0;Total;4;Homens;0;Total;0;Total;5413;Ignorada;45;Pessoas;4308
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2020;2020;0;Total;5;Mulheres;0;Total;0;Total;0;Total;45;Pessoas;1304680
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2020;2020;0;Total;5;Mulheres;0;Total;0;Total;5370;Menos de 15 anos;45;Pessoas;7113
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2020;2020;0;Total;5;Mulheres;0;Total;0;Total;5414;15 a 19 anos;45;Pessoas;167146
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2020;2020;0;Total;5;Mulheres;0;Total;0;Total;5376;20 a 24 anos;45;Pessoas;318112
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2020;2020;0;Total;5;Mulheres;0;Total;0;Total;5382;25 a 29 anos;45;Pessoas;315081
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2020;2020;0;Total;5;Mulheres;0;Total;0;Total;5388;30 a 34 anos;45;Pessoas;274788
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2020;2020;0;Total;5;Mulheres;0;Total;0;Total;5394;35 a 39 anos;45;Pessoas;170406
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2020;2020;0;Total;5;Mulheres;0;Total;0;Total;5400;40 a 44 anos;45;Pessoas;45116
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2020;2020;0;Total;5;Mulheres;0;Total;0;Total;5406;45 a 49 anos;45;Pessoas;2619
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2020;2020;0;Total;5;Mulheres;0;Total;0;Total;5412;50 anos ou mais;45;Pessoas;216
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2020;2020;0;Total;5;Mulheres;0;Total;0;Total;5413;Ignorada;45;Pessoas;4083
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2020;2020;0;Total;104539;Ignorado;0;Total;0;Total;0;Total;45;Pessoas;341
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2020;2020;0;Total;104539;Ignorado;0;Total;0;Total;5370;Menos de 15 anos;45;Pessoas;6
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2020;2020;0;Total;104539;Ignorado;0;Total;0;Total;5414;15 a 19 anos;45;Pessoas;49
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2020;2020;0;Total;104539;Ignorado;0;Total;0;Total;5376;20 a 24 anos;45;Pessoas;93
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2020;2020;0;Total;104539;Ignorado;0;Total;0;Total;5382;25 a 29 anos;45;Pessoas;82
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2020;2020;0;Total;104539;Ignorado;0;Total;0;Total;5388;30 a 34 anos;45;Pessoas;50
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2020;2020;0;Total;104539;Ignorado;0;Total;0;Total;5394;35 a 39 anos;45;Pessoas;37
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2020;2020;0;Total;104539;Ignorado;0;Total;0;Total;5400;40 a 44 anos;45;Pessoas;11
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2020;2020;0;Total;104539;Ignorado;0;Total;0;Total;5406;45 a 49 anos;45;Pessoas;1
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2020;2020;0;Total;104539;Ignorado;0;Total;0;Total;5412;50 anos ou mais;45;Pessoas;-
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2020;2020;0;Total;104539;Ignorado;0;Total;0;Total;5413;Ignorada;45;Pessoas;12
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2021;2021;0;Total;0;Total;0;Total;0;Total;0;Total;45;Pessoas;2630703
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2021;2021;0;Total;0;Total;0;Total;0;Total;5370;Menos de 15 anos;45;Pessoas;14837
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2021;2021;0;Total;0;Total;0;Total;0;Total;5414;15 a 19 anos;45;Pessoas;331433
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2021;2021;0;Total;0;Total;0;Total;0;Total;5376;20 a 24 anos;45;Pessoas;644564
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2021;2021;0;Total;0;Total;0;Total;0;Total;5382;25 a 29 anos;45;Pessoas;645006
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2021;2021;0;Total;0;Total;0;Total;0;Total;5388;30 a 34 anos;45;Pessoas;543812
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2021;2021;0;Total;0;Total;0;Total;0;Total;5394;35 a 39 anos;45;Pessoas;344366
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2021;2021;0;Total;0;Total;0;Total;0;Total;5400;40 a 44 anos;45;Pessoas;95883
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2021;2021;0;Total;0;Total;0;Total;0;Total;5406;45 a 49 anos;45;Pessoas;5289
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2021;2021;0;Total;0;Total;0;Total;0;Total;5412;50 anos ou mais;45;Pessoas;413
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2021;2021;0;Total;0;Total;0;Total;0;Total;5413;Ignorada;45;Pessoas;5100
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2021;2021;0;Total;4;Homens;0;Total;0;Total;0;Total;45;Pessoas;1345576
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2021;2021;0;Total;4;Homens;0;Total;0;Total;5370;Menos de 15 anos;45;Pessoas;7638
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2021;2021;0;Total;4;Homens;0;Total;0;Total;5414;15 a 19 anos;45;Pessoas;170025
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2021;2021;0;Total;4;Homens;0;Total;0;Total;5376;20 a 24 anos;45;Pessoas;329474
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2021;2021;0;Total;4;Homens;0;Total;0;Total;5382;25 a 29 anos;45;Pessoas;329953
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2021;2021;0;Total;4;Homens;0;Total;0;Total;5388;30 a 34 anos;45;Pessoas;278448
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2021;2021;0;Total;4;Homens;0;Total;0;Total;5394;35 a 39 anos;45;Pessoas;175593
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2021;2021;0;Total;4;Homens;0;Total;0;Total;5400;40 a 44 anos;45;Pessoas;48881
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2021;2021;0;Total;4;Homens;0;Total;0;Total;5406;45 a 49 anos;45;Pessoas;2745
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2021;2021;0;Total;4;Homens;0;Total;0;Total;5412;50 anos ou mais;45;Pessoas;216
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2021;2021;0;Total;4;Homens;0;Total;0;Total;5413;Ignorada;45;Pessoas;2603
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2021;2021;0;Total;5;Mulheres;0;Total;0;Total;0;Total;45;Pessoas;1284804
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2021;2021;0;Total;5;Mulheres;0;Total;0;Total;5370;Menos de 15 anos;45;Pessoas;7197
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2021;2021;0;Total;5;Mulheres;0;Total;0;Total;5414;15 a 19 anos;45;Pessoas;161361
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2021;2021;0;Total;5;Mulheres;0;Total;0;Total;5376;20 a 24 anos;45;Pessoas;315003
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2021;2021;0;Total;5;Mulheres;0;Total;0;Total;5382;25 a 29 anos;45;Pessoas;314983
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2021;2021;0;Total;5;Mulheres;0;Total;0;Total;5388;30 a 34 anos;45;Pessoas;265311
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2021;2021;0;Total;5;Mulheres;0;Total;0;Total;5394;35 a 39 anos;45;Pessoas;168737
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2021;2021;0;Total;5;Mulheres;0;Total;0;Total;5400;40 a 44 anos;45;Pessoas;46984
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2021;2021;0;Total;5;Mulheres;0;Total;0;Total;5406;45 a 49 anos;45;Pessoas;2544
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2021;2021;0;Total;5;Mulheres;0;Total;0;Total;5412;50 anos ou mais;45;Pessoas;196
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2021;2021;0;Total;5;Mulheres;0;Total;0;Total;5413;Ignorada;45;Pessoas;2488
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2021;2021;0;Total;104539;Ignorado;0;Total;0;Total;0;Total;45;Pessoas;323
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2021;2021;0;Total;104539;Ignorado;0;Total;0;Total;5370;Menos de 15 anos;45;Pessoas;2
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2021;2021;0;Total;104539;Ignorado;0;Total;0;Total;5414;15 a 19 anos;45;Pessoas;47
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2021;2021;0;Total;104539;Ignorado;0;Total;0;Total;5376;20 a 24 anos;45;Pessoas;87
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2021;2021;0;Total;104539;Ignorado;0;Total;0;Total;5382;25 a 29 anos;45;Pessoas;70
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2021;2021;0;Total;104539;Ignorado;0;Total;0;Total;5388;30 a 34 anos;45;Pessoas;53
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2021;2021;0;Total;104539;Ignorado;0;Total;0;Total;5394;35 a 39 anos;45;Pessoas;36
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2021;2021;0;Total;104539;Ignorado;0;Total;0;Total;5400;40 a 44 anos;45;Pessoas;18
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2021;2021;0;Total;104539;Ignorado;0;Total;0;Total;5406;45 a 49 anos;45;Pessoas;-
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2021;2021;0;Total;104539;Ignorado;0;Total;0;Total;5412;50 anos ou mais;45;Pessoas;1
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2021;2021;0;Total;104539;Ignorado;0;Total;0;Total;5413;Ignorada;45;Pessoas;9
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2022;2022;0;Total;0;Total;0;Total;0;Total;0;Total;45;Pessoas;2537078
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2022;2022;0;Total;0;Total;0;Total;0;Total;5370;Menos de 15 anos;45;Pessoas;12746
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2022;2022;0;Total;0;Total;0;Total;0;Total;5414;15 a 19 anos;45;Pessoas;293391
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2022;2022;0;Total;0;Total;0;Total;0;Total;5376;20 a 24 anos;45;Pessoas;608698
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2022;2022;0;Total;0;Total;0;Total;0;Total;5382;25 a 29 anos;45;Pessoas;637573
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2022;2022;0;Total;0;Total;0;Total;0;Total;5388;30 a 34 anos;45;Pessoas;532115
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2022;2022;0;Total;0;Total;0;Total;0;Total;5394;35 a 39 anos;45;Pessoas;341734
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2022;2022;0;Total;0;Total;0;Total;0;Total;5400;40 a 44 anos;45;Pessoas;99748
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2022;2022;0;Total;0;Total;0;Total;0;Total;5406;45 a 49 anos;45;Pessoas;5935
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2022;2022;0;Total;0;Total;0;Total;0;Total;5412;50 anos ou mais;45;Pessoas;474
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2022;2022;0;Total;0;Total;0;Total;0;Total;5413;Ignorada;45;Pessoas;4664
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2022;2022;0;Total;4;Homens;0;Total;0;Total;0;Total;45;Pessoas;1297869
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2022;2022;0;Total;4;Homens;0;Total;0;Total;5370;Menos de 15 anos;45;Pessoas;6525
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2022;2022;0;Total;4;Homens;0;Total;0;Total;5414;15 a 19 anos;45;Pessoas;150253
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2022;2022;0;Total;4;Homens;0;Total;0;Total;5376;20 a 24 anos;45;Pessoas;311586
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2022;2022;0;Total;4;Homens;0;Total;0;Total;5382;25 a 29 anos;45;Pessoas;325850
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2022;2022;0;Total;4;Homens;0;Total;0;Total;5388;30 a 34 anos;45;Pessoas;272092
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2022;2022;0;Total;4;Homens;0;Total;0;Total;5394;35 a 39 anos;45;Pessoas;174756
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2022;2022;0;Total;4;Homens;0;Total;0;Total;5400;40 a 44 anos;45;Pessoas;51138
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2022;2022;0;Total;4;Homens;0;Total;0;Total;5406;45 a 49 anos;45;Pessoas;3037
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2022;2022;0;Total;4;Homens;0;Total;0;Total;5412;50 anos ou mais;45;Pessoas;243
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2022;2022;0;Total;4;Homens;0;Total;0;Total;5413;Ignorada;45;Pessoas;2389
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2022;2022;0;Total;5;Mulheres;0;Total;0;Total;0;Total;45;Pessoas;1238939
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2022;2022;0;Total;5;Mulheres;0;Total;0;Total;5370;Menos de 15 anos;45;Pessoas;6220
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2022;2022;0;Total;5;Mulheres;0;Total;0;Total;5414;15 a 19 anos;45;Pessoas;143106
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2022;2022;0;Total;5;Mulheres;0;Total;0;Total;5376;20 a 24 anos;45;Pessoas;297041
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2022;2022;0;Total;5;Mulheres;0;Total;0;Total;5382;25 a 29 anos;45;Pessoas;311657
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2022;2022;0;Total;5;Mulheres;0;Total;0;Total;5388;30 a 34 anos;45;Pessoas;259973
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2022;2022;0;Total;5;Mulheres;0;Total;0;Total;5394;35 a 39 anos;45;Pessoas;166945
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2022;2022;0;Total;5;Mulheres;0;Total;0;Total;5400;40 a 44 anos;45;Pessoas;48600
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2022;2022;0;Total;5;Mulheres;0;Total;0;Total;5406;45 a 49 anos;45;Pessoas;2896
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2022;2022;0;Total;5;Mulheres;0;Total;0;Total;5412;50 anos ou mais;45;Pessoas;231
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2022;2022;0;Total;5;Mulheres;0;Total;0;Total;5413;Ignorada;45;Pessoas;2270
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2022;2022;0;Total;104539;Ignorado;0;Total;0;Total;0;Total;45;Pessoas;270
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2022;2022;0;Total;104539;Ignorado;0;Total;0;Total;5370;Menos de 15 anos;45;Pessoas;1
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2022;2022;0;Total;104539;Ignorado;0;Total;0;Total;5414;15 a 19 anos;45;Pessoas;32
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2022;2022;0;Total;104539;Ignorado;0;Total;0;Total;5376;20 a 24 anos;45;Pessoas;71
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2022;2022;0;Total;104539;Ignorado;0;Total;0;Total;5382;25 a 29 anos;45;Pessoas;66
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2022;2022;0;Total;104539;Ignorado;0;Total;0;Total;5388;30 a 34 anos;45;Pessoas;50
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2022;2022;0;Total;104539;Ignorado;0;Total;0;Total;5394;35 a 39 anos;45;Pessoas;33
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2022;2022;0;Total;104539;Ignorado;0;Total;0;Total;5400;40 a 44 anos;45;Pessoas;10
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2022;2022;0;Total;104539;Ignorado;0;Total;0;Total;5406;45 a 49 anos;45;Pessoas;2
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2022;2022;0;Total;104539;Ignorado;0;Total;0;Total;5412;50 anos ou mais;45;Pessoas;-
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2022;2022;0;Total;104539;Ignorado;0;Total;0;Total;5413;Ignorada;45;Pessoas;5
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2023;2023;0;Total;0;Total;0;Total;0;Total;0;Total;45;Pessoas;2518039
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2023;2023;0;Total;0;Total;0;Total;0;Total;5370;Menos de 15 anos;45;Pessoas;13017
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2023;2023;0;Total;0;Total;0;Total;0;Total;5414;15 a 19 anos;45;Pessoas;283392
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2023;2023;0;Total;0;Total;0;Total;0;Total;5376;20 a 24 anos;45;Pessoas;594235
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2023;2023;0;Total;0;Total;0;Total;0;Total;5382;25 a 29 anos;45;Pessoas;641180
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2023;2023;0;Total;0;Total;0;Total;0;Total;5388;30 a 34 anos;45;Pessoas;528890
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2023;2023;0;Total;0;Total;0;Total;0;Total;5394;35 a 39 anos;45;Pessoas;343200
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2023;2023;0;Total;0;Total;0;Total;0;Total;5400;40 a 44 anos;45;Pessoas;102339
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2023;2023;0;Total;0;Total;0;Total;0;Total;5406;45 a 49 anos;45;Pessoas;6325
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2023;2023;0;Total;0;Total;0;Total;0;Total;5412;50 anos ou mais;45;Pessoas;506
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2023;2023;0;Total;0;Total;0;Total;0;Total;5413;Ignorada;45;Pessoas;4955
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2023;2023;0;Total;4;Homens;0;Total;0;Total;0;Total;45;Pessoas;1288722
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2023;2023;0;Total;4;Homens;0;Total;0;Total;5370;Menos de 15 anos;45;Pessoas;6683
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2023;2023;0;Total;4;Homens;0;Total;0;Total;5414;15 a 19 anos;45;Pessoas;145809
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2023;2023;0;Total;4;Homens;0;Total;0;Total;5376;20 a 24 anos;45;Pessoas;304313
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2023;2023;0;Total;4;Homens;0;Total;0;Total;5382;25 a 29 anos;45;Pessoas;328230
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2023;2023;0;Total;4;Homens;0;Total;0;Total;5388;30 a 34 anos;45;Pessoas;270489
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2023;2023;0;Total;4;Homens;0;Total;0;Total;5394;35 a 39 anos;45;Pessoas;175239
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2023;2023;0;Total;4;Homens;0;Total;0;Total;5400;40 a 44 anos;45;Pessoas;51955
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2023;2023;0;Total;4;Homens;0;Total;0;Total;5406;45 a 49 anos;45;Pessoas;3237
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2023;2023;0;Total;4;Homens;0;Total;0;Total;5412;50 anos ou mais;45;Pessoas;241
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2023;2023;0;Total;4;Homens;0;Total;0;Total;5413;Ignorada;45;Pessoas;2526
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2023;2023;0;Total;5;Mulheres;0;Total;0;Total;0;Total;45;Pessoas;1228982
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2023;2023;0;Total;5;Mulheres;0;Total;0;Total;5370;Menos de 15 anos;45;Pessoas;6330
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2023;2023;0;Total;5;Mulheres;0;Total;0;Total;5414;15 a 19 anos;45;Pessoas;137524
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2023;2023;0;Total;5;Mulheres;0;Total;0;Total;5376;20 a 24 anos;45;Pessoas;289838
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2023;2023;0;Total;5;Mulheres;0;Total;0;Total;5382;25 a 29 anos;45;Pessoas;312883
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2023;2023;0;Total;5;Mulheres;0;Total;0;Total;5388;30 a 34 anos;45;Pessoas;258346
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2023;2023;0;Total;5;Mulheres;0;Total;0;Total;5394;35 a 39 anos;45;Pessoas;167922
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2023;2023;0;Total;5;Mulheres;0;Total;0;Total;5400;40 a 44 anos;45;Pessoas;50369
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2023;2023;0;Total;5;Mulheres;0;Total;0;Total;5406;45 a 49 anos;45;Pessoas;3088
1;Brasil;1;Brasil;218;Nascidos vivos ocorridos no ano;2023;2023;0;Total;5;Mulheres;0;Total;0;Total;5412;50 anos ou mais;45;Pessoas;265
