NC;NN;D1C;D1N;D2C;D2N;D3C;D3N;MC;MN;V
Nível Territorial (Código);Nível Territorial;Brasil, Unidade da Federação e Município (Código);Brasil, Unidade da Federação e Município;Variável (Código);Variável;Ano (Código);Ano;Unidade de Medida (Código);Unidade de Medida;Valor
6;Município;2307254;Jijoca de Jericoacoara - CE;9324;População residente estimada;2019;2019;45;Pessoas;19816
6;Município;2307254;Jijoca de Jericoacoara - CE;9324;População residente estimada;2020;2020;45;Pessoas;20087
6;Município;2307254;Jijoca de Jericoacoara - CE;9324;População residente estimada;2021;2021;45;Pessoas;20351
6;Município;2307254;Jijoca de Jericoacoara - CE;9324;População residente estimada;2024;2024;45;Pessoas;27662
6;Município;2307304;Juazeiro do Norte - CE;9324;População residente estimada;2014;2014;45;Pessoas;263704
6;Município;2307304;Juazeiro do Norte - CE;9324;População residente estimada;2015;2015;45;Pessoas;266022
6;Município;2307304;Juazeiro do Norte - CE;9324;População residente estimada;2016;2016;45;Pessoas;268248
6;Município;2307304;Juazeiro do Norte - CE;9324;População residente estimada;2017;2017;45;Pessoas;270383
6;Município;2307304;Juazeiro do Norte - CE;9324;População residente estimada;2018;2018;45;Pessoas;271926
6;Município;2307304;Juazeiro do Norte - CE;9324;População residente estimada;2019;2019;45;Pessoas;274207
6;Município;2307304;Juazeiro do Norte - CE;9324;População residente estimada;2020;2020;45;Pessoas;276264
6;Município;2307304;Juazeiro do Norte - CE;9324;População residente estimada;2021;2021;45;Pessoas;278264
6;Município;2307304;Juazeiro do Norte - CE;9324;População residente estimada;2024;2024;45;Pessoas;303004
6;Município;2307403;Jucás - CE;9324;População residente estimada;2014;2014;45;Pessoas;24417
6;Município;2307403;Jucás - CE;9324;População residente estimada;2015;2015;45;Pessoas;24479
6;Município;2307403;Jucás - CE;9324;População residente estimada;2016;2016;45;Pessoas;24540
6;Município;2307403;Jucás - CE;9324;População residente estimada;2017;2017;45;Pessoas;24597
6;Município;2307403;Jucás - CE;9324;População residente estimada;2018;2018;45;Pessoas;24773
6;Município;2307403;Jucás - CE;9324;População residente estimada;2019;2019;45;Pessoas;24833
6;Município;2307403;Jucás - CE;9324;População residente estimada;2020;2020;45;Pessoas;24892
6;Município;2307403;Jucás - CE;9324;População residente estimada;2021;2021;45;Pessoas;24949
6;Município;2307403;Jucás - CE;9324;População residente estimada;2024;2024;45;Pessoas;24591
6;Município;2307502;Lavras da Mangabeira - CE;9324;População residente estimada;2014;2014;45;Pessoas;31409
6;Município;2307502;Lavras da Mangabeira - CE;9324;População residente estimada;2015;2015;45;Pessoas;31383
6;Município;2307502;Lavras da Mangabeira - CE;9324;População residente estimada;2016;2016;45;Pessoas;31359
6;Município;2307502;Lavras da Mangabeira - CE;9324;População residente estimada;2017;2017;45;Pessoas;31335
6;Município;2307502;Lavras da Mangabeira - CE;9324;População residente estimada;2018;2018;45;Pessoas;31584
6;Município;2307502;Lavras da Mangabeira - CE;9324;População residente estimada;2019;2019;45;Pessoas;31508
6;Município;2307502;Lavras da Mangabeira - CE;9324;População residente estimada;2020;2020;45;Pessoas;31492
6;Município;2307502;Lavras da Mangabeira - CE;9324;População residente estimada;2021;2021;45;Pessoas;31476
6;Município;2307502;Lavras da Mangabeira - CE;9324;População residente estimada;2024;2024;45;Pessoas;32123
6;Município;2307601;Limoeiro do Norte - CE;9324;População residente estimada;2014;2014;45;Pessoas;57782
6;Município;2307601;Limoeiro do Norte - CE;9324;População residente estimada;2015;2015;45;Pessoas;58175
6;Município;2307601;Limoeiro do Norte - CE;9324;População residente estimada;2016;2016;45;Pessoas;58552
6;Município;2307601;Limoeiro do Norte - CE;9324;População residente estimada;2017;2017;45;Pessoas;58915
6;Município;2307601;Limoeiro do Norte - CE;9324;População residente estimada;2018;2018;45;Pessoas;59278
6;Município;2307601;Limoeiro do Norte - CE;9324;População residente estimada;2019;2019;45;Pessoas;59540
6;Município;2307601;Limoeiro do Norte - CE;9324;População residente estimada;2020;2020;45;Pessoas;59890
6;Município;2307601;Limoeiro do Norte - CE;9324;População residente estimada;2021;2021;45;Pessoas;60232
6;Município;2307601;Limoeiro do Norte - CE;9324;População residente estimada;2024;2024;45;Pessoas;62285
6;Município;2307635;Madalena - CE;9324;População residente estimada;2014;2014;45;Pessoas;19225
6;Município;2307635;Madalena - CE;9324;População residente estimada;2015;2015;45;Pessoas;19425
6;Município;2307635;Madalena - CE;9324;População residente estimada;2016;2016;45;Pessoas;19616
6;Município;2307635;Madalena - CE;9324;População residente estimada;2017;2017;45;Pessoas;19800
6;Município;2307635;Madalena - CE;9324;População residente estimada;2018;2018;45;Pessoas;19906
6;Município;2307635;Madalena - CE;9324;População residente estimada;2019;2019;45;Pessoas;19691
6;Município;2307635;Madalena - CE;9324;População residente estimada;2020;2020;45;Pessoas;19864
6;Município;2307635;Madalena - CE;9324;População residente estimada;2021;2021;45;Pessoas;20031
6;Município;2307635;Madalena - CE;9324;População residente estimada;2024;2024;45;Pessoas;17264
6;Município;2307650;Maracanaú - CE;9324;População residente estimada;2014;2014;45;Pessoas;219749
6;Município;2307650;Maracanaú - CE;9324;População residente estimada;2015;2015;45;Pessoas;221504
6;Município;2307650;Maracanaú - CE;9324;População residente estimada;2016;2016;45;Pessoas;223188
6;Município;2307650;Maracanaú - CE;9324;População residente estimada;2017;2017;45;Pessoas;224804
6;Município;2307650;Maracanaú - CE;9324;População residente estimada;2018;2018;45;Pessoas;226128
6;Município;2307650;Maracanaú - CE;9324;População residente estimada;2019;2019;45;Pessoas;227886
6;Município;2307650;Maracanaú - CE;9324;População residente estimada;2020;2020;45;Pessoas;229458
6;Município;2307650;Maracanaú - CE;9324;População residente estimada;2021;2021;45;Pessoas;230986
6;Município;2307650;Maracanaú - CE;9324;População residente estimada;2024;2024;45;Pessoas;249684
6;Município;2307700;Maranguape - CE;9324;População residente estimada;2014;2014;45;Pessoas;122020
6;Município;2307700;Maranguape - CE;9324;População residente estimada;2015;2015;45;Pessoas;123570
6;Município;2307700;Maranguape - CE;9324;População residente estimada;2016;2016;45;Pessoas;125058
6;Município;2307700;Maranguape - CE;9324;População residente estimada;2017;2017;45;Pessoas;126486
6;Município;2307700;Maranguape - CE;9324;População residente estimada;2018;2018;45;Pessoas;127098
6;Município;2307700;Maranguape - CE;9324;População residente estimada;2019;2019;45;Pessoas;128978
6;Município;2307700;Maranguape - CE;9324;População residente estimada;2020;2020;45;Pessoas;130346
6;Município;2307700;Maranguape - CE;9324;População residente estimada;2021;2021;45;Pessoas;131677
6;Município;2307700;Maranguape - CE;9324;População residente estimada;2024;2024;45;Pessoas;108937
6;Município;2307809;Marco - CE;9324;População residente estimada;2014;2014;45;Pessoas;26219
6;Município;2307809;Marco - CE;9324;População residente estimada;2015;2015;45;Pessoas;26484
6;Município;2307809;Marco - CE;9324;População residente estimada;2016;2016;45;Pessoas;26738
6;Município;2307809;Marco - CE;9324;População residente estimada;2017;2017;45;Pessoas;26981
6;Município;2307809;Marco - CE;9324;População residente estimada;2018;2018;45;Pessoas;27127
6;Município;2307809;Marco - CE;9324;População residente estimada;2019;2019;45;Pessoas;27361
6;Município;2307809;Marco - CE;9324;População residente estimada;2020;2020;45;Pessoas;27595
6;Município;2307809;Marco - CE;9324;População residente estimada;2021;2021;45;Pessoas;27822
6;Município;2307809;Marco - CE;9324;População residente estimada;2024;2024;45;Pessoas;27064
6;Município;2307908;Martinópole - CE;9324;População residente estimada;2014;2014;45;Pessoas;10796
6;Município;2307908;Martinópole - CE;9324;População residente estimada;2015;2015;45;Pessoas;10895
6;Município;2307908;Martinópole - CE;9324;População residente estimada;2016;2016;45;Pessoas;10990
6;Município;2307908;Martinópole - CE;9324;População residente estimada;2017;2017;45;Pessoas;11082
6;Município;2307908;Martinópole - CE;9324;População residente estimada;2018;2018;45;Pessoas;11143
6;Município;2307908;Martinópole - CE;9324;População residente estimada;2019;2019;45;Pessoas;11233
6;Município;2307908;Martinópole - CE;9324;População residente estimada;2020;2020;45;Pessoas;11321
6;Município;2307908;Martinópole - CE;9324;População residente estimada;2021;2021;45;Pessoas;11407
6;Município;2307908;Martinópole - CE;9324;População residente estimada;2024;2024;45;Pessoas;11232
6;Município;2308005;Massapê - CE;9324;População residente estimada;2014;2014;45;Pessoas;37214
6;Município;2308005;Massapê - CE;9324;População residente estimada;2015;2015;45;Pessoas;37560
6;Município;2308005;Massapê - CE;9324;População residente estimada;2016;2016;45;Pessoas;37892
6;Município;2308005;Massapê - CE;9324;População residente estimada;2017;2017;45;Pessoas;38210
6;Município;2308005;Massapê - CE;9324;População residente estimada;2018;2018;45;Pessoas;38424
6;Município;2308005;Massapê - CE;9324;População residente estimada;2019;2019;45;Pessoas;38737
6;Município;2308005;Massapê - CE;9324;População residente estimada;2020;2020;45;Pessoas;39044
6;Município;2308005;Massapê - CE;9324;População residente estimada;2021;2021;45;Pessoas;39341
6;Município;2308005;Massapê - CE;9324;População residente estimada;2024;2024;45;Pessoas;39633
6;Município;2308104;Mauriti - CE;9324;População residente estimada;2014;2014;45;Pessoas;45881
6;Município;2308104;Mauriti - CE;9324;População residente estimada;2015;2015;45;Pessoas;46113
6;Município;2308104;Mauriti - CE;9324;População residente estimada;2016;2016;45;Pessoas;46335
6;Município;2308104;Mauriti - CE;9324;População residente estimada;2017;2017;45;Pessoas;46548
6;Município;2308104;Mauriti - CE;9324;População residente estimada;2018;2018;45;Pessoas;46854
6;Município;2308104;Mauriti - CE;9324;População residente estimada;2019;2019;45;Pessoas;47962
6;Município;2308104;Mauriti - CE;9324;População residente estimada;2020;2020;45;Pessoas;48168
6;Município;2308104;Mauriti - CE;9324;População residente estimada;2021;2021;45;Pessoas;48370
6;Município;2308104;Mauriti - CE;9324;População residente estimada;2024;2024;45;Pessoas;47406
6;Município;2308203;Meruoca - CE;9324;População residente estimada;2014;2014;45;Pessoas;14529
6;Município;2308203;Meruoca - CE;9324;População residente estimada;2015;2015;45;Pessoas;14674
6;Município;2308203;Meruoca - CE;9324;População residente estimada;2016;2016;45;Pessoas;14814
6;Município;2308203;Meruoca - CE;9324;População residente estimada;2017;2017;45;Pessoas;14948
6;Município;2308203;Meruoca - CE;9324;População residente estimada;2018;2018;45;Pessoas;15030
6;Município;2308203;Meruoca - CE;9324;População residente estimada;2019;2019;45;Pessoas;15057
6;Município;2308203;Meruoca - CE;9324;População residente estimada;2020;2020;45;Pessoas;15185
6;Município;2308203;Meruoca - CE;9324;População residente estimada;2021;2021;45;Pessoas;15309
6;Município;2308203;Meruoca - CE;9324;População residente estimada;2024;2024;45;Pessoas;15749
6;Município;2308302;Milagres - CE;9324;População residente estimada;2014;2014;45;Pessoas;28419
6;Município;2308302;Milagres - CE;9324;População residente estimada;2015;2015;45;Pessoas;28354
6;Município;2308302;Milagres - CE;9324;População residente estimada;2016;2016;45;Pessoas;28292
6;Município;2308302;Milagres - CE;9324;População residente estimada;2017;2017;45;Pessoas;28231
6;Município;2308302;Milagres - CE;9324;População residente estimada;2018;2018;45;Pessoas;28466
6;Município;2308302;Milagres - CE;9324;População residente estimada;2019;2019;45;Pessoas;27512
6;Município;2308302;Milagres - CE;9324;População residente estimada;2020;2020;45;Pessoas;27462
6;Município;2308302;Milagres - CE;9324;População residente estimada;2021;2021;45;Pessoas;27413
6;Município;2308302;Milagres - CE;9324;População residente estimada;2024;2024;45;Pessoas;26860
6;Município;2308351;Milhã - CE;9324;População residente estimada;2014;2014;45;Pessoas;13188
6;Município;2308351;Milhã - CE;9324;População residente estimada;2015;2015;45;Pessoas;13170
6;Município;2308351;Milhã - CE;9324;População residente estimada;2016;2016;45;Pessoas;13152
6;Município;2308351;Milhã - CE;9324;População residente estimada;2017;2017;45;Pessoas;13136
6;Município;2308351;Milhã - CE;9324;População residente estimada;2018;2018;45;Pessoas;13241
6;Município;2308351;Milhã - CE;9324;População residente estimada;2019;2019;45;Pessoas;13155
6;Município;2308351;Milhã - CE;9324;População residente estimada;2020;2020;45;Pessoas;13142
6;Município;2308351;Milhã - CE;9324;População residente estimada;2021;2021;45;Pessoas;13129
6;Município;2308351;Milhã - CE;9324;População residente estimada;2024;2024;45;Pessoas;14635
6;Município;2308377;Miraíma - CE;9324;População residente estimada;2014;2014;45;Pessoas;13345
6;Município;2308377;Miraíma - CE;9324;População residente estimada;2015;2015;45;Pessoas;13428
6;Município;2308377;Miraíma - CE;9324;População residente estimada;2016;2016;45;Pessoas;13507
6;Município;2308377;Miraíma - CE;9324;População residente estimada;2017;2017;45;Pessoas;13583
6;Município;2308377;Miraíma - CE;9324;População residente estimada;2018;2018;45;Pessoas;13669
6;Município;2308377;Miraíma - CE;9324;População residente estimada;2019;2019;45;Pessoas;13818
6;Município;2308377;Miraíma - CE;9324;População residente estimada;2020;2020;45;Pessoas;13894
6;Município;2308377;Miraíma - CE;9324;População residente estimada;2021;2021;45;Pessoas;13965
6;Município;2308377;Miraíma - CE;9324;População residente estimada;2024;2024;45;Pessoas;14736
6;Município;2308401;Missão Velha - CE;9324;População residente estimada;2014;2014;45;Pessoas;35150
6;Município;2308401;Missão Velha - CE;9324;População residente estimada;2015;2015;45;Pessoas;35240
6;Município;2308401;Missão Velha - CE;9324;População residente estimada;2016;2016;45;Pessoas;35326
6;Município;2308401;Missão Velha - CE;9324;População residente estimada;2017;2017;45;Pessoas;35409
6;Município;2308401;Missão Velha - CE;9324;População residente estimada;2018;2018;45;Pessoas;35662
6;Município;2308401;Missão Velha - CE;9324;População residente estimada;2019;2019;45;Pessoas;35393
6;Município;2308401;Missão Velha - CE;9324;População residente estimada;2020;2020;45;Pessoas;35480
6;Município;2308401;Missão Velha - CE;9324;População residente estimada;2021;2021;45;Pessoas;35566
6;Município;2308401;Missão Velha - CE;9324;População residente estimada;2024;2024;45;Pessoas;38767
6;Município;2308500;Mombaça - CE;9324;População residente estimada;2014;2014;45;Pessoas;43557
6;Município;2308500;Mombaça - CE;9324;População residente estimada;2015;2015;45;Pessoas;43619
6;Município;2308500;Mombaça - CE;9324;População residente estimada;2016;2016;45;Pessoas;43678
6;Município;2308500;Mombaça - CE;9324;População residente estimada;2017;2017;45;Pessoas;43735
6;Município;2308500;Mombaça - CE;9324;População residente estimada;2018;2018;45;Pessoas;44060
6;Município;2308500;Mombaça - CE;9324;População residente estimada;2019;2019;45;Pessoas;43797
6;Município;2308500;Mombaça - CE;9324;População residente estimada;2020;2020;45;Pessoas;43858
6;Município;2308500;Mombaça - CE;9324;População residente estimada;2021;2021;45;Pessoas;43917
6;Município;2308500;Mombaça - CE;9324;População residente estimada;2024;2024;45;Pessoas;38649
6;Município;2308609;Monsenhor Tabosa - CE;9324;População residente estimada;2014;2014;45;Pessoas;16998
6;Município;2308609;Monsenhor Tabosa - CE;9324;População residente estimada;2015;2015;45;Pessoas;17012
6;Município;2308609;Monsenhor Tabosa - CE;9324;População residente estimada;2016;2016;45;Pessoas;17025
6;Município;2308609;Monsenhor Tabosa - CE;9324;População residente estimada;2017;2017;45;Pessoas;17038
6;Município;2308609;Monsenhor Tabosa - CE;9324;População residente estimada;2018;2018;45;Pessoas;17167
6;Município;2308609;Monsenhor Tabosa - CE;9324;População residente estimada;2019;2019;45;Pessoas;17234
6;Município;2308609;Monsenhor Tabosa - CE;9324;População residente estimada;2020;2020;45;Pessoas;17249
6;Município;2308609;Monsenhor Tabosa - CE;9324;População residente estimada;2021;2021;45;Pessoas;17264
6;Município;2308609;Monsenhor Tabosa - CE;9324;População residente estimada;2024;2024;45;Pessoas;17664
6;Município;2308708;Morada Nova - CE;9324;População residente estimada;2014;2014;45;Pessoas;62091
6;Município;2308708;Morada Nova - CE;9324;População residente estimada;2015;2015;45;Pessoas;61903
6;Município;2308708;Morada Nova - CE;9324;População residente estimada;2016;2016;45;Pessoas;61722
6;Município;2308708;Morada Nova - CE;9324;População residente estimada;2017;2017;45;Pessoas;61548
6;Município;2308708;Morada Nova - CE;9324;População residente estimada;2018;2018;45;Pessoas;62069
6;Município;2308708;Morada Nova - CE;9324;População residente estimada;2019;2019;45;Pessoas;61890
6;Município;2308708;Morada Nova - CE;9324;População residente estimada;2020;2020;45;Pessoas;61738
6;Município;2308708;Morada Nova - CE;9324;População residente estimada;2021;2021;45;Pessoas;61590
6;Município;2308708;Morada Nova - CE;9324;População residente estimada;2024;2024;45;Pessoas;65323
6;Município;2308807;Moraújo - CE;9324;População residente estimada;2014;2014;45;Pessoas;8457
6;Município;2308807;Moraújo - CE;9324;População residente estimada;2015;2015;45;Pessoas;8520
6;Município;2308807;Moraújo - CE;9324;População residente estimada;2016;2016;45;Pessoas;8579
6;Município;2308807;Moraújo - CE;9324;População residente estimada;2017;2017;45;Pessoas;8636
6;Município;2308807;Moraújo - CE;9324;População residente estimada;2018;2018;45;Pessoas;8689
6;Município;2308807;Moraújo - CE;9324;População residente estimada;2019;2019;45;Pessoas;8724
6;Município;2308807;Moraújo - CE;9324;População residente estimada;2020;2020;45;Pessoas;8779
6;Município;2308807;Moraújo - CE;9324;População residente estimada;2021;2021;45;Pessoas;8833
6;Município;2308807;Moraújo - CE;9324;População residente estimada;2024;2024;45;Pessoas;8516
6;Município;2308906;Morrinhos - CE;9324;População residente estimada;2014;2014;45;Pessoas;21737
6;Município;2308906;Morrinhos - CE;9324;População residente estimada;2015;2015;45;Pessoas;21905
6;Município;2308906;Morrinhos - CE;9324;População residente estimada;2016;2016;45;Pessoas;22067
6;Município;2308906;Morrinhos - CE;9324;População residente estimada;2017;2017;45;Pessoas;22222
6;Município;2308906;Morrinhos - CE;9324;População residente estimada;2018;2018;45;Pessoas;22354
6;Município;2308906;Morrinhos - CE;9324;População residente estimada;2019;2019;45;Pessoas;22534
6;Município;2308906;Morrinhos - CE;9324;População residente estimada;2020;2020;45;Pessoas;22685
6;Município;2308906;Morrinhos - CE;9324;População residente estimada;2021;2021;45;Pessoas;22830
6;Município;2308906;Morrinhos - CE;9324;População residente estimada;2024;2024;45;Pessoas;23608
6;Município;2309003;Mucambo - CE;9324;População residente estimada;2014;2014;45;Pessoas;14346
6;Município;2309003;Mucambo - CE;9324;População residente estimada;2015;2015;45;Pessoas;14357
6;Município;2309003;Mucambo - CE;9324;População residente estimada;2016;2016;45;Pessoas;14367
6;Município;2309003;Mucambo - CE;9324;População residente estimada;2017;2017;45;Pessoas;14377
6;Município;2309003;Mucambo - CE;9324;População residente estimada;2018;2018;45;Pessoas;14485
6;Município;2309003;Mucambo - CE;9324;População residente estimada;2019;2019;45;Pessoas;14537
6;Município;2309003;Mucambo - CE;9324;População residente estimada;2020;2020;45;Pessoas;14549
6;Município;2309003;Mucambo - CE;9324;População residente estimada;2021;2021;45;Pessoas;14561
6;Município;2309003;Mucambo - CE;9324;População residente estimada;2024;2024;45;Pessoas;14009
6;Município;2309102;Mulungu - CE;9324;População residente estimada;2014;2014;45;Pessoas;12364
6;Município;2309102;Mulungu - CE;9324;População residente estimada;2015;2015;45;Pessoas;12526
6;Município;2309102;Mulungu - CE;9324;População residente estimada;2016;2016;45;Pessoas;12682
6;Município;2309102;Mulungu - CE;9324;População residente estimada;2017;2017;45;Pessoas;12831
6;Município;2309102;Mulungu - CE;9324;População residente estimada;2018;2018;45;Pessoas;12892
6;Município;2309102;Mulungu - CE;9324;População residente estimada;2019;2019;45;Pessoas;10823
6;Município;2309102;Mulungu - CE;9324;População residente estimada;2020;2020;45;Pessoas;10941
6;Município;2309102;Mulungu - CE;9324;População residente estimada;2021;2021;45;Pessoas;11056
6;Município;2309102;Mulungu - CE;9324;População residente estimada;2024;2024;45;Pessoas;10993
6;Município;2309201;Nova Olinda - CE;9324;População residente estimada;2014;2014;45;Pessoas;15048
6;Município;2309201;Nova Olinda - CE;9324;População residente estimada;2015;2015;45;Pessoas;15181
6;Município;2309201;Nova Olinda - CE;9324;População residente estimada;2016;2016;45;Pessoas;15310
6;Município;2309201;Nova Olinda - CE;9324;População residente estimada;2017;2017;45;Pessoas;15433
6;Município;2309201;Nova Olinda - CE;9324;População residente estimada;2018;2018;45;Pessoas;15520
6;Município;2309201;Nova Olinda - CE;9324;População residente estimada;2019;2019;45;Pessoas;15565
6;Município;2309201;Nova Olinda - CE;9324;População residente estimada;2020;2020;45;Pessoas;15684
6;Município;2309201;Nova Olinda - CE;9324;População residente estimada;2021;2021;45;Pessoas;15798
6;Município;2309201;Nova Olinda - CE;9324;População residente estimada;2024;2024;45;Pessoas;15960
6;Município;2309300;Nova Russas - CE;9324;População residente estimada;2014;2014;45;Pessoas;31783
6;Município;2309300;Nova Russas - CE;9324;População residente estimada;2015;2015;45;Pessoas;31870
6;Município;2309300;Nova Russas - CE;9324;População residente estimada;2016;2016;45;Pessoas;31954
6;Município;2309300;Nova Russas - CE;9324;População residente estimada;2017;2017;45;Pessoas;32035
6;Município;2309300;Nova Russas - CE;9324;População residente estimada;2018;2018;45;Pessoas;32262
6;Município;2309300;Nova Russas - CE;9324;População residente estimada;2019;2019;45;Pessoas;32328
6;Município;2309300;Nova Russas - CE;9324;População residente estimada;2020;2020;45;Pessoas;32408
6;Município;2309300;Nova Russas - CE;9324;População residente estimada;2021;2021;45;Pessoas;32487
6;Município;2309300;Nova Russas - CE;9324;População residente estimada;2024;2024;45;Pessoas;32014
6;Município;2309409;Novo Oriente - CE;9324;População residente estimada;2014;2014;45;Pessoas;28149
6;Município;2309409;Novo Oriente - CE;9324;População residente estimada;2015;2015;45;Pessoas;28220
6;Município;2309409;Novo Oriente - CE;9324;População residente estimada;2016;2016;45;Pessoas;28288
6;Município;2309409;Novo Oriente - CE;9324;População residente estimada;2017;2017;45;Pessoas;28353
6;Município;2309409;Novo Oriente - CE;9324;População residente estimada;2018;2018;45;Pessoas;28557
6;Município;2309409;Novo Oriente - CE;9324;População residente estimada;2019;2019;45;Pessoas;28607
6;Município;2309409;Novo Oriente - CE;9324;População residente estimada;2020;2020;45;Pessoas;28673
6;Município;2309409;Novo Oriente - CE;9324;População residente estimada;2021;2021;45;Pessoas;28737
6;Município;2309409;Novo Oriente - CE;9324;População residente estimada;2024;2024;45;Pessoas;29043
6;Município;2309458;Ocara - CE;9324;População residente estimada;2014;2014;45;Pessoas;24979
6;Município;2309458;Ocara - CE;9324;População residente estimada;2015;2015;45;Pessoas;25123
6;Município;2309458;Ocara - CE;9324;População residente estimada;2016;2016;45;Pessoas;25261
6;Município;2309458;Ocara - CE;9324;População residente estimada;2017;2017;45;Pessoas;25394
6;Município;2309458;Ocara - CE;9324;População residente estimada;2018;2018;45;Pessoas;25557
6;Município;2309458;Ocara - CE;9324;População residente estimada;2019;2019;45;Pessoas;25703
6;Município;2309458;Ocara - CE;9324;População residente estimada;2020;2020;45;Pessoas;25833
6;Município;2309458;Ocara - CE;9324;População residente estimada;2021;2021;45;Pessoas;25958
6;Município;2309458;Ocara - CE;9324;População residente estimada;2024;2024;45;Pessoas;25218
6;Município;2309508;Orós - CE;9324;População residente estimada;2014;2014;45;Pessoas;21447
6;Município;2309508;Orós - CE;9324;População residente estimada;2015;2015;45;Pessoas;21394
6;Município;2309508;Orós - CE;9324;População residente estimada;2016;2016;45;Pessoas;21342
6;Município;2309508;Orós - CE;9324;População residente estimada;2017;2017;45;Pessoas;21292
6;Município;2309508;Orós - CE;9324;População residente estimada;2018;2018;45;Pessoas;21471
6;Município;2309508;Orós - CE;9324;População residente estimada;2019;2019;45;Pessoas;21427
6;Município;2309508;Orós - CE;9324;População residente estimada;2020;2020;45;Pessoas;21384
6;Município;2309508;Orós - CE;9324;População residente estimada;2021;2021;45;Pessoas;21342
6;Município;2309508;Orós - CE;9324;População residente estimada;2024;2024;45;Pessoas;20019
6;Município;2309607;Pacajus - CE;9324;População residente estimada;2014;2014;45;Pessoas;67678
6;Município;2309607;Pacajus - CE;9324;População residente estimada;2015;2015;45;Pessoas;68800
6;Município;2309607;Pacajus - CE;9324;População residente estimada;2016;2016;45;Pessoas;69877
6;Município;2309607;Pacajus - CE;9324;População residente estimada;2017;2017;45;Pessoas;70911
6;Município;2309607;Pacajus - CE;9324;População residente estimada;2018;2018;45;Pessoas;71193
6;Município;2309607;Pacajus - CE;9324;População residente estimada;2019;2019;45;Pessoas;72203
6;Município;2309607;Pacajus - CE;9324;População residente estimada;2020;2020;45;Pessoas;73188
6;Município;2309607;Pacajus - CE;9324;População residente estimada;2021;2021;45;Pessoas;74145
6;Município;2309607;Pacajus - CE;9324;População residente estimada;2024;2024;45;Pessoas;74825
6;Município;2309706;Pacatuba - CE;9324;População residente estimada;2014;2014;45;Pessoas;79077
6;Município;2309706;Pacatuba - CE;9324;População residente estimada;2015;2015;45;Pessoas;80378
6;Município;2309706;Pacatuba - CE;9324;População residente estimada;2016;2016;45;Pessoas;81627
6;Município;2309706;Pacatuba - CE;9324;População residente estimada;2017;2017;45;Pessoas;82824
6;Município;2309706;Pacatuba - CE;9324;População residente estimada;2018;2018;45;Pessoas;83157
6;Município;2309706;Pacatuba - CE;9324;População residente estimada;2019;2019;45;Pessoas;83432
6;Município;2309706;Pacatuba - CE;9324;População residente estimada;2020;2020;45;Pessoas;84554
6;Município;2309706;Pacatuba - CE;9324;População residente estimada;2021;2021;45;Pessoas;85647
6;Município;2309706;Pacatuba - CE;9324;População residente estimada;2024;2024;45;Pessoas;85873
6;Município;2309805;Pacoti - CE;9324;População residente estimada;2014;2014;45;Pessoas;11884
6;Município;2309805;Pacoti - CE;9324;População residente estimada;2015;2015;45;Pessoas;11910
6;Município;2309805;Pacoti - CE;9324;População residente estimada;2016;2016;45;Pessoas;11936
6;Município;2309805;Pacoti - CE;9324;População residente estimada;2017;2017;45;Pessoas;11960
6;Município;2309805;Pacoti - CE;9324;População residente estimada;2018;2018;45;Pessoas;12046
6;Município;2309805;Pacoti - CE;9324;População residente estimada;2019;2019;45;Pessoas;12261
6;Município;2309805;Pacoti - CE;9324;População residente estimada;2020;2020;45;Pessoas;12288
6;Município;2309805;Pacoti - CE;9324;População residente estimada;2021;2021;45;Pessoas;12313
6;Município;2309805;Pacoti - CE;9324;População residente estimada;2024;2024;45;Pessoas;11442
6;Município;2309904;Pacujá - CE;9324;População residente estimada;2014;2014;45;Pessoas;6150
6;Município;2309904;Pacujá - CE;9324;População residente estimada;2015;2015;45;Pessoas;6168
6;Município;2309904;Pacujá - CE;9324;População residente estimada;2016;2016;45;Pessoas;6186
6;Município;2309904;Pacujá - CE;9324;População residente estimada;2017;2017;45;Pessoas;6202
6;Município;2309904;Pacujá - CE;9324;População residente estimada;2018;2018;45;Pessoas;6246
6;Município;2309904;Pacujá - CE;9324;População residente estimada;2019;2019;45;Pessoas;6533
6;Município;2309904;Pacujá - CE;9324;População residente estimada;2020;2020;45;Pessoas;6549
6;Município;2309904;Pacujá - CE;9324;População residente estimada;2021;2021;45;Pessoas;6565
6;Município;2309904;Pacujá - CE;9324;População residente estimada;2024;2024;45;Pessoas;6345
6;Município;2310001;Palhano - CE;9324;População residente estimada;2014;2014;45;Pessoas;9169
6;Município;2310001;Palhano - CE;9324;População residente estimada;2015;2015;45;Pessoas;9209
6;Município;2310001;Palhano - CE;9324;População residente estimada;2016;2016;45;Pessoas;9248
6;Município;2310001;Palhano - CE;9324;População residente estimada;2017;2017;45;Pessoas;9285
6;Município;2310001;Palhano - CE;9324;População residente estimada;2018;2018;45;Pessoas;9348
6;Município;2310001;Palhano - CE;9324;População residente estimada;2019;2019;45;Pessoas;9386
6;Município;2310001;Palhano - CE;9324;População residente estimada;2020;2020;45;Pessoas;9422
6;Município;2310001;Palhano - CE;9324;População residente estimada;2021;2021;45;Pessoas;9458
6;Município;2310001;Palhano - CE;9324;População residente estimada;2024;2024;45;Pessoas;9671
6;Município;2310100;Palmácia - CE;9324;População residente estimada;2014;2014;45;Pessoas;12762
6;Município;2310100;Palmácia - CE;9324;População residente estimada;2015;2015;45;Pessoas;12895
