NC;NN;D1C;D1N;D2C;D2N;D3C;D3N;MC;MN;V
Nível Territorial (Código);Nível Territorial;Brasil, Unidade da Federação e Município (Código);Brasil, Unidade da Federação e Município;Variável (Código);Variável;Ano (Código);Ano;Unidade de Medida (Código);Unidade de Medida;Valor
6;Município;2302503;Brejo Santo - CE;9324;População residente estimada;2014;2014;45;Pessoas;47645
6;Município;2302503;Brejo Santo - CE;9324;População residente estimada;2015;2015;45;Pessoas;48056
6;Município;2302503;Brejo Santo - CE;9324;População residente estimada;2016;2016;45;Pessoas;48451
6;Município;2302503;Brejo Santo - CE;9324;População residente estimada;2017;2017;45;Pessoas;48830
6;Município;2302503;Brejo Santo - CE;9324;População residente estimada;2018;2018;45;Pessoas;49109
6;Município;2302503;Brejo Santo - CE;9324;População residente estimada;2019;2019;45;Pessoas;49477
6;Município;2302503;Brejo Santo - CE;9324;População residente estimada;2020;2020;45;Pessoas;49842
6;Município;2302503;Brejo Santo - CE;9324;População residente estimada;2021;2021;45;Pessoas;50195
6;Município;2302503;Brejo Santo - CE;9324;População residente estimada;2024;2024;45;Pessoas;53778
6;Município;2302602;Camocim - CE;9324;População residente estimada;2014;2014;45;Pessoas;62201
6;Município;2302602;Camocim - CE;9324;População residente estimada;2015;2015;45;Pessoas;62473
6;Município;2302602;Camocim - CE;9324;População residente estimada;2016;2016;45;Pessoas;62734
6;Município;2302602;Camocim - CE;9324;População residente estimada;2017;2017;45;Pessoas;62985
6;Município;2302602;Camocim - CE;9324;População residente estimada;2018;2018;45;Pessoas;63408
6;Município;2302602;Camocim - CE;9324;População residente estimada;2019;2019;45;Pessoas;63661
6;Município;2302602;Camocim - CE;9324;População residente estimada;2020;2020;45;Pessoas;63907
6;Município;2302602;Camocim - CE;9324;População residente estimada;2021;2021;45;Pessoas;64147
6;Município;2302602;Camocim - CE;9324;População residente estimada;2024;2024;45;Pessoas;65031
6;Município;2302701;Campos Sales - CE;9324;População residente estimada;2014;2014;45;Pessoas;27077
6;Município;2302701;Campos Sales - CE;9324;População residente estimada;2015;2015;45;Pessoas;27123
6;Município;2302701;Campos Sales - CE;9324;População residente estimada;2016;2016;45;Pessoas;27167
6;Município;2302701;Campos Sales - CE;9324;População residente estimada;2017;2017;45;Pessoas;27209
6;Município;2302701;Campos Sales - CE;9324;População residente estimada;2018;2018;45;Pessoas;27409
6;Município;2302701;Campos Sales - CE;9324;População residente estimada;2019;2019;45;Pessoas;27426
6;Município;2302701;Campos Sales - CE;9324;População residente estimada;2020;2020;45;Pessoas;27470
6;Município;2302701;Campos Sales - CE;9324;População residente estimada;2021;2021;45;Pessoas;27513
6;Município;2302701;Campos Sales - CE;9324;População residente estimada;2024;2024;45;Pessoas;26082
6;Município;2302800;Canindé - CE;9324;População residente estimada;2014;2014;45;Pessoas;76724
6;Município;2302800;Canindé - CE;9324;População residente estimada;2015;2015;45;Pessoas;76998
6;Município;2302800;Canindé - CE;9324;População residente estimada;2016;2016;45;Pessoas;77261
6;Município;2302800;Canindé - CE;9324;População residente estimada;2017;2017;45;Pessoas;77514
6;Município;2302800;Canindé - CE;9324;População residente estimada;2018;2018;45;Pessoas;78049
6;Município;2302800;Canindé - CE;9324;População residente estimada;2019;2019;45;Pessoas;76997
6;Município;2302800;Canindé - CE;9324;População residente estimada;2020;2020;45;Pessoas;77244
6;Município;2302800;Canindé - CE;9324;População residente estimada;2021;2021;45;Pessoas;77484
6;Município;2302800;Canindé - CE;9324;População residente estimada;2024;2024;45;Pessoas;77207
6;Município;2302909;Capistrano - CE;9324;População residente estimada;2014;2014;45;Pessoas;17523
6;Município;2302909;Capistrano - CE;9324;População residente estimada;2015;2015;45;Pessoas;17573
6;Município;2302909;Capistrano - CE;9324;População residente estimada;2016;2016;45;Pessoas;17621
6;Município;2302909;Capistrano - CE;9324;População residente estimada;2017;2017;45;Pessoas;17668
6;Município;2302909;Capistrano - CE;9324;População residente estimada;2018;2018;45;Pessoas;17793
6;Município;2302909;Capistrano - CE;9324;População residente estimada;2019;2019;45;Pessoas;17738
6;Município;2302909;Capistrano - CE;9324;População residente estimada;2020;2020;45;Pessoas;17786
6;Município;2302909;Capistrano - CE;9324;População residente estimada;2021;2021;45;Pessoas;17830
6;Município;2302909;Capistrano - CE;9324;População residente estimada;2024;2024;45;Pessoas;17760
6;Município;2303006;Caridade - CE;9324;População residente estimada;2014;2014;45;Pessoas;21524
6;Município;2303006;Caridade - CE;9324;População residente estimada;2015;2015;45;Pessoas;21800
6;Município;2303006;Caridade - CE;9324;População residente estimada;2016;2016;45;Pessoas;22065
6;Município;2303006;Caridade - CE;9324;População residente estimada;2017;2017;45;Pessoas;22320
6;Município;2303006;Caridade - CE;9324;População residente estimada;2018;2018;45;Pessoas;22427
6;Município;2303006;Caridade - CE;9324;População residente estimada;2019;2019;45;Pessoas;22547
6;Município;2303006;Caridade - CE;9324;População residente estimada;2020;2020;45;Pessoas;22782
6;Município;2303006;Caridade - CE;9324;População residente estimada;2021;2021;45;Pessoas;23011
6;Município;2303006;Caridade - CE;9324;População residente estimada;2024;2024;45;Pessoas;16419
6;Município;2303105;Cariré - CE;9324;População residente estimada;2014;2014;45;Pessoas;18637
6;Município;2303105;Cariré - CE;9324;População residente estimada;2015;2015;45;Pessoas;18645
6;Município;2303105;Cariré - CE;9324;População residente estimada;2016;2016;45;Pessoas;18653
6;Município;2303105;Cariré - CE;9324;População residente estimada;2017;2017;45;Pessoas;18660
6;Município;2303105;Cariré - CE;9324;População residente estimada;2018;2018;45;Pessoas;18802
6;Município;2303105;Cariré - CE;9324;População residente estimada;2019;2019;45;Pessoas;18448
6;Município;2303105;Cariré - CE;9324;População residente estimada;2020;2020;45;Pessoas;18459
6;Município;2303105;Cariré - CE;9324;População residente estimada;2021;2021;45;Pessoas;18470
6;Município;2303105;Cariré - CE;9324;População residente estimada;2024;2024;45;Pessoas;18075
6;Município;2303204;Caririaçu - CE;9324;População residente estimada;2014;2014;45;Pessoas;26840
6;Município;2303204;Caririaçu - CE;9324;População residente estimada;2015;2015;45;Pessoas;26858
6;Município;2303204;Caririaçu - CE;9324;População residente estimada;2016;2016;45;Pessoas;26876
6;Município;2303204;Caririaçu - CE;9324;População residente estimada;2017;2017;45;Pessoas;26892
6;Município;2303204;Caririaçu - CE;9324;População residente estimada;2018;2018;45;Pessoas;27095
6;Município;2303204;Caririaçu - CE;9324;População residente estimada;2019;2019;45;Pessoas;26965
6;Município;2303204;Caririaçu - CE;9324;População residente estimada;2020;2020;45;Pessoas;26987
6;Município;2303204;Caririaçu - CE;9324;População residente estimada;2021;2021;45;Pessoas;27008
6;Município;2303204;Caririaçu - CE;9324;População residente estimada;2024;2024;45;Pessoas;27482
6;Município;2303303;Cariús - CE;9324;População residente estimada;2014;2014;45;Pessoas;18813
6;Município;2303303;Cariús - CE;9324;População residente estimada;2015;2015;45;Pessoas;18810
6;Município;2303303;Cariús - CE;9324;População residente estimada;2016;2016;45;Pessoas;18807
6;Município;2303303;Cariús - CE;9324;População residente estimada;2017;2017;45;Pessoas;18804
6;Município;2303303;Cariús - CE;9324;População residente estimada;2018;2018;45;Pessoas;18950
6;Município;2303303;Cariús - CE;9324;População residente estimada;2019;2019;45;Pessoas;18699
6;Município;2303303;Cariús - CE;9324;População residente estimada;2020;2020;45;Pessoas;18699
6;Município;2303303;Cariús - CE;9324;População residente estimada;2021;2021;45;Pessoas;18700
6;Município;2303303;Cariús - CE;9324;População residente estimada;2024;2024;45;Pessoas;17333
6;Município;2303402;Carnaubal - CE;9324;População residente estimada;2014;2014;45;Pessoas;17374
6;Município;2303402;Carnaubal - CE;9324;População residente estimada;2015;2015;45;Pessoas;17463
6;Município;2303402;Carnaubal - CE;9324;População residente estimada;2016;2016;45;Pessoas;17549
6;Município;2303402;Carnaubal - CE;9324;População residente estimada;2017;2017;45;Pessoas;17631
6;Município;2303402;Carnaubal - CE;9324;População residente estimada;2018;2018;45;Pessoas;17747
6;Município;2303402;Carnaubal - CE;9324;População residente estimada;2019;2019;45;Pessoas;17606
6;Município;2303402;Carnaubal - CE;9324;População residente estimada;2020;2020;45;Pessoas;17685
6;Município;2303402;Carnaubal - CE;9324;População residente estimada;2021;2021;45;Pessoas;17763
6;Município;2303402;Carnaubal - CE;9324;População residente estimada;2024;2024;45;Pessoas;17758
6;Município;2303501;Cascavel - CE;9324;População residente estimada;2014;2014;45;Pessoas;69498
6;Município;2303501;Cascavel - CE;9324;População residente estimada;2015;2015;45;Pessoas;70047
6;Município;2303501;Cascavel - CE;9324;População residente estimada;2016;2016;45;Pessoas;70574
6;Município;2303501;Cascavel - CE;9324;População residente estimada;2017;2017;45;Pessoas;71079
6;Município;2303501;Cascavel - CE;9324;População residente estimada;2018;2018;45;Pessoas;71499
6;Município;2303501;Cascavel - CE;9324;População residente estimada;2019;2019;45;Pessoas;71743
6;Município;2303501;Cascavel - CE;9324;População residente estimada;2020;2020;45;Pessoas;72232
6;Município;2303501;Cascavel - CE;9324;População residente estimada;2021;2021;45;Pessoas;72706
6;Município;2303501;Cascavel - CE;9324;População residente estimada;2024;2024;45;Pessoas;76365
6;Município;2303600;Catarina - CE;9324;População residente estimada;2014;2014;45;Pessoas;19882
6;Município;2303600;Catarina - CE;9324;População residente estimada;2015;2015;45;Pessoas;20079
6;Município;2303600;Catarina - CE;9324;População residente estimada;2016;2016;45;Pessoas;20269
6;Município;2303600;Catarina - CE;9324;População residente estimada;2017;2017;45;Pessoas;20451
6;Município;2303600;Catarina - CE;9324;População residente estimada;2018;2018;45;Pessoas;20562
6;Município;2303600;Catarina - CE;9324;População residente estimada;2019;2019;45;Pessoas;20698
6;Município;2303600;Catarina - CE;9324;População residente estimada;2020;2020;45;Pessoas;20871
6;Município;2303600;Catarina - CE;9324;População residente estimada;2021;2021;45;Pessoas;21041
6;Município;2303600;Catarina - CE;9324;População residente estimada;2024;2024;45;Pessoas;9577
6;Município;2303659;Catunda - CE;9324;População residente estimada;2014;2014;45;Pessoas;10257
6;Município;2303659;Catunda - CE;9324;População residente estimada;2015;2015;45;Pessoas;10294
6;Município;2303659;Catunda - CE;9324;População residente estimada;2016;2016;45;Pessoas;10331
6;Município;2303659;Catunda - CE;9324;População residente estimada;2017;2017;45;Pessoas;10365
6;Município;2303659;Catunda - CE;9324;População residente estimada;2018;2018;45;Pessoas;10437
6;Município;2303659;Catunda - CE;9324;População residente estimada;2019;2019;45;Pessoas;10342
6;Município;2303659;Catunda - CE;9324;População residente estimada;2020;2020;45;Pessoas;10376
6;Município;2303659;Catunda - CE;9324;População residente estimada;2021;2021;45;Pessoas;10410
6;Município;2303659;Catunda - CE;9324;População residente estimada;2024;2024;45;Pessoas;10817
6;Município;2303709;Caucaia - CE;9324;População residente estimada;2014;2014;45;Pessoas;349526
6;Município;2303709;Caucaia - CE;9324;População residente estimada;2015;2015;45;Pessoas;353932
6;Município;2303709;Caucaia - CE;9324;População residente estimada;2016;2016;45;Pessoas;358164
6;Município;2303709;Caucaia - CE;9324;População residente estimada;2017;2017;45;Pessoas;362223
6;Município;2303709;Caucaia - CE;9324;População residente estimada;2018;2018;45;Pessoas;363982
6;Município;2303709;Caucaia - CE;9324;População residente estimada;2019;2019;45;Pessoas;361400
6;Município;2303709;Caucaia - CE;9324;População residente estimada;2020;2020;45;Pessoas;365212
6;Município;2303709;Caucaia - CE;9324;População residente estimada;2021;2021;45;Pessoas;368918
6;Município;2303709;Caucaia - CE;9324;População residente estimada;2024;2024;45;Pessoas;375730
6;Município;2303808;Cedro - CE;9324;População residente estimada;2014;2014;45;Pessoas;24986
6;Município;2303808;Cedro - CE;9324;População residente estimada;2015;2015;45;Pessoas;25013
6;Município;2303808;Cedro - CE;9324;População residente estimada;2016;2016;45;Pessoas;25038
6;Município;2303808;Cedro - CE;9324;População residente estimada;2017;2017;45;Pessoas;25063
6;Município;2303808;Cedro - CE;9324;População residente estimada;2018;2018;45;Pessoas;25249
6;Município;2303808;Cedro - CE;9324;População residente estimada;2019;2019;45;Pessoas;25557
6;Município;2303808;Cedro - CE;9324;População residente estimada;2020;2020;45;Pessoas;25585
6;Município;2303808;Cedro - CE;9324;População residente estimada;2021;2021;45;Pessoas;25612
6;Município;2303808;Cedro - CE;9324;População residente estimada;2024;2024;45;Pessoas;22678
6;Município;2303907;Chaval - CE;9324;População residente estimada;2014;2014;45;Pessoas;12888
6;Município;2303907;Chaval - CE;9324;População residente estimada;2015;2015;45;Pessoas;12910
6;Município;2303907;Chaval - CE;9324;População residente estimada;2016;2016;45;Pessoas;12931
6;Município;2303907;Chaval - CE;9324;População residente estimada;2017;2017;45;Pessoas;12952
6;Município;2303907;Chaval - CE;9324;População residente estimada;2018;2018;45;Pessoas;13047
6;Município;2303907;Chaval - CE;9324;População residente estimada;2019;2019;45;Pessoas;13069
6;Município;2303907;Chaval - CE;9324;População residente estimada;2020;2020;45;Pessoas;13091
6;Município;2303907;Chaval - CE;9324;População residente estimada;2021;2021;45;Pessoas;13112
6;Município;2303907;Chaval - CE;9324;População residente estimada;2024;2024;45;Pessoas;12805
6;Município;2303931;Choró - CE;9324;População residente estimada;2014;2014;45;Pessoas;13246
6;Município;2303931;Choró - CE;9324;População residente estimada;2015;2015;45;Pessoas;13294
6;Município;2303931;Choró - CE;9324;População residente estimada;2016;2016;45;Pessoas;13340
6;Município;2303931;Choró - CE;9324;População residente estimada;2017;2017;45;Pessoas;13384
6;Município;2303931;Choró - CE;9324;População residente estimada;2018;2018;45;Pessoas;13476
6;Município;2303931;Choró - CE;9324;População residente estimada;2019;2019;45;Pessoas;13521
6;Município;2303931;Choró - CE;9324;População residente estimada;2020;2020;45;Pessoas;13565
6;Município;2303931;Choró - CE;9324;População residente estimada;2021;2021;45;Pessoas;13608
6;Município;2303931;Choró - CE;9324;População residente estimada;2024;2024;45;Pessoas;12380
6;Município;2303956;Chorozinho - CE;9324;População residente estimada;2014;2014;45;Pessoas;19189
6;Município;2303956;Chorozinho - CE;9324;População residente estimada;2015;2015;45;Pessoas;19192
6;Município;2303956;Chorozinho - CE;9324;População residente estimada;2016;2016;45;Pessoas;19194
6;Município;2303956;Chorozinho - CE;9324;População residente estimada;2017;2017;45;Pessoas;19197
6;Município;2303956;Chorozinho - CE;9324;População residente estimada;2018;2018;45;Pessoas;19345
6;Município;2303956;Chorozinho - CE;9324;População residente estimada;2019;2019;45;Pessoas;20264
6;Município;2303956;Chorozinho - CE;9324;População residente estimada;2020;2020;45;Pessoas;20274
6;Município;2303956;Chorozinho - CE;9324;População residente estimada;2021;2021;45;Pessoas;20286
6;Município;2303956;Chorozinho - CE;9324;População residente estimada;2024;2024;45;Pessoas;20763
6;Município;2304004;Coreaú - CE;9324;População residente estimada;2014;2014;45;Pessoas;22773
6;Município;2304004;Coreaú - CE;9324;População residente estimada;2015;2015;45;Pessoas;22889
6;Município;2304004;Coreaú - CE;9324;População residente estimada;2016;2016;45;Pessoas;23000
6;Município;2304004;Coreaú - CE;9324;População residente estimada;2017;2017;45;Pessoas;23107
6;Município;2304004;Coreaú - CE;9324;População residente estimada;2018;2018;45;Pessoas;23258
6;Município;2304004;Coreaú - CE;9324;População residente estimada;2019;2019;45;Pessoas;23136
6;Município;2304004;Coreaú - CE;9324;População residente estimada;2020;2020;45;Pessoas;23239
6;Município;2304004;Coreaú - CE;9324;População residente estimada;2021;2021;45;Pessoas;23340
6;Município;2304004;Coreaú - CE;9324;População residente estimada;2024;2024;45;Pessoas;21438
6;Município;2304103;Crateús - CE;9324;População residente estimada;2014;2014;45;Pessoas;74188
6;Município;2304103;Crateús - CE;9324;População residente estimada;2015;2015;45;Pessoas;74271
6;Município;2304103;Crateús - CE;9324;População residente estimada;2016;2016;45;Pessoas;74350
6;Município;2304103;Crateús - CE;9324;População residente estimada;2017;2017;45;Pessoas;74426
6;Município;2304103;Crateús - CE;9324;População residente estimada;2018;2018;45;Pessoas;74982
6;Município;2304103;Crateús - CE;9324;População residente estimada;2019;2019;45;Pessoas;75074
6;Município;2304103;Crateús - CE;9324;População residente estimada;2020;2020;45;Pessoas;75159
6;Município;2304103;Crateús - CE;9324;População residente estimada;2021;2021;45;Pessoas;75241
6;Município;2304103;Crateús - CE;9324;População residente estimada;2024;2024;45;Pessoas;79809
6;Município;2304202;Crato - CE;9324;População residente estimada;2014;2014;45;Pessoas;127657
6;Município;2304202;Crato - CE;9324;População residente estimada;2015;2015;45;Pessoas;128680
6;Município;2304202;Crato - CE;9324;População residente estimada;2016;2016;45;Pessoas;129662
6;Município;2304202;Crato - CE;9324;População residente estimada;2017;2017;45;Pessoas;130604
6;Município;2304202;Crato - CE;9324;População residente estimada;2018;2018;45;Pessoas;131372
6;Município;2304202;Crato - CE;9324;População residente estimada;2019;2019;45;Pessoas;132123
6;Município;2304202;Crato - CE;9324;População residente estimada;2020;2020;45;Pessoas;133031
6;Município;2304202;Crato - CE;9324;População residente estimada;2021;2021;45;Pessoas;133913
6;Município;2304202;Crato - CE;9324;População residente estimada;2024;2024;45;Pessoas;138232
6;Município;2304236;Croatá - CE;9324;População residente estimada;2014;2014;45;Pessoas;17650
6;Município;2304236;Croatá - CE;9324;População residente estimada;2015;2015;45;Pessoas;17728
6;Município;2304236;Croatá - CE;9324;População residente estimada;2016;2016;45;Pessoas;17802
6;Município;2304236;Croatá - CE;9324;População residente estimada;2017;2017;45;Pessoas;17874
6;Município;2304236;Croatá - CE;9324;População residente estimada;2018;2018;45;Pessoas;17994
6;Município;2304236;Croatá - CE;9324;População residente estimada;2019;2019;45;Pessoas;18063
6;Município;2304236;Croatá - CE;9324;População residente estimada;2020;2020;45;Pessoas;18133
6;Município;2304236;Croatá - CE;9324;População residente estimada;2021;2021;45;Pessoas;18201
6;Município;2304236;Croatá - CE;9324;População residente estimada;2024;2024;45;Pessoas;18007
6;Município;2304251;Cruz - CE;9324;População residente estimada;2014;2014;45;Pessoas;23514
6;Município;2304251;Cruz - CE;9324;População residente estimada;2015;2015;45;Pessoas;23677
6;Município;2304251;Cruz - CE;9324;População residente estimada;2016;2016;45;Pessoas;23833
6;Município;2304251;Cruz - CE;9324;População residente estimada;2017;2017;45;Pessoas;23983
6;Município;2304251;Cruz - CE;9324;População residente estimada;2018;2018;45;Pessoas;24131
6;Município;2304251;Cruz - CE;9324;População residente estimada;2019;2019;45;Pessoas;24827
6;Município;2304251;Cruz - CE;9324;População residente estimada;2020;2020;45;Pessoas;24977
6;Município;2304251;Cruz - CE;9324;População residente estimada;2021;2021;45;Pessoas;25121
6;Município;2304251;Cruz - CE;9324;População residente estimada;2024;2024;45;Pessoas;31847
6;Município;2304269;Deputado Irapuan Pinheiro - CE;9324;População residente estimada;2014;2014;45;Pessoas;9403
6;Município;2304269;Deputado Irapuan Pinheiro - CE;9324;População residente estimada;2015;2015;45;Pessoas;9444
6;Município;2304269;Deputado Irapuan Pinheiro - CE;9324;População residente estimada;2016;2016;45;Pessoas;9483
6;Município;2304269;Deputado Irapuan Pinheiro - CE;9324;População residente estimada;2017;2017;45;Pessoas;9521
6;Município;2304269;Deputado Irapuan Pinheiro - CE;9324;População residente estimada;2018;2018;45;Pessoas;9585
6;Município;2304269;Deputado Irapuan Pinheiro - CE;9324;População residente estimada;2019;2019;45;Pessoas;9625
6;Município;2304269;Deputado Irapuan Pinheiro - CE;9324;População residente estimada;2020;2020;45;Pessoas;9662
6;Município;2304269;Deputado Irapuan Pinheiro - CE;9324;População residente estimada;2021;2021;45;Pessoas;9698
6;Município;2304269;Deputado Irapuan Pinheiro - CE;9324;População residente estimada;2024;2024;45;Pessoas;9172
6;Município;2304277;Ereré - CE;9324;População residente estimada;2014;2014;45;Pessoas;7073
6;Município;2304277;Ereré - CE;9324;População residente estimada;2015;2015;45;Pessoas;7104
6;Município;2304277;Ereré - CE;9324;População residente estimada;2016;2016;45;Pessoas;7134
6;Município;2304277;Ereré - CE;9324;População residente estimada;2017;2017;45;Pessoas;7163
6;Município;2304277;Ereré - CE;9324;População residente estimada;2018;2018;45;Pessoas;7211
6;Município;2304277;Ereré - CE;9324;População residente estimada;2019;2019;45;Pessoas;7198
6;Município;2304277;Ereré - CE;9324;População residente estimada;2020;2020;45;Pessoas;7225
6;Município;2304277;Ereré - CE;9324;População residente estimada;2021;2021;45;Pessoas;7254
6;Município;2304277;Ereré - CE;9324;População residente estimada;2024;2024;45;Pessoas;6393
6;Município;2304285;Eusébio - CE;9324;População residente estimada;2014;2014;45;Pessoas;50308
6;Município;2304285;Eusébio - CE;9324;População residente estimada;2015;2015;45;Pessoas;51127
6;Município;2304285;Eusébio - CE;9324;População residente estimada;2016;2016;45;Pessoas;51913
6;Município;2304285;Eusébio - CE;9324;População residente estimada;2017;2017;45;Pessoas;52667
6;Município;2304285;Eusébio - CE;9324;População residente estimada;2018;2018;45;Pessoas;52880
6;Município;2304285;Eusébio - CE;9324;População residente estimada;2019;2019;45;Pessoas;53618
6;Município;2304285;Eusébio - CE;9324;População residente estimada;2020;2020;45;Pessoas;54337
6;Município;2304285;Eusébio - CE;9324;População residente estimada;2021;2021;45;Pessoas;55035
6;Município;2304285;Eusébio - CE;9324;População residente estimada;2024;2024;45;Pessoas;80304
6;Município;2304301;Farias Brito - CE;9324;População residente estimada;2014;2014;45;Pessoas;18937
6;Município;2304301;Farias Brito - CE;9324;População residente estimada;2015;2015;45;Pessoas;18861
6;Município;2304301;Farias Brito - CE;9324;População residente estimada;2016;2016;45;Pessoas;18789
6;Município;2304301;Farias Brito - CE;9324;População residente estimada;2017;2017;45;Pessoas;18720
6;Município;2304301;Farias Brito - CE;9324;População residente estimada;2018;2018;45;Pessoas;18882
6;Município;2304301;Farias Brito - CE;9324;População residente estimada;2019;2019;45;Pessoas;19450
6;Município;2304301;Farias Brito - CE;9324;População residente estimada;2020;2020;45;Pessoas;19389
6;Município;2304301;Farias Brito - CE;9324;População residente estimada;2021;2021;45;Pessoas;19330
6;Município;2304301;Farias Brito - CE;9324;População residente estimada;2024;2024;45;Pessoas;18557
6;Município;2304350;Forquilha - CE;9324;População residente estimada;2014;2014;45;Pessoas;23276
6;Município;2304350;Forquilha - CE;9324;População residente estimada;2015;2015;45;Pessoas;23544
6;Município;2304350;Forquilha - CE;9324;População residente estimada;2016;2016;45;Pessoas;23801
6;Município;2304350;Forquilha - CE;9324;População residente estimada;2017;2017;45;Pessoas;24047
6;Município;2304350;Forquilha - CE;9324;População residente estimada;2018;2018;45;Pessoas;24169
6;Município;2304350;Forquilha - CE;9324;População residente estimada;2019;2019;45;Pessoas;24218
6;Município;2304350;Forquilha - CE;9324;População residente estimada;2020;2020;45;Pessoas;24452
6;Município;2304350;Forquilha - CE;9324;População residente estimada;2021;2021;45;Pessoas;24680
6;Município;2304350;Forquilha - CE;9324;População residente estimada;2024;2024;45;Pessoas;25127
6;Município;2304400;Fortaleza - CE;9324;População residente estimada;2014;2014;45;Pessoas;2571896
6;Município;2304400;Fortaleza - CE;9324;População residente estimada;2015;2015;45;Pessoas;2591188
6;Município;2304400;Fortaleza - CE;9324;População residente estimada;2016;2016;45;Pessoas;2609716
6;Município;2304400;Fortaleza - CE;9324;População residente estimada;2017;2017;45;Pessoas;2627482
6;Município;2304400;Fortaleza - CE;9324;População residente estimada;2018;2018;45;Pessoas;2643247
6;Município;2304400;Fortaleza - CE;9324;População residente estimada;2019;2019;45;Pessoas;2669342
6;Município;2304400;Fortaleza - CE;9324;População residente estimada;2020;2020;45;Pessoas;2686612
6;Município;2304400;Fortaleza - CE;9324;População residente estimada;2021;2021;45;Pessoas;2703391
6;Município;2304400;Fortaleza - CE;9324;População residente estimada;2024;2024;45;Pessoas;2574412
6;Município;2304459;Fortim - CE;9324;População residente estimada;2014;2014;45;Pessoas;15781
6;Município;2304459;Fortim - CE;9324;População residente estimada;2015;2015;45;Pessoas;15951
6;Município;2304459;Fortim - CE;9324;População residente estimada;2016;2016;45;Pessoas;16115
6;Município;2304459;Fortim - CE;9324;População residente estimada;2017;2017;45;Pessoas;16272
6;Município;2304459;Fortim - CE;9324;População residente estimada;2018;2018;45;Pessoas;16357
6;Município;2304459;Fortim - CE;9324;População residente estimada;2019;2019;45;Pessoas;16480
6;Município;2304459;Fortim - CE;9324;População residente estimada;2020;2020;45;Pessoas;16631
6;Município;2304459;Fortim - CE;9324;População residente estimada;2021;2021;45;Pessoas;16776
6;Município;2304459;Fortim - CE;9324;População residente estimada;2024;2024;45;Pessoas;18052
6;Município;2304509;Frecheirinha - CE;9324;População residente estimada;2014;2014;45;Pessoas;13473
6;Município;2304509;Frecheirinha - CE;9324;População residente estimada;2015;2015;45;Pessoas;13541
6;Município;2304509;Frecheirinha - CE;9324;População residente estimada;2016;2016;45;Pessoas;13606
6;Município;2304509;Frecheirinha - CE;9324;População residente estimada;2017;2017;45;Pessoas;13669
6;Município;2304509;Frecheirinha - CE;9324;População residente estimada;2018;2018;45;Pessoas;13758
6;Município;2304509;Frecheirinha - CE;9324;População residente estimada;2019;2019;45;Pessoas;14072
6;Município;2304509;Frecheirinha - CE;9324;População residente estimada;2020;2020;45;Pessoas;14134
6;Município;2304509;Frecheirinha - CE;9324;População residente estimada;2021;2021;45;Pessoas;14195
6;Município;2304509;Frecheirinha - CE;9324;População residente estimada;2024;2024;45;Pessoas;16362
6;Município;2304608;General Sampaio - CE;9324;População residente estimada;2014;2014;45;Pessoas;6679
6;Município;2304608;General Sampaio - CE;9324;População residente estimada;2015;2015;45;Pessoas;6763
6;Município;2304608;General Sampaio - CE;9324;População residente estimada;2016;2016;45;Pessoas;6845
6;Município;2304608;General Sampaio - CE;9324;População residente estimada;2017;2017;45;Pessoas;6922
6;Município;2304608;General Sampaio - CE;9324;População residente estimada;2018;2018;45;Pessoas;6956
6;Município;2304608;General Sampaio - CE;9324;População residente estimada;2019;2019;45;Pessoas;7618
6;Município;2304608;General Sampaio - CE;9324;População residente estimada;2020;2020;45;Pessoas;7694
6;Município;2304608;General Sampaio - CE;9324;População residente estimada;2021;2021;45;Pessoas;7767
6;Município;2304608;General Sampaio - CE;9324;População residente estimada;2024;2024;45;Pessoas;6924
6;Município;2304657;Graça - CE;9324;População residente estimada;2014;2014;45;Pessoas;15287
6;Município;2304657;Graça - CE;9324;População residente estimada;2015;2015;45;Pessoas;15294
6;Município;2304657;Graça - CE;9324;População residente estimada;2016;2016;45;Pessoas;15300
6;Município;2304657;Graça - CE;9324;População residente estimada;2017;2017;45;Pessoas;15307
6;Município;2304657;Graça - CE;9324;População residente estimada;2018;2018;45;Pessoas;15423
6;Município;2304657;Graça - CE;9324;População residente estimada;2019;2019;45;Pessoas;14399
6;Município;2304657;Graça - CE;9324;População residente estimada;2020;2020;45;Pessoas;14407
6;Município;2304657;Graça - CE;9324;População residente estimada;2021;2021;45;Pessoas;14415
6;Município;2304657;Graça - CE;9324;População residente estimada;2024;2024;45;Pessoas;14174
6;Município;2304707;Granja - CE;9324;População residente estimada;2014;2014;45;Pessoas;53682
6;Município;2304707;Granja - CE;9324;População residente estimada;2015;2015;45;Pessoas;53918
6;Município;2304707;Granja - CE;9324;População residente estimada;2016;2016;45;Pessoas;54146
6;Município;2304707;Granja - CE;9324;População residente estimada;2017;2017;45;Pessoas;54365
6;Município;2304707;Granja - CE;9324;População residente estimada;2018;2018;45;Pessoas;54729
6;Município;2304707;Granja - CE;9324;População residente estimada;2019;2019;45;Pessoas;54748
6;Município;2304707;Granja - CE;9324;População residente estimada;2020;2020;45;Pessoas;54962
6;Município;2304707;Granja - CE;9324;População residente estimada;2021;2021;45;Pessoas;55170
6;Município;2304707;Granja - CE;9324;População residente estimada;2024;2024;45;Pessoas;55633
6;Município;2304806;Granjeiro - CE;9324;População residente estimada;2014;2014;45;Pessoas;4531
